paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	analyst	notes
UPD1-0465	10.1182/bld.upd1-0464	Anderson	Blood	1998	Fig.8A	0.922	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0466	10.1182/bld.upd1-0465	Glimcher	Cancer Cell	2019	Fig.1A	0.4503	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #10
UPD1-0467	10.1182/bld.upd1-0466	Hahn	Cancer Cell	2005	Fig.6C	0.9777	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #10
UPD1-0468	10.1182/bld.upd1-0467	Glimcher	Nature Medicine	2016	Fig.6A	0.8544	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #10
UPD1-0469	10.1182/bld.upd1-0468	Ghobrial	Leukemia	2015	Fig.6B	0.9161	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #10
UPD1-0470	10.1182/bld.upd1-0469	Anderson	Blood	2002	Fig.2A	0.75	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0471	10.1182/bld.upd1-0470	Glimcher	Nature Medicine	2006	Fig.8C	0.7599	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0472	10.1182/bld.upd1-0471	Glimcher	Nature Medicine	2004	Fig.3C	0.728	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #10
UPD1-0473	10.1182/bld.upd1-0472	Carrasco	Leukemia	2001	Fig.7A	0.4729	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #10
UPD1-0474	10.1182/bld.upd1-0473	Carrasco	Cancer Cell	2020	Fig.7C	0.4533	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #10
UPD1-0475	10.1182/bld.upd1-0474	Carrasco	Leukemia	2009	Fig.7B	0.7566	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #10
UPD1-0476	10.1182/bld.upd1-0475	Ghobrial	Nature Medicine	2005	Fig.6A	0.9149	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0477	10.1182/bld.upd1-0476	Ghobrial	Blood	2005	Fig.3B	0.7974	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0478	10.1182/bld.upd1-0477	Ghobrial	Cancer Cell	2021	Fig.2C	0.9955	DUPLICATE	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #10
UPD1-0479	10.1182/bld.upd1-0478	Carrasco	Nature Medicine	1995	Fig.2A	0.6234	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #10
UPD1-0480	10.1182/bld.upd1-0479	Hahn	Cancer Cell	2009	Fig.7B	0.7555	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #10
UPD1-0481	10.1182/bld.upd1-0480	Ghobrial	Cancer Cell	2010	Fig.3B	0.7252	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0482	10.1182/bld.upd1-0481	Carrasco	Cancer Cell	2017	Fig.4A	0.7694	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0483	10.1182/bld.upd1-0482	Hahn	Cancer Cell	2012	Fig.8B	0.6454	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0484	10.1182/bld.upd1-0483	Carrasco	Cancer Cell	2008	Fig.7A	0.8655	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0485	10.1182/bld.upd1-0484	Ghobrial	Leukemia	2011	Fig.3C	0.7216	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0486	10.1182/bld.upd1-0485	Ghobrial	Cancer Cell	1996	Fig.5B	0.5904	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0487	10.1182/bld.upd1-0486	Hahn	Blood	2004	Fig.4A	0.4502	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #10
UPD1-0488	10.1182/bld.upd1-0487	Carrasco	Science	2010	Fig.2C	0.9781	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0489	10.1182/bld.upd1-0488	Carrasco	Blood	1998	Fig.7A	0.716	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0490	10.1182/bld.upd1-0489	Hahn	Science	2006	Fig.5B	0.629	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0491	10.1182/bld.upd1-0490	Carrasco	Cancer Cell	2002	Fig.6A	0.7725	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #10
UPD1-0492	10.1182/bld.upd1-0491	Ghobrial	Leukemia	2014	Fig.7C	0.5294	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #10
UPD1-0493	10.1182/bld.upd1-0492	Ghobrial	Blood	2017	Fig.7A	0.4919	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0494	10.1182/bld.upd1-0493	Anderson	Science	1997	Fig.7C	0.9245	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #10
UPD1-0495	10.1182/bld.upd1-0494	Anderson	Cancer Cell	2000	Fig.5B	0.747	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0496	10.1182/bld.upd1-0495	Anderson	Science	1996	Fig.8B	0.8269	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0497	10.1182/bld.upd1-0496	Hahn	Leukemia	2013	Fig.1C	0.7264	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0498	10.1182/bld.upd1-0497	Anderson	Blood	1995	Fig.3A	0.901	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0499	10.1182/bld.upd1-0498	Hahn	Nature Medicine	2000	Fig.1B	0.6451	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #10
UPD1-0500	10.1182/bld.upd1-0499	Ghobrial	Nature Medicine	2001	Fig.6A	0.7158	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0501	10.1182/bld.upd1-0500	Anderson	Nature Medicine	2022	Fig.4A	0.5124	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #11
UPD1-0502	10.1182/bld.upd1-0501	Carrasco	Science	1998	Fig.7A	0.4762	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0503	10.1182/bld.upd1-0502	Anderson	Nature Medicine	2000	Fig.8C	0.7546	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #11
UPD1-0504	10.1182/bld.upd1-0503	Hahn	Science	2012	Fig.5A	0.5971	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #11
UPD1-0505	10.1182/bld.upd1-0504	Anderson	Leukemia	1999	Fig.3C	0.8948	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0506	10.1182/bld.upd1-0505	Ghobrial	Science	2008	Fig.4C	0.8201	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #11
UPD1-0507	10.1182/bld.upd1-0506	Hahn	Nature Medicine	2018	Fig.2C	0.9271	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0508	10.1182/bld.upd1-0507	Ghobrial	Blood	2020	Fig.7B	0.4534	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0509	10.1182/bld.upd1-0508	Ghobrial	Nature Medicine	2009	Fig.3C	0.5199	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #11
UPD1-0510	10.1182/bld.upd1-0509	Anderson	Science	2017	Fig.5A	0.7745	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0511	10.1182/bld.upd1-0510	Anderson	Nature Medicine	2002	Fig.5C	0.788	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0512	10.1182/bld.upd1-0511	Anderson	Nature Medicine	2003	Fig.1C	0.7605	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #11
UPD1-0513	10.1182/bld.upd1-0512	Carrasco	Cancer Cell	2014	Fig.3A	0.8057	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #11
UPD1-0514	10.1182/bld.upd1-0513	Carrasco	Leukemia	2007	Fig.7A	0.8607	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #11
UPD1-0515	10.1182/bld.upd1-0514	Anderson	Blood	2010	Fig.3A	0.7356	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0516	10.1182/bld.upd1-0515	Carrasco	Nature Medicine	1997	Fig.3C	0.9204	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0517	10.1182/bld.upd1-0516	Anderson	Science	2014	Fig.8B	0.6532	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0518	10.1182/bld.upd1-0517	Glimcher	Nature Medicine	2003	Fig.3A	0.8563	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0519	10.1182/bld.upd1-0518	Hahn	Cancer Cell	2007	Fig.1C	0.7712	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #11
UPD1-0520	10.1182/bld.upd1-0519	Carrasco	Blood	2002	Fig.4A	0.6705	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #11
UPD1-0521	10.1182/bld.upd1-0520	Glimcher	Nature Medicine	2007	Fig.1C	0.7539	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #11
UPD1-0522	10.1182/bld.upd1-0521	Carrasco	Blood	2000	Fig.2B	0.7954	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #11
UPD1-0523	10.1182/bld.upd1-0522	Anderson	Leukemia	2003	Fig.1C	0.9417	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0524	10.1182/bld.upd1-0523	Carrasco	Cancer Cell	2014	Fig.7B	0.9184	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #11
UPD1-0525	10.1182/bld.upd1-0524	Anderson	Cancer Cell	2018	Fig.8B	0.898	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #11
UPD1-0526	10.1182/bld.upd1-0525	Ghobrial	Cancer Cell	2017	Fig.4A	0.9551	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #11
UPD1-0527	10.1182/bld.upd1-0526	Ghobrial	Nature Medicine	1998	Fig.8B	0.7326	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0528	10.1182/bld.upd1-0527	Ghobrial	Cancer Cell	2015	Fig.4C	0.5312	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0529	10.1182/bld.upd1-0528	Anderson	Nature Medicine	1998	Fig.6B	0.9822	DUPLICATE	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #11
UPD1-0530	10.1182/bld.upd1-0529	Hahn	Nature Medicine	2018	Fig.4C	0.875	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0531	10.1182/bld.upd1-0530	Glimcher	Blood	2007	Fig.3C	0.969	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #11
UPD1-0532	10.1182/bld.upd1-0531	Anderson	Science	2015	Fig.7B	0.7865	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0533	10.1182/bld.upd1-0532	Anderson	Cancer Cell	2015	Fig.1B	0.6897	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #11
UPD1-0534	10.1182/bld.upd1-0533	Hahn	Cancer Cell	2015	Fig.7B	0.8117	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #11
UPD1-0535	10.1182/bld.upd1-0534	Ghobrial	Cancer Cell	2011	Fig.1B	0.9518	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #11
UPD1-0536	10.1182/bld.upd1-0535	Anderson	Leukemia	2019	Fig.2A	0.6462	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #11
UPD1-0537	10.1182/bld.upd1-0536	Carrasco	Leukemia	2011	Fig.7B	0.4819	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #11
UPD1-0538	10.1182/bld.upd1-0537	Ghobrial	Leukemia	2003	Fig.7B	0.8653	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #11
UPD1-0539	10.1182/bld.upd1-0538	Glimcher	Leukemia	2010	Fig.7C	0.9835	DUPLICATE	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0540	10.1182/bld.upd1-0539	Hahn	Blood	2023	Fig.5B	0.7597	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #11
UPD1-0541	10.1182/bld.upd1-0540	Glimcher	Cancer Cell	2011	Fig.7A	0.8697	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0542	10.1182/bld.upd1-0541	Glimcher	Leukemia	2020	Fig.2A	0.7606	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #11
UPD1-0543	10.1182/bld.upd1-0542	Anderson	Science	2020	Fig.7B	0.4587	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0544	10.1182/bld.upd1-0543	Anderson	Cancer Cell	2012	Fig.4A	0.631	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #11
UPD1-0545	10.1182/bld.upd1-0544	Carrasco	Science	2007	Fig.3C	0.7496	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #11
UPD1-0546	10.1182/bld.upd1-0545	Hahn	Blood	2007	Fig.2C	0.8407	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #11
UPD1-0547	10.1182/bld.upd1-0546	Hahn	Blood	2003	Fig.4A	0.731	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0548	10.1182/bld.upd1-0547	Ghobrial	Leukemia	2010	Fig.4B	0.7913	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #11
UPD1-0549	10.1182/bld.upd1-0548	Hahn	Blood	2009	Fig.3A	0.6051	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #11
UPD1-0550	10.1182/bld.upd1-0549	Carrasco	Cancer Cell	2020	Fig.5C	0.7892	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #11
UPD1-0551	10.1182/bld.upd1-0550	Carrasco	Science	2013	Fig.6A	0.7852	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0552	10.1182/bld.upd1-0551	Ghobrial	Blood	2005	Fig.6A	0.938	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #12
UPD1-0553	10.1182/bld.upd1-0552	Ghobrial	Cancer Cell	2007	Fig.2B	0.5787	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #12
UPD1-0554	10.1182/bld.upd1-0553	Hahn	Science	2022	Fig.1A	0.5231	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0555	10.1182/bld.upd1-0554	Carrasco	Science	2002	Fig.3B	0.7604	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0556	10.1182/bld.upd1-0555	Ghobrial	Science	2021	Fig.5C	0.8821	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0557	10.1182/bld.upd1-0556	Glimcher	Blood	2017	Fig.6A	0.5587	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0558	10.1182/bld.upd1-0557	Glimcher	Blood	2014	Fig.8C	0.703	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0559	10.1182/bld.upd1-0558	Hahn	Blood	2013	Fig.6B	0.4562	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0560	10.1182/bld.upd1-0559	Hahn	Leukemia	2001	Fig.3C	0.886	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #12
UPD1-0561	10.1182/bld.upd1-0560	Carrasco	Cancer Cell	2010	Fig.3A	0.8807	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #12
UPD1-0562	10.1182/bld.upd1-0561	Hahn	Cancer Cell	2017	Fig.8A	0.7315	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0563	10.1182/bld.upd1-0562	Hahn	Science	2021	Fig.6B	0.5324	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #12
UPD1-0564	10.1182/bld.upd1-0563	Glimcher	Nature Medicine	2009	Fig.6B	0.6917	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #12
UPD1-0565	10.1182/bld.upd1-0564	Carrasco	Nature Medicine	2022	Fig.8B	0.8079	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #12
UPD1-0566	10.1182/bld.upd1-0565	Carrasco	Nature Medicine	2016	Fig.8B	0.4843	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #12
UPD1-0567	10.1182/bld.upd1-0566	Carrasco	Leukemia	2014	Fig.1C	0.8293	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0568	10.1182/bld.upd1-0567	Glimcher	Nature Medicine	2005	Fig.2B	0.7736	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #12
UPD1-0569	10.1182/bld.upd1-0568	Ghobrial	Cancer Cell	2005	Fig.3B	0.6317	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0570	10.1182/bld.upd1-0569	Hahn	Blood	2023	Fig.2C	0.6738	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #12
UPD1-0571	10.1182/bld.upd1-0570	Anderson	Science	2013	Fig.3A	0.7164	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #12
UPD1-0572	10.1182/bld.upd1-0571	Hahn	Blood	2003	Fig.5A	0.4679	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0573	10.1182/bld.upd1-0572	Carrasco	Science	2018	Fig.8B	0.8436	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0574	10.1182/bld.upd1-0573	Anderson	Cancer Cell	2004	Fig.4A	0.7979	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0575	10.1182/bld.upd1-0574	Hahn	Nature Medicine	2000	Fig.8C	0.5656	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0576	10.1182/bld.upd1-0575	Carrasco	Leukemia	2016	Fig.1A	0.683	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #12
UPD1-0577	10.1182/bld.upd1-0576	Anderson	Cancer Cell	1996	Fig.4C	0.6936	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #12
UPD1-0578	10.1182/bld.upd1-0577	Glimcher	Nature Medicine	2021	Fig.6A	0.517	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #12
UPD1-0579	10.1182/bld.upd1-0578	Ghobrial	Science	2005	Fig.5B	0.4785	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0580	10.1182/bld.upd1-0579	Glimcher	Nature Medicine	2001	Fig.5B	0.6801	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0581	10.1182/bld.upd1-0580	Carrasco	Science	2015	Fig.4C	0.9506	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #12
UPD1-0582	10.1182/bld.upd1-0581	Anderson	Blood	2013	Fig.7B	0.7611	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #12
UPD1-0583	10.1182/bld.upd1-0582	Hahn	Nature Medicine	2009	Fig.2C	0.7168	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #12
UPD1-0584	10.1182/bld.upd1-0583	Glimcher	Blood	1997	Fig.5A	0.9544	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #12
UPD1-0585	10.1182/bld.upd1-0584	Carrasco	Nature Medicine	2020	Fig.8B	0.7992	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #12
UPD1-0586	10.1182/bld.upd1-0585	Carrasco	Cancer Cell	2012	Fig.6B	0.5482	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0587	10.1182/bld.upd1-0586	Ghobrial	Science	2016	Fig.4C	0.6143	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #12
UPD1-0588	10.1182/bld.upd1-0587	Ghobrial	Blood	2011	Fig.2A	0.6604	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #12
UPD1-0589	10.1182/bld.upd1-0588	Glimcher	Cancer Cell	2005	Fig.5B	0.666	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #12
UPD1-0590	10.1182/bld.upd1-0589	Hahn	Nature Medicine	2009	Fig.5B	0.6057	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #12
UPD1-0591	10.1182/bld.upd1-0590	Carrasco	Blood	2001	Fig.2B	0.7431	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0592	10.1182/bld.upd1-0591	Carrasco	Nature Medicine	2019	Fig.7A	0.476	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #12
UPD1-0593	10.1182/bld.upd1-0592	Ghobrial	Leukemia	2010	Fig.2B	0.6397	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #12
UPD1-0594	10.1182/bld.upd1-0593	Anderson	Blood	2023	Fig.4C	0.5486	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #12
UPD1-0595	10.1182/bld.upd1-0594	Carrasco	Blood	2010	Fig.2A	0.8143	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #12
UPD1-0596	10.1182/bld.upd1-0595	Carrasco	Nature Medicine	2020	Fig.3B	0.9825	DUPLICATE	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #12
UPD1-0597	10.1182/bld.upd1-0596	Ghobrial	Nature Medicine	2021	Fig.3A	0.8847	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #12
UPD1-0598	10.1182/bld.upd1-0597	Ghobrial	Science	2002	Fig.1B	0.9025	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #12
UPD1-0599	10.1182/bld.upd1-0598	Hahn	Nature Medicine	2012	Fig.2A	0.6879	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0600	10.1182/bld.upd1-0599	Carrasco	Nature Medicine	2014	Fig.7B	0.9927	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #12
UPD1-0601	10.1182/bld.upd1-0600	Ghobrial	Leukemia	2020	Fig.1C	0.9658	DUPLICATE	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #13
UPD1-0602	10.1182/bld.upd1-0601	Glimcher	Cancer Cell	1998	Fig.8A	0.5058	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #13
UPD1-0603	10.1182/bld.upd1-0602	Ghobrial	Blood	2000	Fig.4B	0.9386	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #13
UPD1-0604	10.1182/bld.upd1-0603	Hahn	Cancer Cell	2017	Fig.6A	0.8697	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0605	10.1182/bld.upd1-0604	Hahn	Leukemia	2016	Fig.6A	0.8564	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #13
UPD1-0606	10.1182/bld.upd1-0605	Glimcher	Blood	2017	Fig.3B	0.8777	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #13
UPD1-0607	10.1182/bld.upd1-0606	Hahn	Leukemia	2023	Fig.4C	0.701	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #13
UPD1-0608	10.1182/bld.upd1-0607	Glimcher	Leukemia	2011	Fig.5A	0.7448	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0609	10.1182/bld.upd1-0608	Ghobrial	Cancer Cell	2004	Fig.7B	0.6243	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #13
UPD1-0610	10.1182/bld.upd1-0609	Anderson	Science	2012	Fig.1A	0.5029	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #13
UPD1-0611	10.1182/bld.upd1-0610	Glimcher	Cancer Cell	2003	Fig.6B	0.5652	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #13
UPD1-0612	10.1182/bld.upd1-0611	Anderson	Cancer Cell	2019	Fig.6B	0.7584	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #13
UPD1-0613	10.1182/bld.upd1-0612	Carrasco	Leukemia	2020	Fig.4C	0.6189	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0614	10.1182/bld.upd1-0613	Glimcher	Nature Medicine	1998	Fig.8B	0.7769	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0615	10.1182/bld.upd1-0614	Ghobrial	Leukemia	2010	Fig.6C	0.9938	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #13
UPD1-0616	10.1182/bld.upd1-0615	Ghobrial	Blood	2000	Fig.8B	0.8415	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #13
UPD1-0617	10.1182/bld.upd1-0616	Carrasco	Cancer Cell	2008	Fig.7A	0.7364	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #13
UPD1-0618	10.1182/bld.upd1-0617	Ghobrial	Cancer Cell	2019	Fig.3A	0.9428	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #13
