paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	researcher_confirmed_identity	review_status	notes
UPD2-0413	10.1182/bld.anderson-0412	Anderson	Blood	2003	Fig.4A	0.8036	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0414	10.1182/bld.anderson-0413	Anderson	Blood	2002	Fig.6C	0.7806	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0415	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2016	Fig.4C	0.7751	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0416	10.1182/bld.anderson-0415	Anderson	Blood	2005	Fig.2C	0.6675	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0417	10.1182/bld.anderson-0416	Anderson	Blood	2011	Fig.6A	0.8412	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0418	10.1038/nm.3867	Anderson	Cancer Cell	2014	Fig.1A	0.9924	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0419	10.1182/bld.anderson-0418	Anderson	Blood	2020	Fig.2B	0.772	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0420	10.1182/bld.anderson-0419	Anderson	Blood	2010	Fig.6B	0.4524	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0421	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2011	Fig.1C	0.6099	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0422	10.1182/bld.anderson-0421	Anderson	Blood	2016	Fig.3A	0.8433	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0423	10.1182/bld.anderson-0422	Anderson	Blood	2013	Fig.1C	0.8421	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0424	10.1038/nm.3867	Anderson	Cancer Cell	2002	Fig.4B	0.6405	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0425	10.1182/bld.anderson-0424	Anderson	Blood	2020	Fig.2B	0.9638	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0426	10.1182/bld.anderson-0425	Anderson	Blood	2008	Fig.3C	0.8066	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0427	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2002	Fig.1C	0.523	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0428	10.1182/bld.anderson-0427	Anderson	Blood	2001	Fig.2A	0.8857	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0429	10.1182/bld.anderson-0428	Anderson	Blood	2005	Fig.5B	0.7602	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0430	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2011	Fig.2C	0.9418	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0431	10.1182/bld.anderson-0430	Anderson	Blood	2021	Fig.2B	0.6269	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0432	10.1182/bld.anderson-0431	Anderson	Blood	2019	Fig.1B	0.9174	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0433	10.1038/nm.3867	Anderson	Cancer Cell	2011	Fig.5C	0.7803	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0434	10.1182/bld.anderson-0433	Anderson	Blood	2015	Fig.6B	0.4916	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0435	10.1182/bld.anderson-0434	Anderson	Blood	2001	Fig.5A	0.6586	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0436	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2013	Fig.1C	0.6339	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0437	10.1182/bld.anderson-0436	Anderson	Blood	2004	Fig.6C	0.594	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0438	10.1182/bld.anderson-0437	Anderson	Blood	2019	Fig.5A	0.5572	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0439	10.1038/nm.3867	Anderson	Cancer Cell	2013	Fig.3B	0.5991	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0440	10.1182/bld.anderson-0439	Anderson	Blood	2012	Fig.2A	0.8709	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0441	10.1182/bld.anderson-0440	Anderson	Blood	2017	Fig.3A	0.8597	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0442	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2009	Fig.2A	0.5149	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0443	10.1182/bld.anderson-0442	Anderson	Blood	2013	Fig.5B	0.4831	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0444	10.1182/bld.anderson-0443	Anderson	Blood	2013	Fig.6A	0.5397	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0445	10.1038/nm.3867	Anderson	Cancer Cell	2006	Fig.3C	0.5425	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0446	10.1182/bld.anderson-0445	Anderson	Blood	2020	Fig.2C	0.9083	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0447	10.1182/bld.anderson-0446	Anderson	Blood	2017	Fig.4C	0.689	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0448	10.1038/nm.3867	Anderson	Cancer Cell	2006	Fig.6B	0.9181	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0449	10.1182/bld.anderson-0448	Anderson	Blood	2013	Fig.3C	0.5189	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0450	10.1182/bld.anderson-0449	Anderson	Blood	2019	Fig.6A	0.8879	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #15
UPD2-0451	10.1038/nm.3867	Anderson	Cancer Cell	2022	Fig.6C	0.7979	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0452	10.1182/bld.anderson-0451	Anderson	Blood	2019	Fig.4A	0.5219	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0453	10.1182/bld.anderson-0452	Anderson	Blood	2004	Fig.4B	0.5694	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0454	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2013	Fig.5C	0.4518	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0455	10.1182/bld.anderson-0454	Anderson	Blood	2015	Fig.3A	0.8517	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0456	10.1182/bld.anderson-0455	Anderson	Blood	2001	Fig.1B	0.8444	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0457	10.1038/nm.3867	Anderson	Cancer Cell	2002	Fig.6A	0.6732	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0458	10.1182/bld.anderson-0457	Anderson	Blood	2007	Fig.1A	0.4682	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0459	10.1182/bld.anderson-0458	Anderson	Blood	2010	Fig.4B	0.8172	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0460	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.3C	0.735	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0461	10.1182/bld.anderson-0460	Anderson	Blood	2005	Fig.2A	0.6121	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0462	10.1182/bld.anderson-0461	Anderson	Blood	2019	Fig.4B	0.6526	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0463	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2009	Fig.4C	0.7678	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0464	10.1182/bld.anderson-0463	Anderson	Blood	2009	Fig.2B	0.8045	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0465	10.1182/bld.anderson-0464	Anderson	Blood	2009	Fig.1B	0.6429	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0466	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.4C	0.7385	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0467	10.1182/bld.anderson-0466	Anderson	Blood	2015	Fig.5B	0.5294	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0468	10.1182/bld.anderson-0467	Anderson	Blood	2021	Fig.6A	0.9509	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0469	10.1038/nm.3867	Anderson	Cancer Cell	2018	Fig.4B	0.7359	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0470	10.1182/bld.anderson-0469	Anderson	Blood	2017	Fig.1C	0.8623	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0471	10.1182/bld.anderson-0470	Anderson	Blood	2000	Fig.2B	0.6214	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0472	10.1038/nm.3867	Anderson	Cancer Cell	2017	Fig.1C	0.7796	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0473	10.1182/bld.anderson-0472	Anderson	Blood	2019	Fig.6A	0.6802	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0474	10.1182/bld.anderson-0473	Anderson	Blood	2012	Fig.3A	0.5878	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0475	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2010	Fig.6B	0.4942	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0476	10.1182/bld.anderson-0475	Anderson	Blood	2007	Fig.2C	0.5481	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0477	10.1182/bld.anderson-0476	Anderson	Blood	2014	Fig.1A	0.907	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0478	10.1038/nm.3867	Anderson	Cancer Cell	2016	Fig.1B	0.8108	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0479	10.1182/bld.anderson-0478	Anderson	Blood	2000	Fig.4C	0.5382	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0480	10.1182/bld.anderson-0479	Anderson	Blood	2005	Fig.3B	0.5386	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #16
UPD2-0481	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2008	Fig.4A	0.8941	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0482	10.1182/bld.anderson-0481	Anderson	Blood	2021	Fig.2C	0.8924	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0483	10.1182/bld.anderson-0482	Anderson	Blood	2005	Fig.6C	0.4689	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0484	10.1038/nm.3867	Anderson	Cancer Cell	2001	Fig.6C	0.951	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0485	10.1182/bld.anderson-0484	Anderson	Blood	2017	Fig.3C	0.9982	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0486	10.1182/bld.anderson-0485	Anderson	Blood	2007	Fig.2C	0.9099	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0487	10.1038/nm.3867	Anderson	Cancer Cell	2001	Fig.6C	0.5204	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0488	10.1182/bld.anderson-0487	Anderson	Blood	2004	Fig.1C	0.5222	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0489	10.1182/bld.anderson-0488	Anderson	Blood	2013	Fig.3B	0.8989	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0490	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2016	Fig.3C	0.7375	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0491	10.1182/bld.anderson-0490	Anderson	Blood	2016	Fig.1A	0.9234	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0492	10.1182/bld.anderson-0491	Anderson	Blood	2002	Fig.2A	0.8522	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0493	10.1038/nm.3867	Anderson	Cancer Cell	2021	Fig.5B	0.989	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0494	10.1182/bld.anderson-0493	Anderson	Blood	2011	Fig.2B	0.9269	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0495	10.1182/bld.anderson-0494	Anderson	Blood	2017	Fig.6B	0.6914	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0496	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2021	Fig.4A	0.5741	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0497	10.1182/bld.anderson-0496	Anderson	Blood	2012	Fig.2B	0.6638	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0498	10.1182/bld.anderson-0497	Anderson	Blood	2008	Fig.4C	0.8631	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0499	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2000	Fig.2B	0.8584	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0500	10.1182/bld.anderson-0499	Anderson	Blood	2020	Fig.4C	0.7713	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0501	10.1182/bld.anderson-0500	Anderson	Blood	2009	Fig.5C	0.473	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0502	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2011	Fig.4C	0.7012	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0503	10.1182/bld.anderson-0502	Anderson	Blood	2008	Fig.4B	0.4541	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0504	10.1182/bld.anderson-0503	Anderson	Blood	2008	Fig.4B	0.8661	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0505	10.1038/nm.3867	Anderson	Cancer Cell	2004	Fig.5C	0.516	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0506	10.1182/bld.anderson-0505	Anderson	Blood	2009	Fig.2C	0.5903	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0507	10.1182/bld.anderson-0506	Anderson	Blood	2019	Fig.4A	0.7437	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0508	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2003	Fig.6C	0.4633	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0509	10.1182/bld.anderson-0508	Anderson	Blood	2009	Fig.2A	0.6691	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0510	10.1182/bld.anderson-0509	Anderson	Blood	2020	Fig.1B	0.9594	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #17
UPD2-0511	10.1038/nm.3867	Anderson	Cancer Cell	2008	Fig.5C	0.9662	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0512	10.1182/bld.anderson-0511	Anderson	Blood	2014	Fig.3B	0.6783	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0513	10.1182/bld.anderson-0512	Anderson	Blood	2010	Fig.3A	0.7685	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0514	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2014	Fig.3B	0.4557	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0515	10.1182/bld.anderson-0514	Anderson	Blood	2001	Fig.3B	0.8296	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0516	10.1182/bld.anderson-0515	Anderson	Blood	2003	Fig.5B	0.6569	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0517	10.1038/nm.3867	Anderson	Cancer Cell	2021	Fig.6A	0.9406	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0518	10.1182/bld.anderson-0517	Anderson	Blood	2002	Fig.2A	0.6258	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0519	10.1182/bld.anderson-0518	Anderson	Blood	2022	Fig.5B	0.7564	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0520	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2004	Fig.6C	0.5565	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0521	10.1182/bld.anderson-0520	Anderson	Blood	2022	Fig.5A	0.6971	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0522	10.1182/bld.anderson-0521	Anderson	Blood	2022	Fig.3C	0.9313	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0523	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2005	Fig.1C	0.7726	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0524	10.1182/bld.anderson-0523	Anderson	Blood	2012	Fig.1C	0.7911	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0525	10.1182/bld.anderson-0524	Anderson	Blood	2012	Fig.2C	0.549	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0526	10.1038/nm.3867	Anderson	Cancer Cell	2009	Fig.3B	0.4564	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0527	10.1182/bld.anderson-0526	Anderson	Blood	2021	Fig.1C	0.8682	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0528	10.1182/bld.anderson-0527	Anderson	Blood	2012	Fig.4A	0.5813	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0529	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2015	Fig.5C	0.6147	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0530	10.1182/bld.anderson-0529	Anderson	Blood	2002	Fig.4B	0.6527	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0531	10.1182/bld.anderson-0530	Anderson	Blood	2016	Fig.5A	0.4958	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0532	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2015	Fig.6B	0.6907	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0533	10.1182/bld.anderson-0532	Anderson	Blood	2020	Fig.4B	0.8658	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0534	10.1182/bld.anderson-0533	Anderson	Blood	2020	Fig.2A	0.5576	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0535	10.1038/nm.3867	Anderson	Cancer Cell	2003	Fig.2C	0.8513	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0536	10.1182/bld.anderson-0535	Anderson	Blood	2002	Fig.5A	0.5414	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0537	10.1182/bld.anderson-0536	Anderson	Blood	2022	Fig.2B	0.7786	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0538	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2011	Fig.5B	0.5016	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0539	10.1182/bld.anderson-0538	Anderson	Blood	2010	Fig.6A	0.8543	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0540	10.1182/bld.anderson-0539	Anderson	Blood	2006	Fig.2C	0.6809	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #18
UPD2-0541	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2020	Fig.4B	0.6571	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0542	10.1182/bld.anderson-0541	Anderson	Blood	2013	Fig.2C	0.4585	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0543	10.1182/bld.anderson-0542	Anderson	Blood	2008	Fig.2B	0.5153	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0544	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2014	Fig.2A	0.9459	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0545	10.1182/bld.anderson-0544	Anderson	Blood	2012	Fig.3B	0.6433	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0546	10.1182/bld.anderson-0545	Anderson	Blood	2016	Fig.6B	0.53	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0547	10.1038/nm.3867	Anderson	Cancer Cell	2015	Fig.1B	0.8411	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0548	10.1182/bld.anderson-0547	Anderson	Blood	2002	Fig.5C	0.5133	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
UPD2-0549	10.1182/bld.anderson-0548	Anderson	Blood	2019	Fig.2A	0.5731	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #19
