complaint_id,date,model,lot,failure_mode,outcome,mdr_submitted
CMP-12826,2022-12-16,Nimbus-II-EMS,LOT-7258-2022,flow_rate_high,no_harm,Y
CMP-12827,2019-05-05,Nimbus-II-Plus,LOT-7874-2019,flow_rate_high,near_miss,Y
CMP-12828,2024-04-10,Nimbus-Flex,LOT-1722-2024,flow_rate_high,no_harm,N
CMP-12829,2024-07-10,Nimbus-II-EpiD,LOT-5905-2024,flow_rate_high,near_miss,N
CMP-12830,2020-01-17,Nimbus-II-Plus,LOT-6098-2020,flow_rate_high,no_harm,N
CMP-12831,2022-08-06,Nimbus-PainPro,LOT-4712-2022,flow_rate_high,no_harm,N
CMP-12832,2021-04-20,Nimbus-II-Plus,LOT-4727-2021,flow_rate_high,patient_discomfort,Y
CMP-12833,2021-12-15,Nimbus-II-EpiD,LOT-3479-2021,flow_rate_high,no_harm,N
CMP-12834,2021-09-25,Nimbus-II-PainPRO,LOT-9705-2021,flow_rate_high,no_harm,Y
CMP-12835,2021-07-16,Nimbus-II-EpiD,LOT-4983-2021,flow_rate_high,patient_discomfort,N
CMP-12836,2020-05-16,Nimbus-II-Plus,LOT-1464-2020,flow_rate_high,no_harm,N
CMP-12837,2019-01-28,Nimbus-II-Flex,LOT-8596-2019,flow_rate_high,no_harm,N
CMP-12838,2023-09-25,Nimbus-II-PainPRO,LOT-4098-2023,flow_rate_high,near_miss,N
CMP-12839,2023-04-11,Nimbus-II-PainPRO,LOT-8125-2023,flow_rate_high,near_miss,Y
CMP-12840,2024-04-26,Nimbus-Flex,LOT-6263-2024,flow_rate_high,no_harm,Y
CMP-12841,2021-11-16,Nimbus-II-EpiD,LOT-9912-2021,flow_rate_high,no_harm,Y
CMP-12842,2021-09-20,Nimbus-II-PainPRO,LOT-4382-2021,flow_rate_high,no_harm,Y
CMP-12843,2020-06-25,Nimbus-II-PainPRO,LOT-1376-2020,flow_rate_high,no_harm,N
CMP-12844,2023-06-26,Nimbus-PainPro,LOT-2297-2023,flow_rate_high,no_harm,Y
CMP-12845,2022-03-15,Nimbus-Flex,LOT-9046-2022,flow_rate_high,patient_discomfort,N
CMP-12846,2024-11-01,Nimbus-II-Plus,LOT-9294-2024,flow_rate_high,no_harm,Y
CMP-12847,2023-10-03,Nimbus-II-Plus,LOT-9213-2023,flow_rate_high,no_harm,Y
CMP-12848,2022-06-03,Nimbus-Flex,LOT-7709-2022,flow_rate_high,no_harm,Y
CMP-12849,2019-10-05,Nimbus-II-Plus,LOT-1937-2019,flow_rate_high,no_harm,Y
CMP-12850,2024-12-21,Nimbus-Flex,LOT-5857-2024,flow_rate_high,serious_injury,Y
CMP-12851,2023-06-10,Nimbus-II-Plus,LOT-7417-2023,flow_rate_high,no_harm,N
CMP-12852,2022-01-15,Nimbus-II-Flex,LOT-1171-2022,flow_rate_high,no_harm,N
CMP-12853,2020-07-12,Nimbus-II-EMS,LOT-1332-2020,flow_rate_high,no_harm,Y
CMP-12854,2022-05-16,Nimbus-II-EMS,LOT-9512-2022,flow_rate_high,near_miss,N
CMP-12855,2019-10-23,Nimbus-II-EpiD,LOT-7278-2019,flow_rate_high,patient_discomfort,Y
CMP-12856,2022-11-27,Nimbus-II-Plus,LOT-9734-2022,flow_rate_high,no_harm,N
CMP-12857,2022-11-16,Nimbus-II-PainPRO,LOT-3803-2022,flow_rate_high,no_harm,N
CMP-12858,2023-04-20,Nimbus-Admin,LOT-9404-2023,flow_rate_high,no_harm,Y
CMP-12859,2024-08-28,Nimbus-II-Flex,LOT-1756-2024,flow_rate_high,no_harm,Y
CMP-12860,2024-01-28,Nimbus-II-EMS,LOT-7790-2024,flow_rate_high,no_harm,N
CMP-12861,2021-06-22,Nimbus-II-PainPRO,LOT-4933-2021,flow_rate_high,patient_discomfort,Y
CMP-12862,2021-11-18,Nimbus-II-Plus,LOT-9547-2021,flow_rate_high,no_harm,Y
CMP-12863,2022-06-10,Nimbus-Admin,LOT-7406-2022,flow_rate_high,no_harm,Y
CMP-12864,2022-08-03,Nimbus-II-Flex,LOT-6699-2022,flow_rate_high,no_harm,Y
CMP-12865,2024-11-26,Nimbus-Admin,LOT-1119-2024,flow_rate_high,no_harm,N
CMP-12866,2023-08-18,Nimbus-Flex,LOT-3724-2023,flow_rate_high,no_harm,N
CMP-12867,2023-03-16,Nimbus-II-PainPRO,LOT-3146-2023,flow_rate_high,no_harm,Y
CMP-12868,2022-09-16,Nimbus-II-EMS,LOT-1551-2022,flow_rate_high,serious_injury,Y
CMP-12869,2020-03-16,Nimbus-Flex,LOT-2390-2020,flow_rate_high,no_harm,N
CMP-12870,2022-11-26,Nimbus-Admin,LOT-8357-2022,flow_rate_high,no_harm,N
CMP-12871,2023-04-03,Nimbus-II-EpiD,LOT-6149-2023,flow_rate_high,no_harm,Y
CMP-12872,2024-07-14,Nimbus-II-EMS,LOT-5400-2024,flow_rate_high,patient_discomfort,Y
CMP-12873,2020-11-09,Nimbus-PainPro,LOT-2877-2020,flow_rate_high,near_miss,N
CMP-12874,2020-07-16,Nimbus-II-Flex,LOT-9385-2020,flow_rate_high,no_harm,N
CMP-12875,2019-04-02,Nimbus-II-Flex,LOT-3861-2019,flow_rate_low,no_harm,N
CMP-12876,2020-12-22,Nimbus-II-EpiD,LOT-8892-2020,flow_rate_low,patient_discomfort,N
CMP-12877,2023-03-01,Nimbus-II-EMS,LOT-6228-2023,flow_rate_low,serious_injury,Y
CMP-12878,2023-06-23,Nimbus-II-Plus,LOT-3867-2023,flow_rate_low,no_harm,Y
CMP-12879,2020-06-06,Nimbus-II-EpiD,LOT-1827-2020,flow_rate_low,no_harm,N
CMP-12880,2020-03-28,Nimbus-II-EpiD,LOT-9840-2020,flow_rate_low,near_miss,N
CMP-12881,2020-02-03,Nimbus-PainPro,LOT-3830-2020,flow_rate_low,no_harm,N
CMP-12882,2023-01-19,Nimbus-II-EpiD,LOT-1096-2023,flow_rate_low,no_harm,N
CMP-12883,2020-02-12,Nimbus-Admin,LOT-2468-2020,flow_rate_low,near_miss,Y
CMP-12884,2019-09-23,Nimbus-II-Flex,LOT-7977-2019,flow_rate_low,near_miss,Y
CMP-12885,2024-07-21,Nimbus-II-Flex,LOT-5139-2024,flow_rate_low,no_harm,N
CMP-12886,2019-12-04,Nimbus-II-Plus,LOT-8695-2019,flow_rate_low,no_harm,Y
CMP-12887,2020-11-28,Nimbus-Flex,LOT-2585-2020,flow_rate_low,no_harm,Y
CMP-12888,2023-02-06,Nimbus-Admin,LOT-3133-2023,flow_rate_low,no_harm,N
CMP-12889,2019-06-25,Nimbus-II-EpiD,LOT-5327-2019,flow_rate_low,patient_discomfort,N
CMP-12890,2022-07-15,Nimbus-Flex,LOT-5450-2022,flow_rate_low,no_harm,Y
CMP-12891,2019-02-15,Nimbus-Flex,LOT-9015-2019,flow_rate_low,no_harm,N
CMP-12892,2019-08-06,Nimbus-II-EMS,LOT-1580-2019,flow_rate_low,no_harm,N
CMP-12893,2024-02-22,Nimbus-Admin,LOT-7726-2024,flow_rate_low,no_harm,N
CMP-12894,2022-12-13,Nimbus-PainPro,LOT-9210-2022,flow_rate_low,no_harm,N
CMP-12895,2019-07-04,Nimbus-PainPro,LOT-2951-2019,flow_rate_low,no_harm,Y
CMP-12896,2020-09-13,Nimbus-PainPro,LOT-3472-2020,flow_rate_low,no_harm,Y
CMP-12897,2020-10-09,Nimbus-Admin,LOT-1517-2020,flow_rate_low,no_harm,N
CMP-12898,2023-06-17,Nimbus-II-Plus,LOT-3772-2023,flow_rate_low,no_harm,Y
CMP-12899,2022-10-02,Nimbus-II-EpiD,LOT-1766-2022,flow_rate_low,no_harm,N
CMP-12900,2023-07-14,Nimbus-II-EpiD,LOT-9548-2023,flow_rate_low,no_harm,Y
CMP-12901,2021-05-28,Nimbus-PainPro,LOT-8990-2021,flow_rate_low,near_miss,Y
CMP-12902,2019-07-07,Nimbus-Flex,LOT-8343-2019,flow_rate_low,no_harm,Y
CMP-12903,2019-09-05,Nimbus-Flex,LOT-8002-2019,flow_rate_low,no_harm,N
CMP-12904,2021-02-11,Nimbus-II-Flex,LOT-5912-2021,flow_rate_low,no_harm,N
CMP-12905,2022-01-07,Nimbus-PainPro,LOT-1921-2022,flow_rate_low,patient_discomfort,Y
CMP-12906,2019-05-19,Nimbus-II-Flex,LOT-7575-2019,flow_rate_low,no_harm,N
CMP-12907,2023-01-16,Nimbus-II-EpiD,LOT-9355-2023,flow_rate_low,no_harm,N
CMP-12908,2019-02-13,Nimbus-Admin,LOT-8236-2019,flow_rate_low,no_harm,N
CMP-12909,2019-11-04,Nimbus-PainPro,LOT-7472-2019,flow_rate_low,no_harm,N
CMP-12910,2021-07-04,Nimbus-II-Flex,LOT-2292-2021,flow_rate_low,no_harm,Y
CMP-12911,2019-01-15,Nimbus-Flex,LOT-5293-2019,flow_rate_low,near_miss,N
CMP-12912,2024-10-17,Nimbus-II-Flex,LOT-1803-2024,flow_rate_low,no_harm,Y
CMP-12913,2024-12-09,Nimbus-Flex,LOT-2234-2024,flow_rate_low,no_harm,N
CMP-12914,2020-05-23,Nimbus-PainPro,LOT-2034-2020,flow_rate_low,no_harm,N
CMP-12915,2024-07-12,Nimbus-II-EpiD,LOT-5034-2024,flow_rate_low,no_harm,Y
CMP-12916,2022-01-10,Nimbus-II-Flex,LOT-6420-2022,flow_rate_low,no_harm,N
CMP-12917,2021-01-26,Nimbus-II-Plus,LOT-1585-2021,flow_rate_low,no_harm,N
CMP-12918,2019-06-13,Nimbus-Admin,LOT-9316-2019,flow_rate_low,no_harm,Y
CMP-12919,2024-05-24,Nimbus-II-EMS,LOT-4483-2024,flow_rate_low,no_harm,Y
CMP-12920,2022-11-03,Nimbus-II-EpiD,LOT-6650-2022,flow_rate_low,no_harm,N
CMP-12921,2019-06-22,Nimbus-II-EpiD,LOT-7237-2019,flow_rate_low,no_harm,N
CMP-12922,2024-07-03,Nimbus-II-EpiD,LOT-2319-2024,flow_rate_low,no_harm,N
CMP-12923,2021-11-16,Nimbus-Admin,LOT-6421-2021,flow_rate_low,no_harm,N
CMP-12924,2019-05-05,Nimbus-II-Plus,LOT-9081-2019,flow_rate_low,no_harm,N
CMP-12925,2019-11-11,Nimbus-Admin,LOT-5608-2019,flow_rate_low,serious_injury,Y
CMP-12926,2023-09-02,Nimbus-II-EpiD,LOT-5711-2023,flow_rate_low,no_harm,Y
CMP-12927,2021-01-27,Nimbus-II-Flex,LOT-6183-2021,flow_rate_low,no_harm,N
CMP-12928,2020-12-14,Nimbus-II-EpiD,LOT-2029-2020,flow_rate_low,near_miss,N
CMP-12929,2019-12-19,Nimbus-II-PainPRO,LOT-8624-2019,flow_rate_low,no_harm,Y
CMP-12930,2020-06-22,Nimbus-II-Plus,LOT-9926-2020,flow_rate_low,no_harm,Y
CMP-12931,2021-09-15,Nimbus-II-EpiD,LOT-6312-2021,flow_rate_low,no_harm,Y
CMP-12932,2020-12-14,Nimbus-PainPro,LOT-7984-2020,flow_rate_low,no_harm,N
CMP-12933,2022-09-06,Nimbus-II-Flex,LOT-2489-2022,flow_rate_low,no_harm,N
CMP-12934,2022-02-22,Nimbus-Flex,LOT-8954-2022,flow_rate_low,no_harm,N
CMP-12935,2019-03-19,Nimbus-II-EMS,LOT-9564-2019,flow_rate_low,patient_discomfort,N
CMP-12936,2019-10-27,Nimbus-PainPro,LOT-8073-2019,flow_rate_low,near_miss,N
CMP-12937,2020-02-19,Nimbus-Admin,LOT-6148-2020,flow_rate_low,no_harm,N
CMP-12938,2022-06-02,Nimbus-II-PainPRO,LOT-7733-2022,flow_rate_low,no_harm,N
CMP-12939,2021-12-14,Nimbus-Flex,LOT-6613-2021,flow_rate_low,patient_discomfort,N
CMP-12940,2023-01-22,Nimbus-II-Flex,LOT-5756-2023,flow_rate_low,near_miss,N
CMP-12941,2023-09-12,Nimbus-PainPro,LOT-6739-2023,flow_rate_low,no_harm,Y
CMP-12942,2019-08-20,Nimbus-II-Flex,LOT-1012-2019,flow_rate_low,no_harm,Y
CMP-12943,2019-12-24,Nimbus-II-Flex,LOT-1427-2019,flow_rate_low,no_harm,Y
CMP-12944,2022-03-03,Nimbus-PainPro,LOT-3074-2022,flow_rate_low,patient_discomfort,N
CMP-12945,2020-10-02,Nimbus-II-PainPRO,LOT-3797-2020,flow_rate_low,serious_injury,Y
CMP-12946,2023-05-06,Nimbus-II-Plus,LOT-4068-2023,flow_rate_low,no_harm,Y
CMP-12947,2024-06-23,Nimbus-Flex,LOT-9392-2024,flow_rate_low,no_harm,N
CMP-12948,2022-09-18,Nimbus-II-EMS,LOT-7423-2022,flow_rate_low,patient_discomfort,N
CMP-12949,2023-09-25,Nimbus-II-EpiD,LOT-5481-2023,flow_rate_low,near_miss,Y
CMP-12950,2021-06-26,Nimbus-II-Plus,LOT-4979-2021,flow_rate_low,serious_injury,Y
CMP-12951,2021-05-27,Nimbus-II-Flex,LOT-1046-2021,flow_rate_low,no_harm,N
CMP-12952,2021-07-07,Nimbus-II-EpiD,LOT-8375-2021,flow_rate_low,no_harm,N
CMP-12953,2022-03-15,Nimbus-II-Flex,LOT-7160-2022,flow_rate_low,no_harm,N
CMP-12954,2022-08-08,Nimbus-II-EMS,LOT-4674-2022,flow_rate_low,no_harm,Y
CMP-12955,2019-02-02,Nimbus-II-Flex,LOT-1581-2019,flow_rate_low,no_harm,Y
CMP-12956,2021-10-07,Nimbus-II-EpiD,LOT-2334-2021,flow_rate_low,no_harm,Y
CMP-12957,2021-08-28,Nimbus-Admin,LOT-3844-2021,flow_rate_low,no_harm,N
CMP-12958,2024-03-06,Nimbus-Flex,LOT-9877-2024,flow_rate_low,near_miss,Y
CMP-12959,2021-04-22,Nimbus-Admin,LOT-4496-2021,flow_rate_low,serious_injury,Y
CMP-12960,2024-09-24,Nimbus-PainPro,LOT-6818-2024,flow_rate_low,no_harm,N
CMP-12961,2022-12-11,Nimbus-II-EpiD,LOT-7649-2022,flow_rate_low,near_miss,N
CMP-12962,2020-04-23,Nimbus-II-EMS,LOT-3641-2020,flow_rate_low,no_harm,N
CMP-12963,2020-01-17,Nimbus-Flex,LOT-5566-2020,flow_rate_low,no_harm,Y
CMP-12964,2019-09-25,Nimbus-II-PainPRO,LOT-5667-2019,flow_rate_low,no_harm,Y
CMP-12965,2023-08-24,Nimbus-II-Plus,LOT-8082-2023,flow_rate_low,no_harm,Y
CMP-12966,2020-03-26,Nimbus-II-EpiD,LOT-6098-2020,flow_rate_low,no_harm,N
CMP-12967,2022-02-17,Nimbus-II-Plus,LOT-4546-2022,flow_rate_low,no_harm,Y
CMP-12968,2019-02-06,Nimbus-II-EpiD,LOT-6307-2019,flow_rate_low,no_harm,N
CMP-12969,2019-08-19,Nimbus-PainPro,LOT-8541-2019,flow_rate_low,patient_discomfort,Y
CMP-12970,2020-01-26,Nimbus-Admin,LOT-3853-2020,flow_rate_low,no_harm,N
CMP-12971,2022-08-23,Nimbus-II-Flex,LOT-5631-2022,flow_rate_low,no_harm,Y
CMP-12972,2023-04-25,Nimbus-II-EMS,LOT-3258-2023,flow_rate_low,no_harm,Y
CMP-12973,2024-12-18,Nimbus-II-EMS,LOT-2802-2024,flow_rate_low,no_harm,N
CMP-12974,2019-03-22,Nimbus-II-PainPRO,LOT-2261-2019,flow_rate_low,no_harm,N
CMP-12975,2023-07-09,Nimbus-II-EpiD,LOT-7466-2023,flow_rate_low,no_harm,N
CMP-12976,2024-04-04,Nimbus-II-Flex,LOT-6884-2024,flow_rate_low,no_harm,Y
CMP-12977,2019-07-09,Nimbus-PainPro,LOT-5728-2019,flow_rate_low,no_harm,Y
CMP-12978,2022-07-16,Nimbus-II-EpiD,LOT-1066-2022,flow_rate_low,serious_injury,Y
CMP-12979,2020-03-02,Nimbus-Flex,LOT-5534-2020,flow_rate_low,no_harm,Y
CMP-12980,2020-04-16,Nimbus-II-PainPRO,LOT-2053-2020,flow_rate_low,no_harm,N
CMP-12981,2020-08-24,Nimbus-II-EMS,LOT-8240-2020,flow_rate_low,no_harm,N
CMP-12982,2022-03-03,Nimbus-II-EpiD,LOT-6855-2022,flow_rate_low,no_harm,N
CMP-12983,2024-09-01,Nimbus-Admin,LOT-3996-2024,flow_rate_low,no_harm,N
CMP-12984,2022-10-27,Nimbus-II-PainPRO,LOT-1970-2022,flow_rate_low,no_harm,N
CMP-12985,2021-02-25,Nimbus-Flex,LOT-9066-2021,flow_rate_low,no_harm,N
CMP-12986,2021-12-26,Nimbus-Admin,LOT-3280-2021,flow_rate_low,patient_discomfort,N
CMP-12987,2019-06-05,Nimbus-Flex,LOT-3855-2019,flow_rate_low,near_miss,Y
CMP-12988,2024-11-26,Nimbus-II-EMS,LOT-1361-2024,flow_rate_low,serious_injury,Y
CMP-12989,2022-08-10,Nimbus-II-PainPRO,LOT-5161-2022,flow_rate_low,no_harm,N
CMP-12990,2020-11-26,Nimbus-Admin,LOT-3836-2020,flow_rate_low,patient_discomfort,Y
CMP-12991,2024-04-28,Nimbus-II-EMS,LOT-3072-2024,flow_rate_low,near_miss,Y
CMP-12992,2022-12-22,Nimbus-Admin,LOT-2521-2022,flow_rate_low,no_harm,Y
CMP-12993,2022-05-24,Nimbus-Flex,LOT-3478-2022,flow_rate_low,no_harm,Y
CMP-12994,2024-01-26,Nimbus-II-EpiD,LOT-9610-2024,flow_rate_low,no_harm,N
CMP-12995,2024-03-03,Nimbus-PainPro,LOT-6839-2024,flow_rate_low,no_harm,N
CMP-12996,2024-05-11,Nimbus-II-PainPRO,LOT-9708-2024,flow_rate_low,no_harm,N
CMP-12997,2019-06-10,Nimbus-II-EMS,LOT-9790-2019,flow_rate_low,no_harm,N
CMP-12998,2023-03-01,Nimbus-PainPro,LOT-9328-2023,flow_rate_low,no_harm,N
CMP-12999,2023-07-14,Nimbus-II-Flex,LOT-8633-2023,flow_rate_low,serious_injury,Y
CMP-13000,2021-06-03,Nimbus-II-Flex,LOT-9997-2021,flow_rate_low,no_harm,N
CMP-13001,2023-06-27,Nimbus-II-PainPRO,LOT-7688-2023,flow_rate_low,no_harm,N
CMP-13002,2021-09-03,Nimbus-II-Plus,LOT-8478-2021,flow_rate_low,near_miss,N
CMP-13003,2023-10-26,Nimbus-II-Plus,LOT-9197-2023,flow_rate_low,no_harm,N
CMP-13004,2023-08-12,Nimbus-II-Flex,LOT-6041-2023,flow_rate_low,no_harm,N
CMP-13005,2020-04-15,Nimbus-II-Flex,LOT-3199-2020,flow_rate_low,patient_discomfort,Y
CMP-13006,2022-01-26,Nimbus-Admin,LOT-5900-2022,flow_rate_low,near_miss,N
CMP-13007,2021-03-16,Nimbus-II-Plus,LOT-6332-2021,flow_rate_low,patient_discomfort,Y
CMP-13008,2023-12-17,Nimbus-II-EpiD,LOT-3091-2023,flow_rate_low,no_harm,N
CMP-13009,2021-10-19,Nimbus-II-EpiD,LOT-2329-2021,flow_rate_low,no_harm,N
CMP-13010,2022-03-04,Nimbus-II-Plus,LOT-8912-2022,flow_rate_low,no_harm,Y
CMP-13011,2021-08-10,Nimbus-II-Flex,LOT-9615-2021,flow_rate_low,no_harm,Y
CMP-13012,2019-10-23,Nimbus-II-EMS,LOT-4432-2019,flow_rate_low,no_harm,N
CMP-13013,2022-05-20,Nimbus-II-EpiD,LOT-2969-2022,flow_rate_low,serious_injury,Y
CMP-13014,2021-09-04,Nimbus-II-EMS,LOT-9548-2021,flow_rate_low,near_miss,Y
CMP-13015,2019-01-20,Nimbus-II-Flex,LOT-7958-2019,flow_rate_low,no_harm,Y
CMP-13016,2020-05-13,Nimbus-II-Plus,LOT-3084-2020,flow_rate_low,patient_discomfort,N
CMP-13017,2021-07-04,Nimbus-II-Plus,LOT-4969-2021,flow_rate_low,no_harm,Y
CMP-13018,2022-11-21,Nimbus-Admin,LOT-4094-2022,flow_rate_low,no_harm,N
CMP-13019,2019-05-04,Nimbus-Flex,LOT-2983-2019,flow_rate_low,no_harm,Y
CMP-13020,2022-12-13,Nimbus-Flex,LOT-9729-2022,flow_rate_low,no_harm,N
CMP-13021,2021-08-03,Nimbus-II-PainPRO,LOT-5814-2021,flow_rate_low,patient_discomfort,Y
CMP-13022,2019-07-10,Nimbus-II-PainPRO,LOT-2814-2019,flow_rate_low,serious_injury,Y
CMP-13023,2024-03-26,Nimbus-II-PainPRO,LOT-4517-2024,flow_rate_low,no_harm,N
CMP-13024,2019-06-20,Nimbus-Flex,LOT-3940-2019,flow_rate_low,death,Y
CMP-13025,2021-12-01,Nimbus-II-EpiD,LOT-6501-2021,flow_rate_low,patient_discomfort,Y
CMP-13026,2023-07-26,Nimbus-II-PainPRO,LOT-8178-2023,flow_rate_low,no_harm,N
CMP-13027,2020-11-19,Nimbus-II-Plus,LOT-7963-2020,flow_rate_low,no_harm,N
CMP-13028,2020-05-28,Nimbus-II-Plus,LOT-1095-2020,flow_rate_low,no_harm,N
CMP-13029,2020-05-14,Nimbus-Flex,LOT-7097-2020,flow_rate_low,no_harm,N
CMP-13030,2023-10-01,Nimbus-II-PainPRO,LOT-2708-2023,flow_rate_low,no_harm,N
CMP-13031,2022-10-05,Nimbus-PainPro,LOT-2219-2022,flow_rate_low,no_harm,N
CMP-13032,2024-02-11,Nimbus-II-Flex,LOT-3014-2024,flow_rate_low,no_harm,N
CMP-13033,2024-11-07,Nimbus-II-PainPRO,LOT-7897-2024,flow_rate_low,no_harm,Y
CMP-13034,2023-04-09,Nimbus-PainPro,LOT-1234-2023,flow_rate_low,patient_discomfort,Y
CMP-13035,2021-12-09,Nimbus-II-EpiD,LOT-5945-2021,flow_rate_low,no_harm,Y
CMP-13036,2019-06-20,Nimbus-Admin,LOT-8718-2019,flow_rate_low,no_harm,Y
CMP-13037,2019-07-23,Nimbus-Admin,LOT-3436-2019,flow_rate_low,patient_discomfort,Y
CMP-13038,2024-12-08,Nimbus-II-EpiD,LOT-4641-2024,flow_rate_low,no_harm,N
CMP-13039,2022-04-15,Nimbus-II-Flex,LOT-1051-2022,flow_rate_low,no_harm,N
CMP-13040,2020-04-06,Nimbus-II-EMS,LOT-2075-2020,flow_rate_low,no_harm,Y
CMP-13041,2023-04-26,Nimbus-II-EMS,LOT-5535-2023,flow_rate_low,patient_discomfort,Y
CMP-13042,2023-12-05,Nimbus-II-Plus,LOT-1328-2023,flow_rate_low,patient_discomfort,Y
CMP-13043,2019-03-25,Nimbus-Flex,LOT-2413-2019,flow_rate_low,no_harm,Y
CMP-13044,2020-03-02,Nimbus-II-Plus,LOT-4190-2020,flow_rate_low,no_harm,Y
CMP-13045,2023-06-19,Nimbus-II-EpiD,LOT-7757-2023,flow_rate_low,serious_injury,Y
CMP-13046,2021-05-13,Nimbus-PainPro,LOT-2501-2021,flow_rate_low,no_harm,Y
CMP-13047,2024-02-11,Nimbus-II-EpiD,LOT-9024-2024,flow_rate_low,near_miss,Y
CMP-13048,2023-07-20,Nimbus-Flex,LOT-2389-2023,flow_rate_low,serious_injury,Y
CMP-13049,2023-04-18,Nimbus-Admin,LOT-2327-2023,flow_rate_low,no_harm,Y
CMP-13050,2019-11-18,Nimbus-PainPro,LOT-4899-2019,flow_rate_low,no_harm,N
CMP-13051,2019-01-28,Nimbus-II-EMS,LOT-2549-2019,flow_rate_low,serious_injury,Y
CMP-13052,2021-01-26,Nimbus-Admin,LOT-5961-2021,flow_rate_low,no_harm,Y
CMP-13053,2023-10-24,Nimbus-II-Plus,LOT-9824-2023,flow_rate_low,no_harm,N
CMP-13054,2020-10-07,Nimbus-II-EMS,LOT-4910-2020,flow_rate_low,no_harm,Y
CMP-13055,2020-08-21,Nimbus-Admin,LOT-9839-2020,flow_rate_low,no_harm,N
CMP-13056,2022-08-20,Nimbus-II-Flex,LOT-5539-2022,flow_rate_low,no_harm,Y
CMP-13057,2022-01-21,Nimbus-II-PainPRO,LOT-3241-2022,flow_rate_low,serious_injury,Y
CMP-13058,2020-03-17,Nimbus-PainPro,LOT-1378-2020,flow_rate_low,near_miss,Y
CMP-13059,2023-11-02,Nimbus-PainPro,LOT-6390-2023,flow_rate_low,no_harm,Y
CMP-13060,2024-08-04,Nimbus-II-PainPRO,LOT-1037-2024,flow_rate_low,no_harm,N
CMP-13061,2023-10-20,Nimbus-Admin,LOT-6540-2023,flow_rate_low,serious_injury,Y
CMP-13062,2024-09-24,Nimbus-Flex,LOT-3501-2024,flow_rate_low,near_miss,N
CMP-13063,2019-08-24,Nimbus-Admin,LOT-5414-2019,flow_rate_low,no_harm,Y
CMP-13064,2021-01-12,Nimbus-Flex,LOT-6209-2021,flow_rate_low,no_harm,Y
CMP-13065,2019-04-12,Nimbus-PainPro,LOT-4724-2019,flow_rate_low,no_harm,N
CMP-13066,2022-11-22,Nimbus-Admin,LOT-8544-2022,flow_rate_low,near_miss,Y
CMP-13067,2021-12-08,Nimbus-II-Flex,LOT-3843-2021,flow_rate_low,serious_injury,Y
CMP-13068,2021-10-14,Nimbus-II-EMS,LOT-6025-2021,flow_rate_low,no_harm,Y
CMP-13069,2021-11-10,Nimbus-II-EMS,LOT-2561-2021,flow_rate_low,no_harm,Y
CMP-13070,2019-02-17,Nimbus-Flex,LOT-3309-2019,flow_rate_low,no_harm,Y
CMP-13071,2020-03-12,Nimbus-PainPro,LOT-5096-2020,flow_rate_low,no_harm,Y
CMP-13072,2022-07-10,Nimbus-II-PainPRO,LOT-6208-2022,flow_rate_low,patient_discomfort,N
CMP-13073,2023-07-27,Nimbus-PainPro,LOT-8017-2023,flow_rate_low,near_miss,N
CMP-13074,2019-09-01,Nimbus-II-EMS,LOT-2432-2019,flow_rate_low,no_harm,Y
CMP-13075,2019-10-11,Nimbus-II-Plus,LOT-7728-2019,flow_rate_low,no_harm,N
CMP-13076,2020-04-02,Nimbus-Admin,LOT-5159-2020,flow_rate_low,no_harm,N
CMP-13077,2023-09-19,Nimbus-Flex,LOT-7981-2023,flow_rate_low,near_miss,Y
CMP-13078,2022-04-02,Nimbus-II-EMS,LOT-1864-2022,flow_rate_low,no_harm,N
CMP-13079,2023-06-16,Nimbus-II-PainPRO,LOT-1380-2023,flow_rate_low,no_harm,N
CMP-13080,2021-08-27,Nimbus-II-Flex,LOT-1674-2021,flow_rate_low,near_miss,Y
CMP-13081,2024-10-25,Nimbus-II-PainPRO,LOT-9980-2024,flow_rate_low,serious_injury,Y
CMP-13082,2020-09-11,Nimbus-II-Flex,LOT-3838-2020,flow_rate_low,no_harm,Y
CMP-13083,2019-02-03,Nimbus-II-EMS,LOT-3499-2019,flow_rate_low,no_harm,Y
CMP-13084,2020-05-13,Nimbus-II-EpiD,LOT-9150-2020,flow_rate_low,near_miss,N
CMP-13085,2020-09-10,Nimbus-II-Flex,LOT-4808-2020,flow_rate_low,near_miss,N
CMP-13086,2023-03-22,Nimbus-PainPro,LOT-6315-2023,flow_rate_low,no_harm,N
CMP-13087,2023-12-01,Nimbus-PainPro,LOT-1486-2023,flow_rate_low,serious_injury,Y
CMP-13088,2020-02-18,Nimbus-II-EpiD,LOT-4376-2020,flow_rate_low,no_harm,N
CMP-13089,2021-10-23,Nimbus-PainPro,LOT-7752-2021,flow_rate_low,no_harm,N
CMP-13090,2024-03-17,Nimbus-Flex,LOT-4716-2024,flow_rate_low,serious_injury,Y
CMP-13091,2023-06-16,Nimbus-PainPro,LOT-4642-2023,flow_rate_low,no_harm,Y
CMP-13092,2020-01-04,Nimbus-Flex,LOT-3103-2020,flow_rate_low,no_harm,Y
CMP-13093,2021-01-04,Nimbus-II-EMS,LOT-3653-2021,flow_rate_low,near_miss,Y
CMP-13094,2024-08-09,Nimbus-Admin,LOT-7111-2024,flow_rate_low,patient_discomfort,Y
CMP-13095,2020-12-04,Nimbus-II-EMS,LOT-5399-2020,flow_rate_low,no_harm,Y
