user_id,segment,plan_type,experiment_id,variant,metric_value,session_count,days_active,revenue_usd,is_converted,cohort_week
u0001065,new_user,starter,exp003,treatment,0.9121,29,25,90.99,0,2023-W37
u0001066,new_user,free,exp004,treatment,0.3966,11,16,3.61,0,2023-W36
u0001067,champion,starter,exp003,treatment,0.7683,21,23,116.18,0,2023-W36
u0001068,power_user,free,exp003,control,0.1258,13,64,100.45,0,2023-W41
u0001069,at_risk,free,exp004,treatment,0.2893,11,65,26.28,1,2023-W45
u0001070,at_risk,free,exp003,treatment,0.1077,21,89,88.31,0,2023-W43
u0001071,casual,free,exp001,control,0.2832,26,54,2.03,0,2023-W44
u0001072,power_user,starter,exp001,treatment,0.7172,27,5,1.03,0,2023-W43
u0001073,at_risk,free,exp003,control,0.6682,16,48,15.55,0,2023-W37
u0001074,power_user,free,exp001,control,0.6837,12,85,5.65,0,2023-W39
u0001075,casual,free,exp002,control,0.4315,23,16,45.67,1,2023-W35
u0001076,casual,free,exp004,treatment,0.3637,10,45,22.28,0,2023-W38
u0001077,casual,free,exp001,treatment,0.7524,27,24,79.2,0,2023-W42
u0001078,casual,free,exp004,treatment,0.6586,26,6,67.63,0,2023-W38
u0001079,casual,free,exp001,control,0.2137,14,63,25.3,0,2023-W40
u0001080,power_user,starter,exp004,control,0.2055,7,90,56.95,0,2023-W41
u0001081,new_user,starter,exp003,treatment,0.3692,22,23,28.53,0,2023-W42
u0001082,new_user,free,exp002,treatment,0.1737,22,15,26.01,1,2023-W41
u0001083,casual,free,exp001,treatment,0.6735,23,39,25.48,0,2023-W45
u0001084,power_user,pro,exp003,control,0.807,14,48,12.58,0,2023-W42
u0001085,casual,pro,exp002,control,0.3208,9,28,20.46,0,2023-W45
u0001086,casual,starter,exp003,control,0.4776,27,89,108.37,1,2023-W37
u0001087,new_user,starter,exp001,control,0.6485,4,75,93.73,0,2023-W40
u0001088,at_risk,starter,exp002,control,0.5385,3,57,28.98,1,2023-W39
u0001089,power_user,free,exp002,treatment,0.4702,13,81,8.42,1,2023-W42
u0001090,new_user,free,exp003,treatment,0.2526,16,51,47.1,0,2023-W37
u0001091,casual,free,exp001,treatment,0.1368,2,50,34.18,0,2023-W39
u0001092,casual,free,exp004,treatment,0.2199,13,22,114.44,0,2023-W37
u0001093,casual,free,exp004,control,0.3514,22,34,15.7,0,2023-W42
u0001094,casual,free,exp003,control,0.4659,8,88,3.36,0,2023-W45
u0001095,champion,free,exp003,treatment,0.817,16,3,44.08,1,2023-W42
u0001096,casual,free,exp003,control,0.3314,8,46,59.49,0,2023-W35
u0001097,new_user,free,exp002,control,0.4636,3,47,90.31,0,2023-W36
u0001098,at_risk,free,exp001,control,0.6924,30,55,19.42,0,2023-W40
u0001099,casual,enterprise,exp002,control,0.1609,27,71,84.64,0,2023-W41
u0001100,power_user,free,exp003,control,0.4467,13,71,29.71,0,2023-W43
u0001101,power_user,starter,exp002,treatment,0.7295,19,88,85.27,0,2023-W43
u0001102,casual,pro,exp004,treatment,0.7345,25,86,45.94,0,2023-W37
u0001103,casual,free,exp004,treatment,0.9323,6,7,118.86,0,2023-W43
u0001104,new_user,free,exp001,control,0.0359,12,85,31.43,0,2023-W35
u0001105,casual,starter,exp001,control,0.7624,25,77,78.21,0,2023-W35
u0001106,new_user,pro,exp004,treatment,0.8876,10,86,81.17,0,2023-W36
u0001107,new_user,free,exp001,treatment,0.7162,7,5,102.86,0,2023-W42
u0001108,at_risk,pro,exp001,control,0.2238,13,86,17.39,0,2023-W42
u0001109,casual,starter,exp004,treatment,0.3647,4,72,114.63,0,2023-W43
u0001110,new_user,free,exp001,control,0.5791,22,29,20.06,0,2023-W39
u0001111,power_user,starter,exp002,treatment,0.7762,7,57,20.36,0,2023-W43
u0001112,casual,free,exp002,treatment,0.5015,8,38,65.85,0,2023-W38
u0001113,at_risk,enterprise,exp003,control,0.4915,8,48,96.96,0,2023-W41
u0001114,casual,pro,exp002,treatment,0.7991,11,83,22.89,0,2023-W41
u0001115,at_risk,free,exp004,treatment,0.6508,30,87,118.36,0,2023-W40
u0001116,power_user,free,exp003,treatment,0.0476,3,22,74.22,0,2023-W35
u0001117,at_risk,starter,exp003,control,0.8193,24,76,53.55,0,2023-W44
u0001118,power_user,free,exp001,control,0.9359,5,11,35.2,0,2023-W46
u0001119,casual,free,exp001,treatment,0.5138,21,60,119.81,0,2023-W42
u0001120,casual,free,exp003,treatment,0.3685,25,71,114.0,0,2023-W44
u0001121,casual,starter,exp002,treatment,0.524,18,35,50.18,0,2023-W36
u0001122,new_user,free,exp004,treatment,0.4172,19,3,88.37,0,2023-W37
u0001123,power_user,free,exp002,treatment,0.1129,18,15,116.2,0,2023-W44
u0001124,at_risk,enterprise,exp003,control,0.5406,1,32,80.5,0,2023-W38
u0001125,casual,pro,exp004,treatment,0.0843,17,37,90.86,1,2023-W36
u0001126,casual,pro,exp001,treatment,0.5125,29,57,103.97,0,2023-W46
u0001127,at_risk,starter,exp001,treatment,0.95,30,86,105.61,0,2023-W45
u0001128,new_user,starter,exp002,treatment,0.3294,29,26,85.54,1,2023-W41
u0001129,new_user,free,exp003,control,0.568,8,42,62.7,0,2023-W37
u0001130,casual,free,exp001,control,0.5568,19,65,92.99,1,2023-W43
u0001131,at_risk,free,exp001,control,0.7179,14,13,34.78,1,2023-W46
u0001132,casual,starter,exp001,control,0.6539,30,7,72.86,0,2023-W37
u0001133,casual,free,exp001,control,0.1053,2,24,5.67,0,2023-W43
u0001134,power_user,free,exp003,control,0.7911,26,42,53.28,0,2023-W46
u0001135,at_risk,free,exp003,control,0.5574,4,90,53.08,0,2023-W36
u0001136,casual,starter,exp003,treatment,0.7696,20,50,104.01,0,2023-W39
u0001137,new_user,pro,exp003,treatment,0.5576,24,42,92.28,0,2023-W41
u0001138,at_risk,starter,exp002,treatment,0.8855,27,5,106.48,0,2023-W44
u0001139,casual,starter,exp002,treatment,0.8578,3,13,97.32,0,2023-W37
u0001140,at_risk,pro,exp002,treatment,0.8674,28,83,74.86,0,2023-W44
u0001141,at_risk,free,exp003,treatment,0.2738,19,54,46.41,0,2023-W40
u0001142,casual,free,exp004,control,0.9478,7,74,36.0,1,2023-W38
u0001143,casual,starter,exp002,treatment,0.8684,21,36,60.67,0,2023-W45
u0001144,power_user,free,exp003,control,0.103,30,57,79.35,1,2023-W45
u0001145,casual,free,exp003,treatment,0.6788,27,51,33.44,0,2023-W36
u0001146,casual,starter,exp002,control,0.665,30,17,36.67,0,2023-W43
u0001147,casual,free,exp004,control,0.3376,25,40,113.43,1,2023-W43
u0001148,at_risk,free,exp004,treatment,0.4551,16,85,62.76,1,2023-W35
u0001149,at_risk,free,exp001,control,0.7284,12,82,24.36,0,2023-W41
u0001150,casual,free,exp002,control,0.6575,6,58,65.2,0,2023-W42
u0001151,at_risk,free,exp004,control,0.4094,20,29,87.86,0,2023-W36
u0001152,champion,free,exp002,treatment,0.4155,22,38,63.49,0,2023-W45
u0001153,casual,free,exp001,control,0.2516,4,8,3.78,0,2023-W42
u0001154,power_user,starter,exp003,treatment,0.7177,4,90,40.76,1,2023-W40
u0001155,casual,starter,exp002,control,0.3638,21,73,14.66,0,2023-W40
u0001156,new_user,free,exp001,treatment,0.8348,28,60,57.92,0,2023-W38
u0001157,casual,free,exp002,treatment,0.4,10,72,45.8,0,2023-W37
u0001158,casual,free,exp002,treatment,0.9414,4,13,31.3,1,2023-W42
u0001159,casual,starter,exp004,treatment,0.6566,5,89,29.89,0,2023-W40
u0001160,power_user,free,exp004,treatment,0.6292,28,33,109.16,0,2023-W41
u0001161,casual,free,exp002,control,0.3747,28,53,45.68,0,2023-W35
u0001162,new_user,pro,exp001,treatment,0.9172,21,36,111.7,0,2023-W40
u0001163,at_risk,pro,exp002,treatment,0.8222,11,61,71.63,0,2023-W41
u0001164,casual,free,exp003,control,0.7991,28,79,32.57,0,2023-W35
u0001165,power_user,free,exp002,control,0.8037,25,43,75.11,0,2023-W37
u0001166,new_user,pro,exp004,treatment,0.42,13,11,88.07,0,2023-W46
u0001167,power_user,starter,exp002,control,0.3316,17,3,66.54,0,2023-W46
u0001168,at_risk,starter,exp001,control,0.6049,12,5,79.16,1,2023-W40
u0001169,casual,free,exp003,treatment,0.4214,16,69,119.55,1,2023-W38
u0001170,new_user,free,exp003,treatment,0.406,14,50,31.95,1,2023-W42
u0001171,casual,starter,exp002,control,0.7356,30,1,56.16,0,2023-W39
u0001172,casual,free,exp002,control,0.3967,17,82,22.2,0,2023-W45
u0001173,casual,free,exp002,control,0.6291,24,67,98.54,0,2023-W40
u0001174,new_user,free,exp004,control,0.0443,11,82,20.95,0,2023-W41
u0001175,at_risk,free,exp001,treatment,0.2705,21,16,53.98,0,2023-W42
u0001176,casual,free,exp004,control,0.3783,1,19,45.26,0,2023-W44
u0001177,power_user,free,exp004,control,0.1703,9,72,14.16,0,2023-W36
u0001178,new_user,starter,exp002,control,0.1942,21,18,55.56,0,2023-W35
u0001179,new_user,pro,exp004,control,0.0488,13,9,75.24,0,2023-W35
u0001180,casual,free,exp002,treatment,0.0284,21,19,21.96,0,2023-W46
u0001181,casual,free,exp004,treatment,0.341,6,64,85.9,0,2023-W37
u0001182,casual,free,exp004,control,0.9306,5,5,11.0,0,2023-W35
u0001183,at_risk,starter,exp004,control,0.9329,28,70,84.3,0,2023-W35
u0001184,casual,free,exp004,treatment,0.1084,3,64,97.49,0,2023-W42
u0001185,power_user,free,exp001,control,0.632,3,39,67.86,0,2023-W37
u0001186,champion,pro,exp003,control,0.7864,6,48,65.22,0,2023-W42
u0001187,casual,free,exp004,control,0.0293,21,49,2.04,0,2023-W39
u0001188,at_risk,free,exp002,control,0.5677,20,16,40.0,0,2023-W43
u0001189,power_user,pro,exp002,treatment,0.3879,7,26,88.19,0,2023-W46
u0001190,casual,free,exp001,control,0.0852,13,58,0.39,0,2023-W39
u0001191,casual,free,exp002,control,0.1103,26,86,43.33,1,2023-W40
u0001192,casual,free,exp001,control,0.9423,20,25,5.23,0,2023-W37
u0001193,champion,free,exp004,treatment,0.3119,23,24,25.28,0,2023-W39
u0001194,casual,starter,exp004,treatment,0.0656,8,5,71.21,1,2023-W36
u0001195,power_user,free,exp004,treatment,0.1546,12,51,26.11,1,2023-W45
u0001196,new_user,starter,exp001,control,0.2444,10,18,35.62,1,2023-W37
u0001197,new_user,enterprise,exp002,control,0.1733,6,26,46.85,0,2023-W43
u0001198,casual,free,exp004,control,0.3174,1,87,119.7,0,2023-W45
u0001199,at_risk,free,exp001,treatment,0.2466,17,83,3.26,1,2023-W40
u0001200,casual,pro,exp001,treatment,0.7137,16,77,14.58,0,2023-W36
u0001201,at_risk,free,exp002,treatment,0.7035,25,44,90.63,0,2023-W36
u0001202,casual,starter,exp004,control,0.0364,9,20,86.9,0,2023-W41
u0001203,casual,free,exp002,control,0.5582,13,74,51.63,1,2023-W43
u0001204,at_risk,pro,exp002,treatment,0.1216,6,1,3.12,0,2023-W44
u0001205,at_risk,enterprise,exp004,control,0.5759,8,37,71.1,0,2023-W35
u0001206,power_user,free,exp001,control,0.1606,14,71,113.25,0,2023-W44
u0001207,at_risk,free,exp004,treatment,0.292,8,31,49.15,0,2023-W45
u0001208,new_user,pro,exp002,control,0.8154,29,57,99.09,0,2023-W43
u0001209,at_risk,pro,exp004,treatment,0.659,3,1,1.34,1,2023-W42
u0001210,casual,free,exp004,control,0.214,12,37,13.88,0,2023-W38
u0001211,new_user,starter,exp003,control,0.3302,2,50,0.56,0,2023-W42
u0001212,power_user,free,exp002,control,0.2428,17,12,5.63,0,2023-W38
u0001213,new_user,free,exp001,control,0.2005,2,41,76.87,0,2023-W36
u0001214,at_risk,free,exp003,control,0.3998,23,83,53.03,0,2023-W44
u0001215,power_user,free,exp001,control,0.45,14,37,93.86,0,2023-W35
u0001216,at_risk,starter,exp001,treatment,0.4328,15,64,95.26,0,2023-W40
u0001217,casual,free,exp002,control,0.5362,5,66,9.8,0,2023-W35
u0001218,power_user,free,exp004,control,0.931,14,67,92.41,0,2023-W35
u0001219,new_user,free,exp001,control,0.4928,23,11,48.22,1,2023-W46
u0001220,new_user,free,exp002,control,0.2471,27,68,49.23,0,2023-W40
u0001221,power_user,free,exp002,treatment,0.5328,22,1,7.3,0,2023-W43
u0001222,new_user,starter,exp002,treatment,0.8365,6,4,69.23,0,2023-W39
u0001223,casual,starter,exp001,control,0.4944,5,67,5.86,1,2023-W35
u0001224,power_user,free,exp002,treatment,0.495,17,14,106.7,0,2023-W35
u0001225,new_user,starter,exp002,treatment,0.4344,14,40,79.16,1,2023-W40
u0001226,casual,pro,exp004,control,0.7136,15,6,80.84,1,2023-W43
u0001227,casual,free,exp003,treatment,0.2696,9,80,90.17,0,2023-W36
u0001228,new_user,starter,exp004,control,0.4336,26,48,101.45,0,2023-W38
u0001229,power_user,pro,exp002,treatment,0.3224,4,46,59.84,0,2023-W42
u0001230,power_user,free,exp003,treatment,0.1786,24,14,67.73,1,2023-W45
u0001231,casual,free,exp002,control,0.393,19,45,10.24,0,2023-W44
u0001232,champion,free,exp004,treatment,0.2598,17,62,13.29,0,2023-W41
u0001233,casual,starter,exp003,treatment,0.766,4,64,104.93,0,2023-W38
u0001234,casual,starter,exp001,control,0.1469,9,84,59.94,0,2023-W42
u0001235,at_risk,starter,exp001,treatment,0.7847,29,52,108.33,0,2023-W38
u0001236,casual,pro,exp003,control,0.269,14,89,37.75,0,2023-W46
u0001237,new_user,free,exp002,control,0.1756,3,43,109.87,0,2023-W45
u0001238,casual,free,exp001,control,0.4522,29,57,25.01,0,2023-W41
u0001239,power_user,free,exp002,treatment,0.5168,17,3,87.37,1,2023-W46
u0001240,power_user,starter,exp001,control,0.1627,24,60,46.65,0,2023-W44
u0001241,new_user,free,exp003,treatment,0.3121,12,84,75.15,0,2023-W39
u0001242,new_user,free,exp001,treatment,0.9496,1,69,3.23,0,2023-W46
u0001243,new_user,free,exp004,treatment,0.2843,21,59,7.67,0,2023-W43
u0001244,casual,free,exp002,treatment,0.4465,5,22,82.2,0,2023-W44
u0001245,at_risk,free,exp002,treatment,0.9346,28,3,84.34,0,2023-W42
u0001246,casual,starter,exp002,treatment,0.4605,22,59,36.44,1,2023-W42
u0001247,casual,free,exp004,treatment,0.1044,3,50,15.91,0,2023-W36
u0001248,new_user,free,exp002,control,0.33,13,43,31.75,0,2023-W44
u0001249,casual,free,exp001,control,0.5101,24,45,39.99,0,2023-W43
u0001250,casual,free,exp003,treatment,0.4488,29,4,41.9,0,2023-W41
u0001251,at_risk,free,exp003,control,0.8676,11,2,85.44,0,2023-W45
u0001252,casual,free,exp001,control,0.7634,30,77,58.95,0,2023-W37
u0001253,casual,free,exp003,treatment,0.1234,11,86,36.33,0,2023-W45
u0001254,power_user,free,exp004,control,0.2545,24,84,69.7,0,2023-W41
u0001255,casual,starter,exp002,control,0.7039,20,68,11.11,1,2023-W35
u0001256,power_user,free,exp004,control,0.0522,3,31,89.05,0,2023-W46
u0001257,casual,pro,exp004,control,0.2976,12,29,115.95,0,2023-W37
u0001258,new_user,starter,exp002,treatment,0.1903,15,63,117.05,0,2023-W45
u0001259,new_user,enterprise,exp003,treatment,0.5683,26,66,27.44,0,2023-W42
u0001260,at_risk,free,exp001,treatment,0.2347,7,18,108.34,0,2023-W46
u0001261,casual,free,exp004,treatment,0.6673,5,29,14.77,0,2023-W42
u0001262,power_user,free,exp002,treatment,0.812,29,86,98.4,0,2023-W46
u0001263,casual,free,exp004,control,0.1476,9,22,1.45,0,2023-W43
u0001264,casual,enterprise,exp004,control,0.2985,8,33,119.64,0,2023-W38
u0001265,at_risk,enterprise,exp001,treatment,0.7376,7,66,66.88,1,2023-W44
u0001266,new_user,free,exp001,treatment,0.7058,5,3,38.58,0,2023-W40
u0001267,new_user,free,exp004,control,0.0796,19,75,83.9,0,2023-W36
u0001268,casual,free,exp001,treatment,0.3162,15,85,83.9,0,2023-W43
u0001269,new_user,free,exp002,treatment,0.2659,4,4,94.2,0,2023-W41
u0001270,power_user,starter,exp001,control,0.5977,24,7,9.12,0,2023-W42
u0001271,champion,starter,exp001,treatment,0.7571,25,24,51.55,0,2023-W39
u0001272,casual,free,exp003,control,0.599,30,21,4.04,0,2023-W41
u0001273,at_risk,starter,exp003,treatment,0.027,19,3,84.17,0,2023-W45
u0001274,casual,free,exp002,control,0.6632,26,20,16.91,0,2023-W45
u0001275,at_risk,pro,exp003,treatment,0.139,12,26,39.19,0,2023-W40
u0001276,at_risk,free,exp001,treatment,0.0922,24,57,103.78,0,2023-W41
u0001277,power_user,starter,exp001,treatment,0.32,29,58,26.15,0,2023-W39
u0001278,casual,free,exp004,control,0.399,1,34,53.75,0,2023-W42
u0001279,at_risk,free,exp001,control,0.8225,9,88,20.76,1,2023-W39
u0001280,casual,free,exp002,treatment,0.6086,11,23,83.52,1,2023-W35
u0001281,casual,starter,exp003,treatment,0.5289,5,23,47.64,0,2023-W36
u0001282,casual,pro,exp001,treatment,0.6793,20,57,97.58,0,2023-W42
u0001283,casual,free,exp002,control,0.0139,13,25,39.0,0,2023-W42
u0001284,new_user,starter,exp004,control,0.022,27,90,35.98,0,2023-W43
u0001285,casual,starter,exp004,control,0.3095,12,18,39.43,0,2023-W42
u0001286,casual,free,exp004,control,0.1724,6,88,21.24,0,2023-W41
u0001287,power_user,free,exp003,treatment,0.4519,24,43,80.15,0,2023-W45
u0001288,power_user,free,exp004,control,0.708,19,40,80.09,0,2023-W36
u0001289,new_user,starter,exp004,treatment,0.347,11,56,4.5,0,2023-W40
u0001290,casual,free,exp003,treatment,0.9336,19,20,66.26,0,2023-W45
u0001291,power_user,free,exp004,treatment,0.0587,16,86,119.8,0,2023-W40
u0001292,casual,starter,exp002,treatment,0.6769,27,8,79.15,1,2023-W44
u0001293,casual,free,exp004,treatment,0.1677,1,37,3.2,0,2023-W38
u0001294,new_user,pro,exp004,control,0.5808,16,79,29.37,0,2023-W37
u0001295,casual,starter,exp003,treatment,0.7678,17,25,105.57,0,2023-W46
u0001296,at_risk,free,exp001,control,0.6893,9,16,6.36,0,2023-W45
u0001297,casual,starter,exp001,treatment,0.0236,18,16,92.62,0,2023-W43
u0001298,champion,pro,exp003,treatment,0.7501,12,6,78.54,0,2023-W40
u0001299,casual,free,exp001,treatment,0.4498,11,72,51.46,0,2023-W41
u0001300,new_user,free,exp004,treatment,0.7951,7,51,97.88,1,2023-W39
u0001301,casual,pro,exp002,treatment,0.3638,2,15,23.84,0,2023-W36
u0001302,new_user,free,exp002,control,0.3979,1,84,102.6,0,2023-W37
u0001303,casual,starter,exp001,control,0.1788,17,45,113.15,0,2023-W38
u0001304,at_risk,free,exp002,treatment,0.7299,4,90,31.83,0,2023-W41
u0001305,new_user,starter,exp002,control,0.4775,29,18,22.2,0,2023-W37
u0001306,power_user,enterprise,exp002,control,0.8384,20,51,12.0,0,2023-W38
u0001307,at_risk,free,exp004,treatment,0.7091,21,65,97.93,0,2023-W36
u0001308,new_user,free,exp004,control,0.3094,21,16,96.32,0,2023-W44
u0001309,at_risk,free,exp001,control,0.4207,3,50,87.55,0,2023-W39
u0001310,power_user,starter,exp001,treatment,0.1685,18,87,49.13,1,2023-W39
u0001311,at_risk,starter,exp003,control,0.7226,7,88,72.93,1,2023-W38
u0001312,casual,pro,exp003,treatment,0.1141,25,53,90.44,0,2023-W43
u0001313,at_risk,starter,exp004,control,0.2613,20,16,18.04,0,2023-W42
u0001314,casual,starter,exp002,treatment,0.6011,13,64,83.66,0,2023-W40
u0001315,power_user,starter,exp003,control,0.7568,22,34,27.11,0,2023-W35
u0001316,casual,pro,exp003,control,0.2583,13,51,16.52,0,2023-W42
u0001317,power_user,free,exp004,control,0.7703,21,16,109.73,0,2023-W44
u0001318,casual,free,exp001,control,0.0735,2,89,51.86,0,2023-W35
u0001319,new_user,pro,exp002,control,0.3357,4,60,89.17,0,2023-W38
u0001320,casual,free,exp003,control,0.0965,16,30,102.23,0,2023-W37
u0001321,new_user,pro,exp003,treatment,0.5217,9,20,104.99,0,2023-W35
u0001322,champion,starter,exp002,treatment,0.4813,18,14,115.47,0,2023-W38
u0001323,at_risk,free,exp002,control,0.3506,3,13,4.49,0,2023-W45
u0001324,casual,free,exp003,treatment,0.4193,16,60,73.32,1,2023-W41
u0001325,at_risk,pro,exp002,control,0.9243,3,57,84.17,0,2023-W41
u0001326,casual,free,exp002,control,0.644,27,12,89.8,0,2023-W43
u0001327,casual,starter,exp004,control,0.3746,4,80,81.13,1,2023-W41
u0001328,casual,starter,exp004,treatment,0.1523,23,74,32.94,0,2023-W42
u0001329,at_risk,starter,exp003,treatment,0.4339,17,63,76.56,0,2023-W44
u0001330,casual,free,exp004,treatment,0.633,22,29,112.85,0,2023-W35
u0001331,new_user,free,exp001,control,0.567,5,50,38.43,1,2023-W41
u0001332,casual,free,exp002,treatment,0.0538,14,55,76.61,0,2023-W43
u0001333,casual,free,exp002,control,0.2114,1,70,23.49,0,2023-W44
u0001334,at_risk,enterprise,exp003,control,0.6432,10,60,38.76,1,2023-W39
u0001335,at_risk,starter,exp003,treatment,0.1071,16,61,0.49,0,2023-W35
u0001336,casual,pro,exp003,treatment,0.6135,17,73,46.71,0,2023-W44
u0001337,at_risk,free,exp002,control,0.9186,1,12,7.6,0,2023-W45
u0001338,casual,enterprise,exp002,control,0.1919,13,11,47.69,0,2023-W43
u0001339,power_user,pro,exp003,treatment,0.3204,29,14,6.48,0,2023-W39
u0001340,casual,free,exp003,treatment,0.3275,17,62,89.17,0,2023-W43
u0001341,new_user,starter,exp001,control,0.9034,30,2,2.0,1,2023-W44
u0001342,casual,free,exp003,control,0.7972,28,77,26.69,0,2023-W40
u0001343,new_user,free,exp003,treatment,0.3978,22,14,117.19,0,2023-W42
u0001344,at_risk,free,exp004,control,0.0516,1,72,14.8,0,2023-W40
u0001345,at_risk,free,exp002,control,0.7627,25,62,17.25,0,2023-W35
u0001346,new_user,free,exp003,treatment,0.4094,11,89,113.48,0,2023-W38
u0001347,champion,free,exp004,treatment,0.5491,1,24,87.02,0,2023-W36
u0001348,casual,free,exp003,treatment,0.5011,29,3,70.24,0,2023-W45
u0001349,casual,free,exp002,control,0.3085,3,20,88.12,1,2023-W41
u0001350,new_user,starter,exp004,treatment,0.9395,9,35,31.13,0,2023-W45
u0001351,power_user,free,exp001,control,0.1356,27,40,48.63,1,2023-W41
u0001352,at_risk,enterprise,exp003,control,0.6814,9,59,118.49,0,2023-W37
u0001353,casual,pro,exp003,control,0.1216,4,41,103.65,0,2023-W46
u0001354,casual,pro,exp003,control,0.3285,1,71,52.44,0,2023-W45
u0001355,power_user,pro,exp001,control,0.4304,18,26,13.08,0,2023-W43
u0001356,champion,free,exp001,control,0.6606,24,52,72.01,0,2023-W35
u0001357,at_risk,enterprise,exp003,treatment,0.8809,23,79,32.34,0,2023-W35
u0001358,casual,free,exp004,control,0.1321,27,56,23.27,0,2023-W42
u0001359,casual,free,exp002,control,0.7707,30,50,36.28,0,2023-W36
u0001360,casual,pro,exp004,control,0.6283,24,76,114.63,0,2023-W35
u0001361,casual,pro,exp002,control,0.7675,7,32,16.62,0,2023-W35
u0001362,casual,pro,exp001,treatment,0.7575,30,47,35.85,0,2023-W44
u0001363,at_risk,free,exp003,treatment,0.3674,10,79,79.01,0,2023-W40
u0001364,new_user,free,exp003,control,0.829,13,90,80.45,1,2023-W36
u0001365,at_risk,free,exp002,treatment,0.8281,3,50,65.94,1,2023-W42
u0001366,casual,pro,exp001,control,0.448,12,29,57.62,1,2023-W41
u0001367,at_risk,free,exp004,treatment,0.1027,9,61,115.79,0,2023-W37
u0001368,casual,free,exp003,control,0.627,22,40,3.98,0,2023-W43
u0001369,casual,pro,exp003,treatment,0.6744,6,78,71.61,0,2023-W36
u0001370,new_user,free,exp002,control,0.2379,11,78,51.73,0,2023-W40
u0001371,casual,free,exp004,treatment,0.2997,9,49,78.87,0,2023-W38
u0001372,casual,free,exp001,treatment,0.4516,7,82,90.73,0,2023-W42
u0001373,casual,starter,exp004,control,0.1132,10,36,111.49,0,2023-W38
u0001374,casual,starter,exp001,treatment,0.4491,5,29,78.58,0,2023-W44
u0001375,casual,free,exp003,control,0.0508,9,90,4.86,0,2023-W40
u0001376,power_user,free,exp003,control,0.6974,2,46,18.34,0,2023-W43
u0001377,new_user,free,exp002,control,0.4637,22,31,110.0,1,2023-W45
u0001378,power_user,starter,exp002,treatment,0.8365,12,69,88.18,1,2023-W45
u0001379,casual,free,exp002,treatment,0.1142,26,69,65.8,0,2023-W41
u0001380,new_user,starter,exp001,treatment,0.2036,24,74,65.45,0,2023-W37
u0001381,power_user,starter,exp001,control,0.3822,17,54,116.21,0,2023-W35
u0001382,new_user,enterprise,exp001,control,0.5461,21,59,80.77,0,2023-W43
u0001383,casual,free,exp002,treatment,0.0981,16,86,12.59,0,2023-W35
u0001384,new_user,pro,exp001,control,0.941,11,19,27.63,0,2023-W40
u0001385,power_user,free,exp001,treatment,0.3873,20,18,68.06,1,2023-W46
u0001386,power_user,free,exp002,control,0.8219,30,69,54.44,0,2023-W45
u0001387,casual,starter,exp001,treatment,0.3732,17,25,107.5,0,2023-W42
u0001388,at_risk,free,exp002,control,0.8692,11,15,13.28,0,2023-W38
u0001389,casual,pro,exp003,control,0.2524,20,14,29.62,0,2023-W40
u0001390,casual,free,exp003,control,0.6312,8,13,7.41,0,2023-W36
u0001391,casual,starter,exp004,control,0.6549,15,90,71.55,0,2023-W40
u0001392,new_user,free,exp003,treatment,0.2078,24,34,24.56,0,2023-W46
u0001393,casual,free,exp003,control,0.4603,12,87,65.85,0,2023-W42
u0001394,champion,starter,exp001,treatment,0.4715,20,44,111.84,0,2023-W42
u0001395,casual,free,exp003,control,0.9073,17,3,17.77,0,2023-W40
u0001396,at_risk,starter,exp003,control,0.2697,24,43,24.13,0,2023-W42
u0001397,at_risk,free,exp002,treatment,0.182,22,12,19.8,1,2023-W40
u0001398,at_risk,starter,exp001,control,0.2422,28,12,63.32,0,2023-W37
u0001399,at_risk,pro,exp004,treatment,0.8441,29,62,42.42,1,2023-W40
u0001400,casual,free,exp002,treatment,0.4443,12,54,75.65,0,2023-W46
u0001401,casual,pro,exp002,treatment,0.9451,5,36,48.34,0,2023-W40
u0001402,casual,free,exp004,control,0.8596,3,84,119.49,0,2023-W38
u0001403,at_risk,starter,exp001,control,0.9274,26,22,78.93,0,2023-W46
u0001404,at_risk,pro,exp003,control,0.7949,10,55,7.37,0,2023-W43
u0001405,champion,free,exp003,treatment,0.012,23,86,113.17,0,2023-W37
u0001406,casual,pro,exp001,treatment,0.9167,13,45,15.71,0,2023-W40
u0001407,casual,enterprise,exp003,treatment,0.2493,1,6,4.53,0,2023-W35
u0001408,at_risk,free,exp001,control,0.9225,15,46,111.49,0,2023-W45
u0001409,power_user,pro,exp004,control,0.5413,10,59,70.8,1,2023-W38
u0001410,casual,pro,exp001,treatment,0.5744,4,82,116.11,0,2023-W37
u0001411,casual,free,exp002,control,0.8337,20,23,5.5,1,2023-W38
u0001412,power_user,free,exp002,control,0.1423,1,13,85.44,1,2023-W39
u0001413,power_user,free,exp003,control,0.1026,10,30,83.63,0,2023-W43
u0001414,casual,starter,exp002,treatment,0.5233,29,21,62.45,1,2023-W42
u0001415,casual,enterprise,exp002,control,0.0193,28,20,20.76,0,2023-W42
u0001416,at_risk,free,exp002,control,0.7444,5,38,32.42,1,2023-W44
u0001417,new_user,free,exp004,control,0.3828,18,57,33.56,0,2023-W44
u0001418,power_user,free,exp004,treatment,0.1924,26,68,107.83,0,2023-W35
u0001419,casual,free,exp002,treatment,0.5516,4,9,86.34,0,2023-W46
u0001420,casual,starter,exp001,control,0.923,26,59,114.26,0,2023-W37
