# contamination_rate: 23.0%
# original_record_count: 51203
# clean_record_count: 39426
# duplicate_count: 11777
# date_range: 2025-01-15 to 2025-02-28
duplicate_id,original_transaction_id,detected_date,affected_date_range
DUP000923,TXN030802,2025-02-18,2025-02-16 to 2025-02-18
DUP000977,TXN017201,2025-02-18,2025-02-15 to 2025-02-18
DUP001049,TXN019258,2025-02-18,2025-02-15 to 2025-02-18
DUP001090,TXN020862,2025-02-18,2025-02-11 to 2025-02-18
DUP001102,TXN005766,2025-02-18,2025-02-17 to 2025-02-18
DUP001128,TXN010292,2025-02-18,2025-02-13 to 2025-02-18
DUP001169,TXN025988,2025-02-18,2025-02-15 to 2025-02-18
DUP001176,TXN019567,2025-02-18,2025-02-15 to 2025-02-18
DUP001252,TXN006026,2025-02-18,2025-02-17 to 2025-02-18
DUP001315,TXN005332,2025-02-18,2025-02-15 to 2025-02-18
DUP001328,TXN032393,2025-02-18,2025-02-16 to 2025-02-18
DUP001397,TXN002630,2025-02-18,2025-02-12 to 2025-02-18
DUP001404,TXN038211,2025-02-18,2025-02-14 to 2025-02-18
DUP001429,TXN002424,2025-02-18,2025-02-16 to 2025-02-18
DUP001460,TXN022688,2025-02-18,2025-02-15 to 2025-02-18
DUP001463,TXN003068,2025-02-18,2025-02-15 to 2025-02-18
DUP001507,TXN026546,2025-02-18,2025-02-16 to 2025-02-18
DUP001525,TXN022437,2025-02-18,2025-02-11 to 2025-02-18
DUP001537,TXN039156,2025-02-18,2025-02-16 to 2025-02-18
DUP001659,TXN021262,2025-02-18,2025-02-16 to 2025-02-18
DUP001724,TXN025557,2025-02-18,2025-02-15 to 2025-02-18
DUP001729,TXN038025,2025-02-18,2025-02-11 to 2025-02-18
DUP001756,TXN039380,2025-02-18,2025-02-15 to 2025-02-18
DUP001764,TXN009194,2025-02-18,2025-02-14 to 2025-02-18
DUP001820,TXN028678,2025-02-18,2025-02-16 to 2025-02-18
DUP001983,TXN012281,2025-02-18,2025-02-14 to 2025-02-18
DUP001987,TXN035843,2025-02-18,2025-02-13 to 2025-02-18
DUP002025,TXN022965,2025-02-18,2025-02-17 to 2025-02-18
DUP002036,TXN036457,2025-02-18,2025-02-11 to 2025-02-18
DUP002041,TXN012146,2025-02-18,2025-02-17 to 2025-02-18
DUP002044,TXN028852,2025-02-18,2025-02-13 to 2025-02-18
DUP002115,TXN006674,2025-02-18,2025-02-15 to 2025-02-18
DUP002200,TXN020764,2025-02-18,2025-02-12 to 2025-02-18
DUP002215,TXN005793,2025-02-18,2025-02-17 to 2025-02-18
DUP002301,TXN021849,2025-02-18,2025-02-12 to 2025-02-18
DUP002432,TXN011155,2025-02-18,2025-02-14 to 2025-02-18
DUP002434,TXN015459,2025-02-18,2025-02-13 to 2025-02-18
DUP002524,TXN007779,2025-02-18,2025-02-15 to 2025-02-18
DUP002554,TXN012753,2025-02-18,2025-02-13 to 2025-02-18
DUP002579,TXN028369,2025-02-18,2025-02-14 to 2025-02-18
DUP002609,TXN021108,2025-02-18,2025-02-11 to 2025-02-18
DUP002653,TXN014842,2025-02-18,2025-02-15 to 2025-02-18
DUP002662,TXN008912,2025-02-18,2025-02-17 to 2025-02-18
DUP002738,TXN031609,2025-02-18,2025-02-12 to 2025-02-18
DUP002839,TXN000703,2025-02-18,2025-02-15 to 2025-02-18
DUP002865,TXN016700,2025-02-18,2025-02-11 to 2025-02-18
DUP002872,TXN034535,2025-02-18,2025-02-14 to 2025-02-18
DUP002879,TXN039138,2025-02-18,2025-02-12 to 2025-02-18
DUP002915,TXN033348,2025-02-18,2025-02-14 to 2025-02-18
DUP003023,TXN028942,2025-02-18,2025-02-16 to 2025-02-18
DUP003078,TXN010184,2025-02-18,2025-02-13 to 2025-02-18
DUP003138,TXN027281,2025-02-18,2025-02-16 to 2025-02-18
DUP003140,TXN004762,2025-02-18,2025-02-12 to 2025-02-18
DUP003298,TXN018236,2025-02-18,2025-02-11 to 2025-02-18
DUP003299,TXN038791,2025-02-18,2025-02-16 to 2025-02-18
DUP003497,TXN029159,2025-02-18,2025-02-13 to 2025-02-18
DUP003509,TXN032359,2025-02-18,2025-02-11 to 2025-02-18
DUP003566,TXN008255,2025-02-18,2025-02-14 to 2025-02-18
DUP003732,TXN033520,2025-02-18,2025-02-13 to 2025-02-18
DUP003769,TXN009882,2025-02-18,2025-02-15 to 2025-02-18
DUP003796,TXN033779,2025-02-18,2025-02-16 to 2025-02-18
DUP003825,TXN002865,2025-02-18,2025-02-17 to 2025-02-18
DUP003939,TXN018962,2025-02-18,2025-02-17 to 2025-02-18
DUP003940,TXN017575,2025-02-18,2025-02-11 to 2025-02-18
DUP003953,TXN006575,2025-02-18,2025-02-12 to 2025-02-18
DUP003988,TXN036249,2025-02-18,2025-02-16 to 2025-02-18
DUP004052,TXN017657,2025-02-18,2025-02-12 to 2025-02-18
DUP004090,TXN005484,2025-02-18,2025-02-11 to 2025-02-18
DUP004377,TXN026372,2025-02-18,2025-02-15 to 2025-02-18
DUP004435,TXN029253,2025-02-18,2025-02-17 to 2025-02-18
DUP004476,TXN022993,2025-02-18,2025-02-16 to 2025-02-18
DUP004525,TXN018851,2025-02-18,2025-02-15 to 2025-02-18
DUP004543,TXN035818,2025-02-18,2025-02-11 to 2025-02-18
DUP004588,TXN008446,2025-02-18,2025-02-15 to 2025-02-18
DUP004666,TXN032008,2025-02-18,2025-02-16 to 2025-02-18
DUP004695,TXN008125,2025-02-18,2025-02-17 to 2025-02-18
DUP004711,TXN036817,2025-02-18,2025-02-14 to 2025-02-18
DUP004767,TXN002515,2025-02-18,2025-02-14 to 2025-02-18
DUP004828,TXN000697,2025-02-18,2025-02-12 to 2025-02-18
DUP004831,TXN017280,2025-02-18,2025-02-15 to 2025-02-18
DUP004840,TXN010146,2025-02-18,2025-02-13 to 2025-02-18
DUP004850,TXN035280,2025-02-18,2025-02-17 to 2025-02-18
DUP004955,TXN037492,2025-02-18,2025-02-16 to 2025-02-18
DUP005050,TXN008213,2025-02-18,2025-02-15 to 2025-02-18
DUP005062,TXN015918,2025-02-18,2025-02-13 to 2025-02-18
DUP005172,TXN006171,2025-02-18,2025-02-16 to 2025-02-18
DUP005231,TXN004457,2025-02-18,2025-02-15 to 2025-02-18
DUP005272,TXN015094,2025-02-18,2025-02-15 to 2025-02-18
DUP005292,TXN015549,2025-02-18,2025-02-13 to 2025-02-18
DUP005299,TXN005917,2025-02-18,2025-02-17 to 2025-02-18
DUP005330,TXN001930,2025-02-18,2025-02-15 to 2025-02-18
DUP005333,TXN016127,2025-02-18,2025-02-13 to 2025-02-18
DUP005359,TXN005651,2025-02-18,2025-02-12 to 2025-02-18
DUP005374,TXN016926,2025-02-18,2025-02-13 to 2025-02-18
DUP005399,TXN026026,2025-02-18,2025-02-16 to 2025-02-18
DUP005402,TXN020244,2025-02-18,2025-02-15 to 2025-02-18
DUP005413,TXN017989,2025-02-18,2025-02-16 to 2025-02-18
DUP005480,TXN021918,2025-02-18,2025-02-14 to 2025-02-18
DUP005536,TXN025977,2025-02-18,2025-02-12 to 2025-02-18
DUP005591,TXN038120,2025-02-18,2025-02-16 to 2025-02-18
DUP005630,TXN034031,2025-02-18,2025-02-15 to 2025-02-18
DUP005643,TXN014872,2025-02-18,2025-02-14 to 2025-02-18
DUP005647,TXN035722,2025-02-18,2025-02-13 to 2025-02-18
DUP005710,TXN015513,2025-02-18,2025-02-15 to 2025-02-18
DUP005787,TXN013428,2025-02-18,2025-02-15 to 2025-02-18
DUP005804,TXN028089,2025-02-18,2025-02-17 to 2025-02-18
DUP005849,TXN027321,2025-02-18,2025-02-11 to 2025-02-18
DUP005936,TXN022399,2025-02-18,2025-02-15 to 2025-02-18
DUP005971,TXN015753,2025-02-18,2025-02-14 to 2025-02-18
DUP006112,TXN023565,2025-02-18,2025-02-11 to 2025-02-18
DUP006128,TXN026523,2025-02-18,2025-02-11 to 2025-02-18
DUP006149,TXN002193,2025-02-18,2025-02-14 to 2025-02-18
DUP006171,TXN027472,2025-02-18,2025-02-11 to 2025-02-18
DUP006197,TXN036487,2025-02-18,2025-02-16 to 2025-02-18
DUP006344,TXN008830,2025-02-18,2025-02-12 to 2025-02-18
DUP006407,TXN024724,2025-02-18,2025-02-15 to 2025-02-18
DUP006493,TXN006321,2025-02-18,2025-02-15 to 2025-02-18
DUP006497,TXN031219,2025-02-18,2025-02-12 to 2025-02-18
DUP006557,TXN016607,2025-02-18,2025-02-13 to 2025-02-18
DUP006573,TXN017878,2025-02-18,2025-02-12 to 2025-02-18
DUP006597,TXN014634,2025-02-18,2025-02-17 to 2025-02-18
DUP006622,TXN005195,2025-02-18,2025-02-15 to 2025-02-18
DUP006732,TXN030234,2025-02-18,2025-02-12 to 2025-02-18
DUP006738,TXN020302,2025-02-18,2025-02-12 to 2025-02-18
DUP006773,TXN002109,2025-02-18,2025-02-14 to 2025-02-18
DUP006833,TXN028230,2025-02-18,2025-02-14 to 2025-02-18
DUP006877,TXN030598,2025-02-18,2025-02-16 to 2025-02-18
DUP006889,TXN037777,2025-02-18,2025-02-13 to 2025-02-18
DUP006948,TXN032432,2025-02-18,2025-02-17 to 2025-02-18
DUP007092,TXN026658,2025-02-18,2025-02-12 to 2025-02-18
DUP007106,TXN039136,2025-02-18,2025-02-15 to 2025-02-18
DUP007134,TXN025590,2025-02-18,2025-02-13 to 2025-02-18
DUP007181,TXN024730,2025-02-18,2025-02-11 to 2025-02-18
DUP007219,TXN022026,2025-02-18,2025-02-15 to 2025-02-18
DUP007247,TXN016287,2025-02-18,2025-02-13 to 2025-02-18
DUP007260,TXN025666,2025-02-18,2025-02-13 to 2025-02-18
DUP007324,TXN014019,2025-02-18,2025-02-15 to 2025-02-18
DUP007336,TXN022924,2025-02-18,2025-02-12 to 2025-02-18
DUP007355,TXN026871,2025-02-18,2025-02-15 to 2025-02-18
DUP007373,TXN037067,2025-02-18,2025-02-14 to 2025-02-18
DUP007388,TXN019872,2025-02-18,2025-02-14 to 2025-02-18
DUP007441,TXN016307,2025-02-18,2025-02-13 to 2025-02-18
DUP007449,TXN026767,2025-02-18,2025-02-13 to 2025-02-18
DUP007473,TXN012084,2025-02-18,2025-02-17 to 2025-02-18
DUP007479,TXN014243,2025-02-18,2025-02-11 to 2025-02-18
DUP007593,TXN015705,2025-02-18,2025-02-15 to 2025-02-18
DUP007628,TXN017096,2025-02-18,2025-02-12 to 2025-02-18
DUP007716,TXN009562,2025-02-18,2025-02-11 to 2025-02-18
DUP007806,TXN033335,2025-02-18,2025-02-11 to 2025-02-18
DUP007817,TXN037787,2025-02-18,2025-02-16 to 2025-02-18
DUP007829,TXN005004,2025-02-18,2025-02-11 to 2025-02-18
DUP007861,TXN038046,2025-02-18,2025-02-14 to 2025-02-18
DUP007875,TXN037446,2025-02-18,2025-02-11 to 2025-02-18
DUP007878,TXN018891,2025-02-18,2025-02-17 to 2025-02-18
DUP007915,TXN037565,2025-02-18,2025-02-11 to 2025-02-18
DUP007951,TXN017661,2025-02-18,2025-02-13 to 2025-02-18
DUP008018,TXN001005,2025-02-18,2025-02-12 to 2025-02-18
DUP008100,TXN020004,2025-02-18,2025-02-13 to 2025-02-18
DUP008126,TXN029354,2025-02-18,2025-02-14 to 2025-02-18
DUP008169,TXN014904,2025-02-18,2025-02-13 to 2025-02-18
DUP008211,TXN033875,2025-02-18,2025-02-11 to 2025-02-18
DUP008227,TXN022235,2025-02-18,2025-02-12 to 2025-02-18
DUP008252,TXN007660,2025-02-18,2025-02-11 to 2025-02-18
DUP008274,TXN022646,2025-02-18,2025-02-14 to 2025-02-18
DUP008315,TXN029765,2025-02-18,2025-02-13 to 2025-02-18
DUP008328,TXN003596,2025-02-18,2025-02-14 to 2025-02-18
DUP008415,TXN012382,2025-02-18,2025-02-17 to 2025-02-18
DUP008478,TXN030097,2025-02-18,2025-02-17 to 2025-02-18
DUP008510,TXN034739,2025-02-18,2025-02-14 to 2025-02-18
DUP008520,TXN025784,2025-02-18,2025-02-12 to 2025-02-18
DUP008540,TXN015264,2025-02-18,2025-02-13 to 2025-02-18
DUP008586,TXN025722,2025-02-18,2025-02-15 to 2025-02-18
DUP008621,TXN006901,2025-02-18,2025-02-11 to 2025-02-18
DUP008628,TXN035608,2025-02-18,2025-02-17 to 2025-02-18
DUP008714,TXN037696,2025-02-18,2025-02-14 to 2025-02-18
DUP008754,TXN027749,2025-02-18,2025-02-14 to 2025-02-18
DUP008776,TXN025594,2025-02-18,2025-02-14 to 2025-02-18
DUP008802,TXN009108,2025-02-18,2025-02-15 to 2025-02-18
DUP008828,TXN019924,2025-02-18,2025-02-17 to 2025-02-18
DUP008910,TXN007891,2025-02-18,2025-02-17 to 2025-02-18
DUP008942,TXN022347,2025-02-18,2025-02-12 to 2025-02-18
DUP009023,TXN035549,2025-02-18,2025-02-12 to 2025-02-18
DUP009043,TXN003024,2025-02-18,2025-02-16 to 2025-02-18
DUP009081,TXN032448,2025-02-18,2025-02-17 to 2025-02-18
DUP009131,TXN008021,2025-02-18,2025-02-14 to 2025-02-18
DUP009142,TXN034724,2025-02-18,2025-02-13 to 2025-02-18
DUP009148,TXN028614,2025-02-18,2025-02-11 to 2025-02-18
DUP009183,TXN039342,2025-02-18,2025-02-12 to 2025-02-18
DUP009190,TXN013850,2025-02-18,2025-02-14 to 2025-02-18
DUP009261,TXN031452,2025-02-18,2025-02-11 to 2025-02-18
DUP009294,TXN010252,2025-02-18,2025-02-12 to 2025-02-18
DUP009310,TXN002936,2025-02-18,2025-02-17 to 2025-02-18
DUP009330,TXN007738,2025-02-18,2025-02-15 to 2025-02-18
DUP009345,TXN038318,2025-02-18,2025-02-16 to 2025-02-18
DUP009375,TXN009745,2025-02-18,2025-02-13 to 2025-02-18
DUP009419,TXN014317,2025-02-18,2025-02-13 to 2025-02-18
DUP009520,TXN002236,2025-02-18,2025-02-16 to 2025-02-18
DUP009602,TXN038221,2025-02-18,2025-02-11 to 2025-02-18
DUP009678,TXN025953,2025-02-18,2025-02-15 to 2025-02-18
DUP009701,TXN035126,2025-02-18,2025-02-17 to 2025-02-18
DUP009796,TXN010705,2025-02-18,2025-02-16 to 2025-02-18
DUP009825,TXN025321,2025-02-18,2025-02-12 to 2025-02-18
DUP009885,TXN036862,2025-02-18,2025-02-16 to 2025-02-18
DUP009907,TXN039412,2025-02-18,2025-02-14 to 2025-02-18
DUP009928,TXN024695,2025-02-18,2025-02-12 to 2025-02-18
DUP009931,TXN008687,2025-02-18,2025-02-17 to 2025-02-18
DUP010076,TXN017323,2025-02-18,2025-02-16 to 2025-02-18
DUP010219,TXN039211,2025-02-18,2025-02-16 to 2025-02-18
DUP010295,TXN001159,2025-02-18,2025-02-12 to 2025-02-18
DUP010386,TXN032205,2025-02-18,2025-02-11 to 2025-02-18
DUP010429,TXN002965,2025-02-18,2025-02-17 to 2025-02-18
DUP010455,TXN006044,2025-02-18,2025-02-17 to 2025-02-18
DUP010521,TXN019812,2025-02-18,2025-02-17 to 2025-02-18
DUP010568,TXN021911,2025-02-18,2025-02-13 to 2025-02-18
DUP010576,TXN014090,2025-02-18,2025-02-14 to 2025-02-18
DUP010622,TXN031021,2025-02-18,2025-02-17 to 2025-02-18
DUP010691,TXN023736,2025-02-18,2025-02-17 to 2025-02-18
DUP010697,TXN019650,2025-02-18,2025-02-16 to 2025-02-18
DUP010723,TXN009066,2025-02-18,2025-02-11 to 2025-02-18
DUP010744,TXN014792,2025-02-18,2025-02-11 to 2025-02-18
DUP010754,TXN019676,2025-02-18,2025-02-12 to 2025-02-18
DUP010818,TXN019188,2025-02-18,2025-02-14 to 2025-02-18
DUP010852,TXN010693,2025-02-18,2025-02-13 to 2025-02-18
DUP010930,TXN017684,2025-02-18,2025-02-11 to 2025-02-18
DUP010960,TXN014275,2025-02-18,2025-02-15 to 2025-02-18
DUP010963,TXN027906,2025-02-18,2025-02-16 to 2025-02-18
DUP010974,TXN029541,2025-02-18,2025-02-11 to 2025-02-18
DUP011005,TXN019499,2025-02-18,2025-02-14 to 2025-02-18
DUP011057,TXN035660,2025-02-18,2025-02-11 to 2025-02-18
DUP011107,TXN037074,2025-02-18,2025-02-17 to 2025-02-18
DUP011189,TXN003901,2025-02-18,2025-02-11 to 2025-02-18
DUP011217,TXN023340,2025-02-18,2025-02-17 to 2025-02-18
DUP011254,TXN012634,2025-02-18,2025-02-15 to 2025-02-18
DUP011300,TXN005731,2025-02-18,2025-02-13 to 2025-02-18
DUP011408,TXN016169,2025-02-18,2025-02-11 to 2025-02-18
DUP011511,TXN028864,2025-02-18,2025-02-11 to 2025-02-18
DUP011648,TXN037817,2025-02-18,2025-02-16 to 2025-02-18
DUP011659,TXN020180,2025-02-18,2025-02-11 to 2025-02-18
DUP000042,TXN013553,2025-02-19,2025-02-13 to 2025-02-19
DUP000153,TXN015746,2025-02-19,2025-02-16 to 2025-02-19
DUP000189,TXN013290,2025-02-19,2025-02-17 to 2025-02-19
DUP000216,TXN038600,2025-02-19,2025-02-13 to 2025-02-19
DUP000243,TXN022833,2025-02-19,2025-02-17 to 2025-02-19
DUP000295,TXN005982,2025-02-19,2025-02-12 to 2025-02-19
DUP000354,TXN016497,2025-02-19,2025-02-17 to 2025-02-19
DUP000452,TXN029100,2025-02-19,2025-02-15 to 2025-02-19
DUP000455,TXN031615,2025-02-19,2025-02-18 to 2025-02-19
DUP000498,TXN002828,2025-02-19,2025-02-12 to 2025-02-19
DUP000521,TXN002703,2025-02-19,2025-02-14 to 2025-02-19
DUP000529,TXN010362,2025-02-19,2025-02-17 to 2025-02-19
DUP000530,TXN029687,2025-02-19,2025-02-13 to 2025-02-19
DUP000537,TXN015447,2025-02-19,2025-02-12 to 2025-02-19
DUP000608,TXN023543,2025-02-19,2025-02-18 to 2025-02-19
DUP000638,TXN023801,2025-02-19,2025-02-15 to 2025-02-19
DUP000762,TXN025155,2025-02-19,2025-02-15 to 2025-02-19
DUP000814,TXN019783,2025-02-19,2025-02-18 to 2025-02-19
DUP000840,TXN010445,2025-02-19,2025-02-17 to 2025-02-19
DUP000851,TXN009943,2025-02-19,2025-02-12 to 2025-02-19
DUP000913,TXN013577,2025-02-19,2025-02-13 to 2025-02-19
DUP001008,TXN032331,2025-02-19,2025-02-17 to 2025-02-19
DUP001075,TXN007992,2025-02-19,2025-02-14 to 2025-02-19
DUP001089,TXN006274,2025-02-19,2025-02-16 to 2025-02-19
DUP001095,TXN029095,2025-02-19,2025-02-17 to 2025-02-19
DUP001123,TXN019663,2025-02-19,2025-02-14 to 2025-02-19
DUP001145,TXN002497,2025-02-19,2025-02-18 to 2025-02-19
DUP001244,TXN021214,2025-02-19,2025-02-17 to 2025-02-19
DUP001250,TXN004390,2025-02-19,2025-02-16 to 2025-02-19
DUP001273,TXN026054,2025-02-19,2025-02-13 to 2025-02-19
DUP001277,TXN023264,2025-02-19,2025-02-17 to 2025-02-19
DUP001319,TXN001253,2025-02-19,2025-02-15 to 2025-02-19
DUP001354,TXN026937,2025-02-19,2025-02-12 to 2025-02-19
DUP001469,TXN000266,2025-02-19,2025-02-14 to 2025-02-19
DUP001549,TXN027508,2025-02-19,2025-02-18 to 2025-02-19
DUP001569,TXN026631,2025-02-19,2025-02-17 to 2025-02-19
DUP001576,TXN013749,2025-02-19,2025-02-14 to 2025-02-19
DUP001669,TXN000554,2025-02-19,2025-02-13 to 2025-02-19
DUP001685,TXN034604,2025-02-19,2025-02-12 to 2025-02-19
DUP001694,TXN032417,2025-02-19,2025-02-13 to 2025-02-19
DUP001743,TXN027811,2025-02-19,2025-02-16 to 2025-02-19
DUP001746,TXN015416,2025-02-19,2025-02-14 to 2025-02-19
DUP001755,TXN029676,2025-02-19,2025-02-14 to 2025-02-19
DUP001835,TXN000014,2025-02-19,2025-02-14 to 2025-02-19
DUP001866,TXN008930,2025-02-19,2025-02-16 to 2025-02-19
DUP001949,TXN011634,2025-02-19,2025-02-18 to 2025-02-19
DUP001955,TXN016645,2025-02-19,2025-02-16 to 2025-02-19
DUP002120,TXN013021,2025-02-19,2025-02-12 to 2025-02-19
DUP002129,TXN019946,2025-02-19,2025-02-12 to 2025-02-19
DUP002139,TXN026660,2025-02-19,2025-02-15 to 2025-02-19
DUP002208,TXN023395,2025-02-19,2025-02-16 to 2025-02-19
DUP002214,TXN008112,2025-02-19,2025-02-13 to 2025-02-19
DUP002227,TXN031007,2025-02-19,2025-02-12 to 2025-02-19
DUP002246,TXN008444,2025-02-19,2025-02-15 to 2025-02-19
DUP002267,TXN024468,2025-02-19,2025-02-17 to 2025-02-19
DUP002350,TXN028567,2025-02-19,2025-02-13 to 2025-02-19
DUP002359,TXN001449,2025-02-19,2025-02-13 to 2025-02-19
DUP002424,TXN021752,2025-02-19,2025-02-15 to 2025-02-19
DUP002426,TXN012796,2025-02-19,2025-02-13 to 2025-02-19
DUP002462,TXN011980,2025-02-19,2025-02-14 to 2025-02-19
DUP002474,TXN021219,2025-02-19,2025-02-18 to 2025-02-19
DUP002509,TXN038955,2025-02-19,2025-02-15 to 2025-02-19
DUP002617,TXN026197,2025-02-19,2025-02-18 to 2025-02-19
DUP002627,TXN020187,2025-02-19,2025-02-18 to 2025-02-19
DUP002633,TXN019366,2025-02-19,2025-02-12 to 2025-02-19
DUP002686,TXN021004,2025-02-19,2025-02-16 to 2025-02-19
DUP002695,TXN035536,2025-02-19,2025-02-17 to 2025-02-19
DUP002730,TXN014309,2025-02-19,2025-02-13 to 2025-02-19
DUP002776,TXN012915,2025-02-19,2025-02-14 to 2025-02-19
DUP002782,TXN035905,2025-02-19,2025-02-15 to 2025-02-19
DUP002814,TXN028671,2025-02-19,2025-02-18 to 2025-02-19
DUP002815,TXN027436,2025-02-19,2025-02-12 to 2025-02-19
DUP002886,TXN017656,2025-02-19,2025-02-16 to 2025-02-19
DUP002906,TXN032281,2025-02-19,2025-02-17 to 2025-02-19
DUP002949,TXN021166,2025-02-19,2025-02-15 to 2025-02-19
DUP002961,TXN002310,2025-02-19,2025-02-17 to 2025-02-19
DUP003019,TXN030002,2025-02-19,2025-02-14 to 2025-02-19
DUP003036,TXN036141,2025-02-19,2025-02-15 to 2025-02-19
DUP003214,TXN003100,2025-02-19,2025-02-12 to 2025-02-19
DUP003258,TXN006491,2025-02-19,2025-02-18 to 2025-02-19
DUP003260,TXN003230,2025-02-19,2025-02-12 to 2025-02-19
DUP003267,TXN007334,2025-02-19,2025-02-18 to 2025-02-19
DUP003293,TXN024795,2025-02-19,2025-02-18 to 2025-02-19
DUP003302,TXN010677,2025-02-19,2025-02-17 to 2025-02-19
DUP003361,TXN009462,2025-02-19,2025-02-15 to 2025-02-19
DUP003408,TXN019455,2025-02-19,2025-02-14 to 2025-02-19
DUP003412,TXN037118,2025-02-19,2025-02-13 to 2025-02-19
DUP003422,TXN035693,2025-02-19,2025-02-17 to 2025-02-19
DUP003441,TXN006886,2025-02-19,2025-02-18 to 2025-02-19
DUP003522,TXN018308,2025-02-19,2025-02-14 to 2025-02-19
DUP003541,TXN017229,2025-02-19,2025-02-18 to 2025-02-19
DUP003562,TXN026214,2025-02-19,2025-02-17 to 2025-02-19
DUP003718,TXN020577,2025-02-19,2025-02-14 to 2025-02-19
DUP003719,TXN005395,2025-02-19,2025-02-15 to 2025-02-19
DUP003728,TXN022666,2025-02-19,2025-02-12 to 2025-02-19
DUP003823,TXN003380,2025-02-19,2025-02-12 to 2025-02-19
DUP003828,TXN034057,2025-02-19,2025-02-12 to 2025-02-19
DUP003850,TXN018668,2025-02-19,2025-02-14 to 2025-02-19
DUP003865,TXN029499,2025-02-19,2025-02-12 to 2025-02-19
DUP003892,TXN004323,2025-02-19,2025-02-14 to 2025-02-19
DUP003999,TXN008268,2025-02-19,2025-02-16 to 2025-02-19
DUP004024,TXN026515,2025-02-19,2025-02-12 to 2025-02-19
DUP004071,TXN004949,2025-02-19,2025-02-17 to 2025-02-19
DUP004106,TXN018776,2025-02-19,2025-02-18 to 2025-02-19
DUP004155,TXN027561,2025-02-19,2025-02-18 to 2025-02-19
DUP004172,TXN006815,2025-02-19,2025-02-12 to 2025-02-19
DUP004193,TXN017622,2025-02-19,2025-02-15 to 2025-02-19
DUP004282,TXN030235,2025-02-19,2025-02-16 to 2025-02-19
DUP004307,TXN005897,2025-02-19,2025-02-18 to 2025-02-19
DUP004354,TXN008922,2025-02-19,2025-02-17 to 2025-02-19
DUP004396,TXN010438,2025-02-19,2025-02-15 to 2025-02-19
DUP004448,TXN006316,2025-02-19,2025-02-15 to 2025-02-19
DUP004452,TXN020158,2025-02-19,2025-02-12 to 2025-02-19
DUP004564,TXN018610,2025-02-19,2025-02-18 to 2025-02-19
DUP004631,TXN008613,2025-02-19,2025-02-15 to 2025-02-19
DUP004707,TXN015056,2025-02-19,2025-02-18 to 2025-02-19
DUP004717,TXN032988,2025-02-19,2025-02-15 to 2025-02-19
DUP004721,TXN034501,2025-02-19,2025-02-14 to 2025-02-19
DUP004723,TXN030285,2025-02-19,2025-02-12 to 2025-02-19
DUP004803,TXN017252,2025-02-19,2025-02-14 to 2025-02-19
DUP004806,TXN019876,2025-02-19,2025-02-15 to 2025-02-19
DUP004871,TXN037008,2025-02-19,2025-02-18 to 2025-02-19
DUP004888,TXN001359,2025-02-19,2025-02-18 to 2025-02-19
DUP004890,TXN032466,2025-02-19,2025-02-16 to 2025-02-19
DUP004900,TXN004834,2025-02-19,2025-02-17 to 2025-02-19
DUP005010,TXN023615,2025-02-19,2025-02-12 to 2025-02-19
DUP005016,TXN018626,2025-02-19,2025-02-18 to 2025-02-19
DUP005023,TXN028128,2025-02-19,2025-02-17 to 2025-02-19
DUP005053,TXN028260,2025-02-19,2025-02-16 to 2025-02-19
DUP005060,TXN002775,2025-02-19,2025-02-14 to 2025-02-19
DUP005071,TXN014042,2025-02-19,2025-02-17 to 2025-02-19
DUP005093,TXN019028,2025-02-19,2025-02-12 to 2025-02-19
DUP005096,TXN020746,2025-02-19,2025-02-15 to 2025-02-19
DUP005104,TXN014746,2025-02-19,2025-02-12 to 2025-02-19
DUP005123,TXN031333,2025-02-19,2025-02-17 to 2025-02-19
DUP005131,TXN012026,2025-02-19,2025-02-18 to 2025-02-19
DUP005196,TXN014650,2025-02-19,2025-02-17 to 2025-02-19
DUP005221,TXN015770,2025-02-19,2025-02-17 to 2025-02-19
DUP005226,TXN037531,2025-02-19,2025-02-15 to 2025-02-19
DUP005232,TXN035814,2025-02-19,2025-02-13 to 2025-02-19
DUP005288,TXN016768,2025-02-19,2025-02-17 to 2025-02-19
DUP005463,TXN015958,2025-02-19,2025-02-17 to 2025-02-19
DUP005473,TXN008834,2025-02-19,2025-02-16 to 2025-02-19
DUP005522,TXN025611,2025-02-19,2025-02-12 to 2025-02-19
DUP005530,TXN001034,2025-02-19,2025-02-12 to 2025-02-19
DUP005542,TXN009900,2025-02-19,2025-02-13 to 2025-02-19
DUP005562,TXN017013,2025-02-19,2025-02-12 to 2025-02-19
DUP005570,TXN010220,2025-02-19,2025-02-14 to 2025-02-19
DUP005740,TXN027052,2025-02-19,2025-02-15 to 2025-02-19
DUP005776,TXN006322,2025-02-19,2025-02-13 to 2025-02-19
DUP005793,TXN017633,2025-02-19,2025-02-15 to 2025-02-19
DUP005794,TXN018343,2025-02-19,2025-02-12 to 2025-02-19
DUP005859,TXN006461,2025-02-19,2025-02-18 to 2025-02-19
DUP005871,TXN020599,2025-02-19,2025-02-18 to 2025-02-19
DUP005920,TXN013101,2025-02-19,2025-02-16 to 2025-02-19
DUP005983,TXN029552,2025-02-19,2025-02-14 to 2025-02-19
DUP006001,TXN000988,2025-02-19,2025-02-16 to 2025-02-19
DUP006026,TXN016240,2025-02-19,2025-02-16 to 2025-02-19
DUP006037,TXN011012,2025-02-19,2025-02-17 to 2025-02-19
