# Imagery Analysis Supplement — area-7
Prepared by: Remote Sensing Unit | Supplement ID: RSU-2026-0712-SUPP
Analysis Date: 2026-05-03 | Reference Imagery: T1 (2024-08-12), T2 (2026-04-23)

## Purpose

This supplement provides detailed pixel-level change statistics for the
area-7 ROI (pixel coordinates: x0=140, y0=200, x1=380, y1=420).
The analysis supports the cross-reference validation required under
DB37/T 4122-2021 Section 2.3.

## NDVI Analysis

T1 (2024-08-12) mean NDVI in ROI: 0.612
T2 (2026-04-23) mean NDVI in ROI: 0.487
Delta NDVI: -0.125 (land-use conversion detected)

Changed pixels (Delta NDVI > 0.15 threshold): 14,823 pixels
Unchanged pixels:                             37,577 pixels
Area conversion rate: 13.3 ha (28.3% of ROI)

## Spectral Band Analysis

Band        | T1 mean | T2 mean | Change
------------|---------|---------|-------
Blue (0.45-0.52 um) | 0.083   | 0.112   | +0.029
Green (0.53-0.59 um)| 0.124   | 0.098   | -0.026
Red (0.63-0.69 um)  | 0.156   | 0.231   | +0.075
NIR (0.76-0.90 um)  | 0.412   | 0.321   | -0.091
SWIR1 (1.55-1.75 um)| 0.198   | 0.267   | +0.069

## Object-Based Change Detection

Segmentation (scale 65) identified 38 changed objects in the ROI.
Mean object size: 0.484 ha | Total changed area: 18.4 ha
Shape index mean: 1.82 (elongated, consistent with field boundaries)
Compactness mean: 0.61

## Appendix A: Pixel-Level Statistics (Full ROI, every 2nd pixel)

Row | Col | T1_Blue | T1_Green | T1_Red | T1_NIR | T2_Blue | T2_Green | T2_Red | T2_NIR | Delta_NDVI | Class
384 | 350 | 0.1048  | 0.1692   | 0.1494 | 0.4872 | 0.0512  | 0.1450   | 0.1633 | 0.4283 | -0.0827    | stable
384 | 352 | 0.0687  | 0.1768   | 0.2154 | 0.6320 | 0.0533  | 0.2223   | 0.1893 | 0.5352 | -0.0142    | stable
384 | 354 | 0.0741  | 0.1711   | 0.1535 | 0.4317 | 0.0674  | 0.1463   | 0.2219 | 0.3587 | -0.2398    | changed
384 | 356 | 0.1198  | 0.1205   | 0.1396 | 0.4647 | 0.1492  | 0.1263   | 0.1872 | 0.4302 | -0.1444    | stable
384 | 358 | 0.1187  | 0.1069   | 0.1790 | 0.5389 | 0.1090  | 0.1001   | 0.1886 | 0.4774 | -0.0677    | stable
384 | 360 | 0.1188  | 0.1582   | 0.1455 | 0.4069 | 0.1295  | 0.1628   | 0.2588 | 0.3190 | -0.3690    | changed
384 | 362 | 0.1126  | 0.1250   | 0.1762 | 0.5710 | 0.1100  | 0.1174   | 0.1632 | 0.5278 | -0.0008    | stable
384 | 364 | 0.0665  | 0.1729   | 0.2179 | 0.5285 | 0.0767  | 0.1572   | 0.2518 | 0.4708 | -0.1130    | stable
384 | 366 | 0.0709  | 0.1156   | 0.1465 | 0.5602 | 0.0399  | 0.1694   | 0.1291 | 0.5142 | +0.0132    | stable
384 | 368 | 0.0995  | 0.1403   | 0.1445 | 0.3734 | 0.1248  | 0.1612   | 0.1933 | 0.2678 | -0.2804    | changed
384 | 370 | 0.0840  | 0.1679   | 0.1782 | 0.4174 | 0.0831  | 0.1595   | 0.2317 | 0.3853 | -0.1527    | changed
384 | 372 | 0.1004  | 0.1317   | 0.1710 | 0.5328 | 0.1094  | 0.1270   | 0.1940 | 0.5176 | -0.0594    | stable
384 | 374 | 0.1062  | 0.1063   | 0.1877 | 0.4235 | 0.1211  | 0.1186   | 0.2745 | 0.3730 | -0.2337    | changed
384 | 376 | 0.1140  | 0.1198   | 0.1711 | 0.6203 | 0.1056  | 0.0984   | 0.2239 | 0.5185 | -0.1708    | changed
384 | 378 | 0.0801  | 0.1397   | 0.1317 | 0.3626 | 0.1159  | 0.1396   | 0.2016 | 0.3497 | -0.1985    | changed
386 | 140 | 0.0680  | 0.1434   | 0.1470 | 0.3201 | 0.0959  | 0.1417   | 0.2174 | 0.2389 | -0.3235    | changed
386 | 142 | 0.0695  | 0.1051   | 0.1746 | 0.5829 | 0.0479  | 0.1039   | 0.2239 | 0.4729 | -0.1817    | changed
386 | 144 | 0.1183  | 0.1598   | 0.1510 | 0.3608 | 0.1218  | 0.2008   | 0.1392 | 0.2509 | -0.1236    | stable
386 | 146 | 0.0796  | 0.1365   | 0.2005 | 0.4558 | 0.0565  | 0.1121   | 0.1940 | 0.4212 | -0.0197    | stable
386 | 148 | 0.0766  | 0.1781   | 0.1526 | 0.5979 | 0.0653  | 0.1901   | 0.2118 | 0.5275 | -0.1663    | changed
386 | 150 | 0.1088  | 0.1095   | 0.1996 | 0.3103 | 0.0745  | 0.0887   | 0.2459 | 0.2657 | -0.1784    | changed
386 | 152 | 0.1139  | 0.1184   | 0.1724 | 0.4907 | 0.1036  | 0.1220   | 0.2065 | 0.3787 | -0.1857    | changed
386 | 154 | 0.0724  | 0.1007   | 0.1885 | 0.4943 | 0.1288  | 0.1392   | 0.2347 | 0.4589 | -0.1247    | stable
386 | 156 | 0.0969  | 0.1723   | 0.1920 | 0.5734 | 0.1094  | 0.1683   | 0.2649 | 0.5363 | -0.1596    | changed
386 | 158 | 0.0658  | 0.1112   | 0.1753 | 0.3026 | 0.0570  | 0.0921   | 0.2356 | 0.2549 | -0.2271    | changed
386 | 160 | 0.0786  | 0.1504   | 0.1680 | 0.5376 | 0.1136  | 0.1578   | 0.2177 | 0.4243 | -0.2020    | changed
386 | 162 | 0.0779  | 0.1630   | 0.1602 | 0.6047 | 0.0910  | 0.1216   | 0.2215 | 0.4871 | -0.2063    | changed
386 | 164 | 0.1053  | 0.1224   | 0.2116 | 0.5336 | 0.0788  | 0.1010   | 0.2167 | 0.4796 | -0.0545    | stable
386 | 166 | 0.0630  | 0.1382   | 0.1878 | 0.3111 | 0.0239  | 0.1400   | 0.2127 | 0.2545 | -0.1576    | changed
386 | 168 | 0.1037  | 0.1373   | 0.1241 | 0.4936 | 0.1041  | 0.1025   | 0.1190 | 0.4179 | -0.0415    | stable
386 | 170 | 0.0870  | 0.1374   | 0.1378 | 0.6401 | 0.0706  | 0.1497   | 0.1471 | 0.5710 | -0.0554    | stable
386 | 172 | 0.1097  | 0.1393   | 0.1928 | 0.3423 | 0.1112  | 0.1354   | 0.2881 | 0.2944 | -0.2686    | changed
386 | 174 | 0.0866  | 0.1489   | 0.2195 | 0.3945 | 0.0888  | 0.1048   | 0.2927 | 0.3708 | -0.1673    | changed
386 | 176 | 0.0792  | 0.1749   | 0.1918 | 0.3217 | 0.0799  | 0.1393   | 0.2127 | 0.2596 | -0.1537    | changed
386 | 178 | 0.1075  | 0.1504   | 0.1709 | 0.4376 | 0.1171  | 0.1798   | 0.1989 | 0.3489 | -0.1645    | changed
386 | 180 | 0.0795  | 0.1286   | 0.1994 | 0.5231 | 0.0398  | 0.1300   | 0.3149 | 0.4278 | -0.2960    | changed
386 | 182 | 0.0746  | 0.1310   | 0.1737 | 0.3209 | 0.0688  | 0.1299   | 0.2231 | 0.1843 | -0.3928    | changed
386 | 184 | 0.0829  | 0.1512   | 0.1202 | 0.6354 | 0.1138  | 0.1372   | 0.1917 | 0.5466 | -0.2011    | changed
386 | 186 | 0.0838  | 0.1773   | 0.2168 | 0.3444 | 0.0820  | 0.1890   | 0.2536 | 0.2644 | -0.2066    | changed
386 | 188 | 0.0799  | 0.1005   | 0.1279 | 0.6212 | 0.0585  | 0.1218   | 0.1549 | 0.5462 | -0.1004    | stable
386 | 190 | 0.0842  | 0.1772   | 0.2126 | 0.4684 | 0.0949  | 0.1866   | 0.2794 | 0.3274 | -0.2965    | changed
386 | 192 | 0.0958  | 0.1150   | 0.1385 | 0.4814 | 0.1249  | 0.1326   | 0.1891 | 0.3704 | -0.2292    | changed
386 | 194 | 0.0633  | 0.1390   | 0.1242 | 0.5186 | 0.0637  | 0.1440   | 0.1824 | 0.4723 | -0.1708    | changed
386 | 196 | 0.1105  | 0.1649   | 0.1339 | 0.5892 | 0.1226  | 0.1890   | 0.1819 | 0.5737 | -0.1111    | stable
386 | 198 | 0.1051  | 0.1796   | 0.1287 | 0.6306 | 0.1207  | 0.2286   | 0.1751 | 0.4817 | -0.1942    | changed
386 | 200 | 0.0864  | 0.1573   | 0.1675 | 0.3296 | 0.0731  | 0.1674   | 0.2132 | 0.2182 | -0.3145    | changed
386 | 202 | 0.1100  | 0.1450   | 0.2025 | 0.5277 | 0.1027  | 0.1430   | 0.3078 | 0.4436 | -0.2647    | changed
386 | 204 | 0.0881  | 0.1339   | 0.1632 | 0.5255 | 0.0950  | 0.1288   | 0.1959 | 0.3578 | -0.2337    | changed
386 | 206 | 0.1023  | 0.1627   | 0.1261 | 0.4146 | 0.0779  | 0.1719   | 0.1760 | 0.3827 | -0.1636    | changed
386 | 208 | 0.0608  | 0.1255   | 0.1219 | 0.3357 | 0.0759  | 0.1174   | 0.2071 | 0.2176 | -0.4425    | changed
386 | 210 | 0.0907  | 0.1420   | 0.2164 | 0.5934 | 0.0978  | 0.0761   | 0.2602 | 0.4531 | -0.1951    | changed
386 | 212 | 0.1194  | 0.1302   | 0.1554 | 0.5807 | 0.1396  | 0.1076   | 0.1788 | 0.5727 | -0.0536    | stable
386 | 214 | 0.0783  | 0.1218   | 0.2170 | 0.5910 | 0.0583  | 0.1434   | 0.2992 | 0.4923 | -0.2189    | changed
386 | 216 | 0.0760  | 0.1064   | 0.1417 | 0.4094 | 0.0882  | 0.0801   | 0.1266 | 0.3614 | -0.0047    | stable
386 | 218 | 0.0988  | 0.1684   | 0.1655 | 0.3183 | 0.0923  | 0.1756   | 0.1409 | 0.2389 | -0.0578    | stable
386 | 220 | 0.0610  | 0.1254   | 0.1486 | 0.4488 | 0.0607  | 0.1109   | 0.2370 | 0.3341 | -0.3325    | changed
386 | 222 | 0.0665  | 0.1121   | 0.1999 | 0.6318 | 0.0230  | 0.1136   | 0.2568 | 0.5923 | -0.1242    | stable
386 | 224 | 0.1164  | 0.1132   | 0.1454 | 0.5884 | 0.0778  | 0.1014   | 0.2262 | 0.4564 | -0.2665    | changed
386 | 226 | 0.0889  | 0.1463   | 0.1860 | 0.5041 | 0.1032  | 0.1245   | 0.1969 | 0.4942 | -0.0307    | stable
386 | 228 | 0.1005  | 0.1661   | 0.1945 | 0.6285 | 0.0931  | 0.1562   | 0.2294 | 0.5530 | -0.1137    | stable
386 | 230 | 0.0956  | 0.1672   | 0.1713 | 0.4793 | 0.1342  | 0.1732   | 0.1819 | 0.4472 | -0.0517    | stable
386 | 232 | 0.0903  | 0.1098   | 0.1369 | 0.4394 | 0.1040  | 0.1080   | 0.1589 | 0.3802 | -0.1144    | stable
386 | 234 | 0.0763  | 0.1068   | 0.2119 | 0.5743 | 0.0937  | 0.1131   | 0.3392 | 0.4378 | -0.3341    | changed
386 | 236 | 0.1085  | 0.1774   | 0.1977 | 0.3413 | 0.1162  | 0.1541   | 0.2744 | 0.3445 | -0.1531    | changed
386 | 238 | 0.0629  | 0.1387   | 0.1237 | 0.3948 | 0.0668  | 0.1557   | 0.1819 | 0.2738 | -0.3212    | changed
386 | 240 | 0.0603  | 0.1686   | 0.1217 | 0.4706 | 0.0856  | 0.1696   | 0.1626 | 0.4454 | -0.1240    | stable
386 | 242 | 0.1108  | 0.1749   | 0.1709 | 0.4101 | 0.1357  | 0.1655   | 0.1949 | 0.3472 | -0.1308    | stable
386 | 244 | 0.0854  | 0.1165   | 0.1479 | 0.5248 | 0.0790  | 0.1068   | 0.2415 | 0.4624 | -0.2465    | changed
386 | 246 | 0.0986  | 0.1699   | 0.1249 | 0.5206 | 0.0930  | 0.1751   | 0.1556 | 0.3852 | -0.1884    | changed
386 | 248 | 0.0957  | 0.1450   | 0.1246 | 0.4858 | 0.0789  | 0.1560   | 0.1709 | 0.3977 | -0.1928    | changed
386 | 250 | 0.0713  | 0.1481   | 0.2147 | 0.5536 | 0.0711  | 0.1233   | 0.2512 | 0.4154 | -0.1948    | changed
386 | 252 | 0.1067  | 0.1291   | 0.1633 | 0.5992 | 0.1256  | 0.1255   | 0.1658 | 0.4620 | -0.0999    | stable
386 | 254 | 0.0656  | 0.1050   | 0.1758 | 0.3232 | 0.0627  | 0.0937   | 0.2354 | 0.2003 | -0.3760    | changed
386 | 256 | 0.1167  | 0.1211   | 0.1605 | 0.5190 | 0.1068  | 0.1002   | 0.2346 | 0.4361 | -0.2272    | changed
386 | 258 | 0.0603  | 0.1547   | 0.1294 | 0.5987 | 0.0155  | 0.1496   | 0.1983 | 0.4843 | -0.2256    | changed
386 | 260 | 0.0728  | 0.1056   | 0.1907 | 0.6207 | 0.0790  | 0.0943   | 0.2466 | 0.5570 | -0.1436    | stable
386 | 262 | 0.0970  | 0.1618   | 0.1622 | 0.4719 | 0.0809  | 0.1739   | 0.2046 | 0.4042 | -0.1605    | changed
386 | 264 | 0.1036  | 0.1318   | 0.2052 | 0.4059 | 0.1260  | 0.1251   | 0.2543 | 0.2905 | -0.2620    | changed
386 | 266 | 0.0797  | 0.1022   | 0.2179 | 0.3908 | 0.0770  | 0.0809   | 0.2563 | 0.3705 | -0.1018    | stable
386 | 268 | 0.1089  | 0.1010   | 0.1297 | 0.5838 | 0.0919  | 0.1152   | 0.1459 | 0.5080 | -0.0826    | stable
386 | 270 | 0.1108  | 0.1301   | 0.1828 | 0.5631 | 0.1309  | 0.1455   | 0.2403 | 0.4719 | -0.1847    | changed
386 | 272 | 0.0772  | 0.1727   | 0.1541 | 0.6424 | 0.1041  | 0.2020   | 0.2618 | 0.6106 | -0.2133    | changed
386 | 274 | 0.0742  | 0.1717   | 0.2022 | 0.3020 | 0.0845  | 0.2156   | 0.2258 | 0.1725 | -0.3317    | changed
386 | 276 | 0.0872  | 0.1791   | 0.1484 | 0.5617 | 0.0799  | 0.2126   | 0.1580 | 0.4999 | -0.0623    | stable
386 | 278 | 0.0683  | 0.1357   | 0.2022 | 0.4335 | 0.0843  | 0.1573   | 0.2062 | 0.2817 | -0.2092    | changed
386 | 280 | 0.0751  | 0.1511   | 0.2067 | 0.4199 | 0.0723  | 0.1703   | 0.2640 | 0.3407 | -0.2134    | changed
386 | 282 | 0.0797  | 0.1384   | 0.1305 | 0.5595 | 0.0822  | 0.2008   | 0.1779 | 0.4496 | -0.1887    | changed
386 | 284 | 0.1119  | 0.1028   | 0.1962 | 0.3210 | 0.1277  | 0.1099   | 0.2239 | 0.3276 | -0.0533    | stable
386 | 286 | 0.0953  | 0.1361   | 0.2037 | 0.6109 | 0.0969  | 0.1209   | 0.2694 | 0.6023 | -0.1180    | stable
386 | 288 | 0.0807  | 0.1183   | 0.1561 | 0.4190 | 0.0785  | 0.1213   | 0.1759 | 0.4292 | -0.0385    | stable
386 | 290 | 0.0623  | 0.1372   | 0.1622 | 0.6195 | 0.0941  | 0.1393   | 0.1804 | 0.5209 | -0.0995    | stable
386 | 292 | 0.0814  | 0.1427   | 0.1811 | 0.3467 | 0.1005  | 0.1193   | 0.2243 | 0.2776 | -0.2076    | changed
386 | 294 | 0.0707  | 0.1772   | 0.1498 | 0.5968 | 0.0654  | 0.2070   | 0.2026 | 0.5490 | -0.1378    | stable
386 | 296 | 0.0622  | 0.1076   | 0.1238 | 0.5462 | 0.0805  | 0.0882   | 0.1594 | 0.4294 | -0.1718    | changed
386 | 298 | 0.1182  | 0.1351   | 0.2192 | 0.5972 | 0.1356  | 0.1140   | 0.2762 | 0.4838 | -0.1898    | changed
386 | 300 | 0.0629  | 0.1503   | 0.1909 | 0.3209 | 0.0664  | 0.1859   | 0.2295 | 0.2495 | -0.2122    | changed
386 | 302 | 0.0779  | 0.1257   | 0.1521 | 0.5171 | 0.0685  | 0.1264   | 0.1984 | 0.4231 | -0.1839    | changed
386 | 304 | 0.0879  | 0.1573   | 0.1326 | 0.5553 | 0.0718  | 0.1965   | 0.1942 | 0.5037 | -0.1710    | changed
386 | 306 | 0.0886  | 0.1302   | 0.1716 | 0.5590 | 0.0552  | 0.1256   | 0.2326 | 0.4748 | -0.1878    | changed
386 | 308 | 0.1109  | 0.1509   | 0.1753 | 0.4425 | 0.1430  | 0.0962   | 0.2395 | 0.4059 | -0.1747    | changed
386 | 310 | 0.0747  | 0.1048   | 0.1994 | 0.3009 | 0.0687  | 0.0672   | 0.2009 | 0.1655 | -0.2995    | changed
386 | 312 | 0.0686  | 0.1726   | 0.1712 | 0.6088 | 0.0727  | 0.1492   | 0.2190 | 0.5424 | -0.1363    | stable
386 | 314 | 0.1099  | 0.1794   | 0.1976 | 0.4909 | 0.1134  | 0.1367   | 0.2561 | 0.4616 | -0.1397    | stable
386 | 316 | 0.0700  | 0.1749   | 0.1861 | 0.6031 | 0.0774  | 0.1889   | 0.2430 | 0.5324 | -0.1552    | changed
386 | 318 | 0.1147  | 0.1397   | 0.1772 | 0.5839 | 0.1320  | 0.1522   | 0.2430 | 0.4943 | -0.1936    | changed
386 | 320 | 0.1035  | 0.1646   | 0.1287 | 0.3839 | 0.1264  | 0.1676   | 0.2187 | 0.3072 | -0.3296    | changed
386 | 322 | 0.0947  | 0.1648   | 0.2075 | 0.4769 | 0.1239  | 0.1485   | 0.2563 | 0.4171 | -0.1548    | changed
386 | 324 | 0.0992  | 0.1281   | 0.1453 | 0.5419 | 0.1071  | 0.1579   | 0.1868 | 0.4660 | -0.1494    | stable
386 | 326 | 0.0976  | 0.1379   | 0.1379 | 0.3663 | 0.0688  | 0.1828   | 0.1700 | 0.2536 | -0.2556    | changed
386 | 328 | 0.0756  | 0.1487   | 0.1455 | 0.5221 | 0.0873  | 0.1627   | 0.2300 | 0.3911 | -0.3047    | changed
386 | 330 | 0.0817  | 0.1020   | 0.1941 | 0.3930 | 0.1114  | 0.0919   | 0.2208 | 0.3049 | -0.1788    | changed
386 | 332 | 0.1085  | 0.1128   | 0.2191 | 0.6374 | 0.0862  | 0.1371   | 0.2758 | 0.4871 | -0.2114    | changed
386 | 334 | 0.0814  | 0.1264   | 0.2037 | 0.3983 | 0.0698  | 0.1140   | 0.2559 | 0.4020 | -0.1012    | stable
386 | 336 | 0.0769  | 0.1492   | 0.1425 | 0.5857 | 0.0533  | 0.1661   | 0.1751 | 0.5196 | -0.1127    | stable
386 | 338 | 0.0972  | 0.1120   | 0.1349 | 0.5510 | 0.0804  | 0.1095   | 0.1608 | 0.4057 | -0.1743    | changed
386 | 340 | 0.1191  | 0.1562   | 0.1676 | 0.3414 | 0.1258  | 0.1441   | 0.2238 | 0.1839 | -0.4394    | changed
386 | 342 | 0.1142  | 0.1008   | 0.1957 | 0.3814 | 0.1152  | 0.0945   | 0.2592 | 0.2763 | -0.2899    | changed
386 | 344 | 0.1003  | 0.1227   | 0.1633 | 0.5298 | 0.1054  | 0.1340   | 0.2303 | 0.4252 | -0.2315    | changed
386 | 346 | 0.1047  | 0.1259   | 0.1288 | 0.4648 | 0.1035  | 0.1400   | 0.1648 | 0.3560 | -0.1989    | changed
386 | 348 | 0.1010  | 0.1451   | 0.2044 | 0.4981 | 0.0856  | 0.1607   | 0.2076 | 0.3972 | -0.1046    | stable
386 | 350 | 0.1076  | 0.1507   | 0.1997 | 0.5947 | 0.1341  | 0.1364   | 0.2734 | 0.4351 | -0.2690    | changed
386 | 352 | 0.1057  | 0.1599   | 0.1993 | 0.4064 | 0.0868  | 0.1305   | 0.2322 | 0.3883 | -0.0903    | stable
386 | 354 | 0.0671  | 0.1230   | 0.1500 | 0.3663 | 0.0386  | 0.1324   | 0.2014 | 0.2818 | -0.2525    | changed
386 | 356 | 0.0781  | 0.1325   | 0.1285 | 0.5511 | 0.0746  | 0.1141   | 0.1781 | 0.4971 | -0.1493    | stable
386 | 358 | 0.0663  | 0.1618   | 0.1290 | 0.6022 | 0.0706  | 0.1858   | 0.1749 | 0.4726 | -0.1874    | changed
386 | 360 | 0.0858  | 0.1696   | 0.1556 | 0.3885 | 0.1273  | 0.1636   | 0.2575 | 0.3182 | -0.3226    | changed
386 | 362 | 0.1008  | 0.1330   | 0.1826 | 0.6308 | 0.0654  | 0.1253   | 0.1754 | 0.5121 | -0.0613    | stable
386 | 364 | 0.0704  | 0.1144   | 0.2061 | 0.6300 | 0.0935  | 0.1263   | 0.2357 | 0.4720 | -0.1731    | changed
386 | 366 | 0.0639  | 0.1677   | 0.1858 | 0.4744 | 0.0802  | 0.1959   | 0.2417 | 0.3864 | -0.2067    | changed
386 | 368 | 0.0852  | 0.1304   | 0.1254 | 0.5574 | 0.0917  | 0.1048   | 0.2029 | 0.4665 | -0.2389    | changed
386 | 370 | 0.0709  | 0.1489   | 0.1231 | 0.4720 | 0.0505  | 0.1192   | 0.1491 | 0.4453 | -0.0880    | stable
386 | 372 | 0.0893  | 0.1645   | 0.1738 | 0.4497 | 0.0886  | 0.1889   | 0.2078 | 0.4082 | -0.1172    | stable
386 | 374 | 0.0824  | 0.1612   | 0.1484 | 0.3791 | 0.0769  | 0.1941   | 0.2377 | 0.2397 | -0.4331    | changed
386 | 376 | 0.0958  | 0.1556   | 0.2114 | 0.3865 | 0.0905  | 0.1533   | 0.2196 | 0.3978 | -0.0043    | stable
386 | 378 | 0.0932  | 0.1620   | 0.1738 | 0.3134 | 0.1044  | 0.1756   | 0.2149 | 0.2230 | -0.2680    | changed
388 | 140 | 0.0706  | 0.1004   | 0.1890 | 0.4304 | 0.1062  | 0.0884   | 0.1717 | 0.3490 | -0.0492    | stable
388 | 142 | 0.1062  | 0.1339   | 0.1665 | 0.5274 | 0.1088  | 0.1327   | 0.2171 | 0.3801 | -0.2472    | changed
388 | 144 | 0.0718  | 0.1463   | 0.1827 | 0.5166 | 0.0776  | 0.1234   | 0.2308 | 0.4219 | -0.1847    | changed
388 | 146 | 0.1029  | 0.1325   | 0.1473 | 0.5953 | 0.1207  | 0.1202   | 0.1884 | 0.4808 | -0.1664    | changed
388 | 148 | 0.0893  | 0.1245   | 0.1538 | 0.4976 | 0.1119  | 0.1123   | 0.1782 | 0.4347 | -0.1093    | stable
388 | 150 | 0.1143  | 0.1692   | 0.2035 | 0.4512 | 0.1351  | 0.1756   | 0.2817 | 0.3951 | -0.2107    | changed
388 | 152 | 0.1006  | 0.1645   | 0.1727 | 0.3072 | 0.0704  | 0.1587   | 0.1731 | 0.2490 | -0.1005    | stable
388 | 154 | 0.0895  | 0.1175   | 0.2002 | 0.3663 | 0.0865  | 0.1049   | 0.2622 | 0.2558 | -0.3056    | changed
388 | 156 | 0.0829  | 0.1605   | 0.2026 | 0.6063 | 0.0995  | 0.1322   | 0.1988 | 0.5605 | -0.0227    | stable
388 | 158 | 0.1022  | 0.1495   | 0.1525 | 0.6098 | 0.1460  | 0.1407   | 0.1866 | 0.5473 | -0.1084    | stable
388 | 160 | 0.0998  | 0.1217   | 0.1547 | 0.5276 | 0.0915  | 0.1286   | 0.1871 | 0.4299 | -0.1530    | changed
388 | 162 | 0.1198  | 0.1054   | 0.1611 | 0.6077 | 0.1266  | 0.1136   | 0.1783 | 0.5313 | -0.0834    | stable
388 | 164 | 0.0979  | 0.1398   | 0.1445 | 0.6231 | 0.1003  | 0.1536   | 0.1920 | 0.4828 | -0.1926    | changed
388 | 166 | 0.0865  | 0.1646   | 0.1619 | 0.5076 | 0.0785  | 0.1516   | 0.2050 | 0.3980 | -0.1963    | changed
388 | 168 | 0.0837  | 0.1076   | 0.1706 | 0.5086 | 0.0568  | 0.1212   | 0.2730 | 0.4026 | -0.3058    | changed
388 | 170 | 0.0715  | 0.1362   | 0.1603 | 0.5956 | 0.0754  | 0.1091   | 0.2555 | 0.4748 | -0.2756    | changed
388 | 172 | 0.0837  | 0.1456   | 0.1444 | 0.3671 | 0.0538  | 0.1120   | 0.1999 | 0.2889 | -0.2533    | changed
388 | 174 | 0.0644  | 0.1130   | 0.1726 | 0.3768 | 0.0361  | 0.1020   | 0.1752 | 0.2738 | -0.1521    | changed
388 | 176 | 0.0970  | 0.1634   | 0.2180 | 0.5034 | 0.1302  | 0.1412   | 0.2468 | 0.3913 | -0.1691    | changed
388 | 178 | 0.0870  | 0.1057   | 0.1312 | 0.5637 | 0.0939  | 0.1125   | 0.1661 | 0.4258 | -0.1836    | changed
388 | 180 | 0.0846  | 0.1292   | 0.2008 | 0.4164 | 0.0849  | 0.1302   | 0.2087 | 0.3130 | -0.1494    | stable
388 | 182 | 0.0673  | 0.1173   | 0.1883 | 0.6062 | 0.0205  | 0.1456   | 0.1861 | 0.4625 | -0.0999    | stable
388 | 184 | 0.1104  | 0.1092   | 0.1898 | 0.5574 | 0.1470  | 0.0914   | 0.2546 | 0.5434 | -0.1301    | stable
388 | 186 | 0.1141  | 0.1352   | 0.1584 | 0.3081 | 0.1179  | 0.1180   | 0.2403 | 0.2433 | -0.3147    | changed
388 | 188 | 0.0601  | 0.1615   | 0.1413 | 0.4570 | 0.0895  | 0.1784   | 0.1384 | 0.3100 | -0.1450    | stable
388 | 190 | 0.0607  | 0.1322   | 0.1404 | 0.3808 | 0.0486  | 0.1311   | 0.2110 | 0.2708 | -0.3371    | changed
388 | 192 | 0.0822  | 0.1377   | 0.1735 | 0.5891 | 0.1333  | 0.0877   | 0.2344 | 0.4126 | -0.2696    | changed
388 | 194 | 0.0982  | 0.1367   | 0.1490 | 0.3163 | 0.1211  | 0.1474   | 0.2063 | 0.2489 | -0.2660    | changed
388 | 196 | 0.0756  | 0.1310   | 0.1642 | 0.5623 | 0.0599  | 0.1238   | 0.2306 | 0.4811 | -0.1960    | changed
388 | 198 | 0.0687  | 0.1613   | 0.1556 | 0.5634 | 0.0700  | 0.1770   | 0.1525 | 0.4463 | -0.0766    | stable
388 | 200 | 0.0884  | 0.1793   | 0.1888 | 0.3773 | 0.0855  | 0.1902   | 0.2499 | 0.2629 | -0.3076    | changed
388 | 202 | 0.0629  | 0.1412   | 0.1247 | 0.4380 | 0.0547  | 0.1252   | 0.1531 | 0.3133 | -0.2133    | changed
388 | 204 | 0.0637  | 0.1070   | 0.2140 | 0.4330 | 0.0250  | 0.0965   | 0.2209 | 0.3907 | -0.0609    | stable
388 | 206 | 0.0874  | 0.1660   | 0.1674 | 0.5767 | 0.0685  | 0.1697   | 0.2010 | 0.5040 | -0.1203    | stable
388 | 208 | 0.1154  | 0.1226   | 0.1337 | 0.3134 | 0.0939  | 0.1356   | 0.1773 | 0.2492 | -0.2333    | changed
388 | 210 | 0.1123  | 0.1686   | 0.2185 | 0.5536 | 0.1380  | 0.1794   | 0.2449 | 0.4463 | -0.1426    | stable
388 | 212 | 0.0691  | 0.1735   | 0.2002 | 0.4162 | 0.0482  | 0.1775   | 0.2406 | 0.3837 | -0.1212    | stable
388 | 214 | 0.1032  | 0.1344   | 0.1473 | 0.6429 | 0.0957  | 0.1320   | 0.1754 | 0.5394 | -0.1180    | stable
388 | 216 | 0.0830  | 0.1294   | 0.1472 | 0.6368 | 0.0965  | 0.1652   | 0.1266 | 0.5795 | +0.0169    | stable
388 | 218 | 0.0734  | 0.1525   | 0.1709 | 0.3821 | 0.0908  | 0.1508   | 0.2222 | 0.2858 | -0.2567    | changed
388 | 220 | 0.0763  | 0.1290   | 0.2188 | 0.4752 | 0.0588  | 0.1406   | 0.2711 | 0.3904 | -0.1892    | changed
388 | 222 | 0.0806  | 0.1784   | 0.1461 | 0.4195 | 0.0465  | 0.1690   | 0.2075 | 0.2705 | -0.3516    | changed
388 | 224 | 0.1089  | 0.1514   | 0.1630 | 0.3691 | 0.1451  | 0.1849   | 0.1799 | 0.2452 | -0.2337    | changed
388 | 226 | 0.1077  | 0.1433   | 0.1851 | 0.6125 | 0.1137  | 0.1468   | 0.2129 | 0.5665 | -0.0822    | stable
388 | 228 | 0.1130  | 0.1278   | 0.1668 | 0.4208 | 0.1136  | 0.1193   | 0.1804 | 0.4009 | -0.0530    | stable
