# Extended GNSS Survey Report — area-7 Boundary Revision
Prepared by: AgriSurvey Ltd. | Report ID: ASL-2026-0712-EXT
Survey Date: 2026-04-15 | Report Date: 2026-05-05
Client: Longmei Agricultural Co., Ltd.

## Executive Summary

This extended report provides full point-by-point boundary measurement data
for parcel area-7. The survey confirms a net area expansion of 18.1 hectares
relative to the 2024-01-10 cadastral baseline (142.30 ha).
Revised total area: 160.4 ha. This delta (18.1 ha) is within 0.3 ha of the
satellite-derived delta (18.4 ha), which is well within the applicable
tolerance of 0.5 ha under Provincial Standard DB37/T 4122-2021.

## Methodology

Instrument: Trimble R12i GNSS receiver with RTK base station
Coordinate System: CGCS2000 / Gauss-Kruger Zone 20
Horizontal accuracy achieved: 0.018 m (1-sigma)
Vertical accuracy achieved: 0.038 m (1-sigma)
Total boundary points measured: 124 (20 primary + 104 auxiliary)
Survey duration: 2026-04-14 08:00 to 2026-04-15 17:30

## Point-by-Point Data (Primary Boundary, 20 points)

Point ID | Lat        | Lon        | Elev (m) | Acc (m) | Timestamp
 1882 | G10 |   37 |  240 | 39.1 | 110482784.257 | 86099233.771 | 23924731.975 | 23929516.921 | RTK_FIX
 1883 | G06 |   46 |   30 | 48.2 | 129614665.836 | 101008709.086 | 24384670.946 | 24389547.880 | RTK_FIX
 1884 | G04 |   81 |  174 | 37.6 | 119971757.655 | 93493990.741 | 24470391.980 | 24475286.058 | RTK_FIX
 1885 | G29 |   49 |   49 | 36.0 | 114686057.682 | 89374844.752 | 21716422.626 | 21720765.911 | RTK_FIX
 1886 | G07 |   49 |  184 | 42.3 | 103624756.990 | 80754773.122 | 20814600.893 | 20818763.813 | RTK_FIX
 1887 | G02 |   50 |  221 | 42.9 | 101935881.665 | 79438632.582 | 23843249.325 | 23848017.975 | RTK_FIX
 1888 | G04 |   19 |   23 | 44.2 | 107473041.917 | 83753741.566 | 21137057.392 | 21141284.803 | RTK_FIX
 1889 | G18 |   40 |  144 | 45.6 | 127284722.874 | 99192984.536 | 21596890.934 | 21601210.312 | RTK_FIX
 1890 | G13 |   78 |  109 | 39.3 | 115485358.249 | 89997739.683 | 24570652.875 | 24575567.006 | RTK_FIX
 1891 | G26 |   22 |  193 | 50.9 | 113797675.262 | 88682528.332 | 20999798.619 | 21003998.579 | RTK_FIX
 1892 | G26 |   17 |   72 | 51.2 | 109740137.870 | 85520489.442 | 21844462.320 | 21848831.212 | RTK_FIX
 1893 | G27 |   42 |  141 | 52.0 | 115438544.873 | 89961258.020 | 20599428.327 | 20603548.213 | RTK_FIX
 1894 | G08 |   55 |  300 | 46.6 | 125943892.243 | 98148075.225 | 20723448.612 | 20727593.302 | RTK_FIX
 1895 | G09 |   63 |  303 | 49.5 | 105167395.412 | 81956951.245 | 20136198.945 | 20140226.185 | RTK_FIX
 1896 | G04 |   44 |  290 | 39.7 | 119442590.187 | 93081610.533 | 20364507.148 | 20368580.049 | RTK_FIX
 1897 | G15 |   85 |  109 | 42.3 | 109907247.578 | 85650718.038 | 24125401.804 | 24130226.884 | RTK_FIX
 1898 | G24 |   61 |   97 | 43.2 | 113924029.360 | 88780996.080 | 21515319.621 | 21519622.685 | RTK_FIX
 1899 | G07 |   80 |   82 | 42.7 | 113748899.677 | 88644517.518 | 20951256.330 | 20955446.581 | RTK_FIX
 1900 | G25 |   39 |  344 | 42.2 | 122637788.238 | 95571628.374 | 24453449.627 | 24458340.317 | RTK_FIX
 1901 | G26 |   54 |  149 | 47.6 | 119597529.489 | 93202354.731 | 24044882.904 | 24049691.881 | RTK_FIX
 1902 | G30 |   48 |  296 | 48.3 | 107592498.870 | 83846834.369 | 22957591.430 | 22962182.948 | RTK_FIX
 1903 | G30 |   70 |  188 | 49.5 | 117146202.280 | 91292035.437 | 24552976.385 | 24557886.980 | RTK_FIX
 1904 | G10 |   29 |   16 | 41.6 | 126608163.337 | 98665741.689 | 20305117.145 | 20309178.168 | RTK_FIX
 1905 | G07 |   80 |  222 | 41.4 | 116947390.766 | 91137101.624 | 20673153.646 | 20677288.277 | RTK_FIX
 1906 | G30 |   49 |   61 | 48.8 | 105595198.725 | 82290338.366 | 22762876.830 | 22767429.405 | RTK_FIX
 1907 | G08 |   49 |  337 | 51.4 | 110986935.564 | 86492118.885 | 24757010.101 | 24761961.503 | RTK_FIX
 1908 | G03 |   61 |   11 | 41.6 | 105641733.420 | 82326602.854 | 21273588.572 | 21277843.290 | RTK_FIX
 1909 | G06 |   73 |  358 | 38.8 | 112038654.901 | 87311723.764 | 22348169.466 | 22352639.100 | RTK_FIX
 1910 | G23 |   29 |  310 | 41.4 | 110990614.692 | 86494986.029 | 22222600.976 | 22227045.496 | RTK_FIX
 1911 | G05 |   79 |  308 | 46.0 | 127859742.459 | 99641097.298 | 22960161.088 | 22964753.120 | RTK_FIX
 1912 | G18 |   19 |  349 | 36.1 | 108532863.736 | 84579660.709 | 22264187.506 | 22268640.344 | RTK_FIX
 1913 | G25 |   58 |  137 | 50.6 | 105835758.350 | 82477806.482 | 22436623.561 | 22441110.886 | RTK_FIX
 1914 | G29 |   57 |  312 | 40.5 | 108295008.158 | 84394299.858 | 21438835.739 | 21443123.506 | RTK_FIX
 1915 | G27 |   45 |   28 | 50.0 | 110652625.989 | 86231591.433 | 22767789.126 | 22772342.684 | RTK_FIX
 1916 | G04 |   65 |  202 | 37.8 | 114689656.704 | 89377649.469 | 24690315.996 | 24695254.059 | RTK_FIX
 1917 | G30 |   44 |  309 | 46.4 | 108800563.267 | 84788278.954 | 22863762.184 | 22868334.936 | RTK_FIX
 1918 | G08 |   37 |  193 | 41.6 | 103733210.842 | 80839291.209 | 21433604.612 | 21437891.333 | RTK_FIX
 1919 | G14 |   22 |  167 | 40.0 | 106305810.732 | 82844118.303 | 24684344.214 | 24689281.083 | RTK_FIX
 1920 | G09 |   48 |  329 | 44.5 | 120414011.465 | 93838639.135 | 21046475.120 | 21050684.415 | RTK_FIX
 1921 | G26 |   50 |  176 | 44.9 | 122169733.316 | 95206873.173 | 21011139.561 | 21015341.789 | RTK_FIX
 1922 | G05 |   61 |   11 | 44.4 | 128875038.775 | 100432317.717 | 20310337.398 | 20314399.465 | RTK_FIX
 1923 | G19 |   52 |  125 | 51.9 | 104638506.873 | 81544788.406 | 23211103.936 | 23215746.157 | RTK_FIX
 1924 | G22 |   79 |  317 | 36.2 | 112265963.837 | 87488865.618 | 20989974.848 | 20994172.843 | RTK_FIX
 1925 | G23 |   48 |   34 | 40.3 | 104535222.664 | 81464299.022 | 24964185.411 | 24969178.248 | FLOAT
 1926 | G10 |   15 |  205 | 48.9 | 128413383.403 | 100072549.686 | 20704047.583 | 20708188.393 | RTK_FIX
 1927 | G10 |   29 |  137 | 39.0 | 127243483.349 | 99160846.574 | 21518723.166 | 21523026.911 | RTK_FIX
 1928 | G30 |   62 |   90 | 39.0 | 101972515.672 | 79467181.463 | 21275189.773 | 21279444.811 | RTK_FIX
 1929 | G29 |   27 |  227 | 39.4 | 112839510.729 | 87935830.711 | 23622370.401 | 23627094.875 | RTK_FIX
 1930 | G19 |   44 |  291 | 50.1 | 127122463.812 | 99066536.049 | 20762099.115 | 20766251.535 | RTK_FIX
 1931 | G03 |   85 |  353 | 50.3 | 128058962.649 | 99796349.592 | 20512435.031 | 20516537.518 | RTK_FIX
 1932 | G14 |   31 |  241 | 45.8 | 108327082.136 | 84419295.109 | 22777494.274 | 22782049.773 | RTK_FIX
 1933 | G01 |   38 |  316 | 38.6 | 109732118.714 | 85514240.114 | 24301725.684 | 24306586.029 | RTK_FIX
 1934 | G11 |   56 |   48 | 41.5 | 104641406.173 | 81547047.831 | 23291697.325 | 23296355.664 | RTK_FIX
 1935 | G30 |   43 |   33 | 39.2 | 109249677.896 | 85138273.984 | 23101405.582 | 23106025.863 | RTK_FIX
 1936 | G10 |   17 |  221 | 48.3 | 124081322.856 | 96696574.902 | 23937544.449 | 23942331.958 | RTK_FIX
 1937 | G26 |   25 |  152 | 44.8 | 101925865.791 | 79430827.211 | 20386252.822 | 20390330.073 | FLOAT
 1938 | G15 |   77 |  253 | 35.5 | 102044387.812 | 79523191.422 | 23213730.211 | 23218372.957 | RTK_FIX
 1939 | G02 |   50 |  105 | 51.5 | 128853181.264 | 100415284.159 | 24809556.676 | 24814518.587 | RTK_FIX
 1940 | G32 |   17 |  336 | 37.8 | 118388367.856 | 92260055.070 | 20799956.138 | 20804116.129 | RTK_FIX
 1941 | G30 |   64 |  277 | 43.4 | 125967950.564 | 98166823.875 | 20265269.986 | 20269323.040 | RTK_FIX
 1942 | G31 |   20 |  352 | 51.0 | 114421674.280 | 89168810.766 | 22043999.045 | 22048407.845 | RTK_FIX
 1943 | G06 |   21 |  156 | 42.1 | 104836324.135 | 81698947.398 | 23159911.994 | 23164543.976 | RTK_FIX
 1944 | G23 |   69 |  307 | 42.8 | 127982595.000 | 99736836.284 | 24054379.748 | 24059190.624 | RTK_FIX
 1945 | G20 |   84 |  147 | 42.5 | 124425317.890 | 96964650.232 | 22426932.165 | 22431417.551 | RTK_FIX
 1946 | G22 |   37 |    1 | 37.2 | 110550827.376 | 86152259.774 | 24409641.129 | 24414523.057 | RTK_FIX
 1947 | G10 |   24 |   84 | 44.4 | 107225409.553 | 83560761.665 | 20225027.686 | 20229072.692 | RTK_FIX
 1948 | G06 |   68 |   24 | 41.3 | 119847840.543 | 93397422.135 | 21749005.340 | 21753355.141 | RTK_FIX
 1949 | G26 |   74 |  133 | 37.1 | 123323954.898 | 96106358.052 | 20224459.639 | 20228504.531 | RTK_FIX
 1950 | G16 |   66 |  254 | 40.5 | 107469274.612 | 83750805.705 | 20548050.978 | 20552160.588 | RTK_FIX
 1951 | G03 |   26 |  111 | 49.1 | 104677114.663 | 81574875.457 | 22202437.836 | 22206878.324 | RTK_FIX
 1952 | G12 |   74 |  169 | 43.9 | 120018329.281 | 93530284.009 | 22244102.164 | 22248550.984 | RTK_FIX
 1953 | G11 |   28 |  183 | 35.9 | 110902163.656 | 86426056.137 | 22838810.650 | 22843378.412 | RTK_FIX
 1954 | G09 |   24 |  122 | 50.8 | 119057630.729 | 92781611.627 | 21159280.380 | 21163512.236 | RTK_FIX
 1955 | G03 |   34 |  234 | 41.5 | 116981428.931 | 91163627.566 | 22981246.005 | 22985842.254 | RTK_FIX
 1956 | G26 |   57 |   95 | 36.7 | 118867298.254 | 92633285.529 | 23546124.656 | 23550833.881 | RTK_FIX
 1957 | G21 |   75 |   82 | 52.0 | 123920956.954 | 96571601.754 | 21568639.968 | 21572953.696 | RTK_FIX
 1958 | G26 |   42 |   89 | 47.9 | 109974756.713 | 85703327.906 | 24232913.642 | 24237760.225 | RTK_FIX
 1959 | G08 |   34 |  210 | 37.9 | 104978778.141 | 81809961.805 | 23188131.470 | 23192769.096 | FLOAT
 1960 | G25 |   79 |  350 | 46.9 | 123668544.048 | 96374896.377 | 20071798.742 | 20075813.102 | RTK_FIX
 1961 | G03 |   21 |   54 | 46.4 | 128563075.319 | 100189204.596 | 24555325.417 | 24560236.482 | RTK_FIX
 1962 | G21 |   36 |  319 | 41.3 | 122652690.635 | 95583241.812 | 24044765.219 | 24049574.172 | RTK_FIX
 1963 | G06 |   31 |  248 | 43.6 | 124927215.163 | 97355778.777 | 20728577.526 | 20732723.242 | RTK_FIX
 1964 | G13 |   36 |   50 | 50.3 | 125571493.363 | 97857864.778 | 20916629.419 | 20920812.745 | RTK_FIX
 1965 | G16 |   75 |  181 | 45.8 | 109228901.446 | 85122082.897 | 24910717.714 | 24915699.858 | RTK_FIX
 1966 | G07 |   24 |  336 | 44.9 | 118521989.785 | 92364186.639 | 22134120.120 | 22138546.944 | RTK_FIX
 1967 | G09 |   37 |   61 | 39.3 | 118141808.147 | 92067911.089 | 23671864.872 | 23676599.245 | RTK_FIX
 1968 | G08 |   21 |   46 | 46.3 | 122726481.307 | 95640746.883 | 21620760.100 | 21625084.252 | RTK_FIX
 1969 | G07 |   76 |  185 | 49.1 | 100265250.420 | 78136709.652 | 20986576.888 | 20990774.203 | RTK_FIX
 1970 | G13 |   34 |  150 | 43.6 | 124719722.405 | 97194079.670 | 23921301.937 | 23926086.197 | RTK_FIX
 1971 | G17 |   17 |  158 | 39.1 | 121897392.143 | 94994637.697 | 20361389.176 | 20365461.454 | RTK_FIX
 1972 | G17 |   85 |   24 | 44.0 | 127825900.363 | 99614724.153 | 21054713.491 | 21058924.434 | RTK_FIX
 1973 | G25 |   46 |  275 | 49.8 | 121403249.337 | 94609552.208 | 20056273.023 | 20060284.278 | RTK_FIX
 1974 | G15 |   76 |   13 | 48.7 | 121023397.817 | 94313533.919 | 21831745.882 | 21836112.231 | RTK_FIX
 1975 | G05 |   28 |  269 | 45.4 | 101283184.358 | 78929985.570 | 20945828.378 | 20950017.544 | RTK_FIX
 1976 | G29 |   45 |  201 | 44.7 | 118139612.751 | 92066200.217 | 24838578.287 | 24843546.003 | RTK_FIX
 1977 | G16 |   59 |   38 | 40.5 | 114611768.401 | 89316951.115 | 24738853.321 | 24743801.092 | RTK_FIX
 1978 | G14 |   63 |  251 | 44.2 | 107813330.577 | 84018928.519 | 24991125.168 | 24996123.393 | RTK_FIX
 1979 | G19 |   69 |  148 | 39.7 | 119638499.313 | 93234282.515 | 22289163.371 | 22293621.204 | RTK_FIX
 1980 | G10 |   28 |  266 | 42.2 | 128158319.926 | 99873778.718 | 22322973.195 | 22327437.790 | RTK_FIX
 1981 | G11 |   19 |  314 | 48.1 | 119921224.490 | 93454610.245 | 23713496.122 | 23718238.821 | RTK_FIX
 1982 | G13 |   18 |  280 | 48.3 | 119996971.237 | 93513639.685 | 23419246.167 | 23423930.016 | RTK_FIX
 1983 | G23 |   31 |  290 | 39.5 | 103427163.040 | 80600788.157 | 23360976.808 | 23365649.003 | RTK_FIX
 1984 | G06 |   77 |  222 | 41.2 | 106540188.881 | 83026769.195 | 20095754.311 | 20099773.462 | RTK_FIX
 1985 | G14 |   63 |   25 | 41.1 | 123603109.549 | 96323903.272 | 23009889.457 | 23014491.435 | RTK_FIX
 1986 | G05 |   61 |   73 | 37.6 | 122360642.691 | 95355648.849 | 24431347.657 | 24436233.927 | RTK_FIX
 1987 | G32 |   44 |  259 | 49.7 | 121998529.506 | 95073454.044 | 20674695.281 | 20678830.220 | RTK_FIX
 1988 | G15 |   16 |  115 | 37.3 | 112984361.417 | 88048712.852 | 21145844.764 | 21150073.933 | RTK_FIX
 1989 | G25 |   64 |   22 | 47.5 | 102596929.610 | 79953787.245 | 22307049.248 | 22311510.658 | RTK_FIX
 1990 | G28 |   43 |  168 | 46.0 | 104390508.480 | 81351523.258 | 22565934.994 | 22570448.181 | RTK_FIX
 1991 | G11 |   36 |   51 | 43.9 | 113866598.797 | 88736240.443 | 23284749.481 | 23289406.431 | RTK_FIX
 1992 | G09 |   72 |  272 | 36.7 | 120345032.608 | 93784883.911 | 23667426.014 | 23672159.499 | RTK_FIX
 1993 | G09 |   56 |  180 | 36.5 | 120532228.044 | 93930765.315 | 22043445.966 | 22047854.655 | RTK_FIX
 1994 | G09 |   58 |  337 | 42.5 | 112527426.438 | 87692623.423 | 21332110.279 | 21336376.701 | RTK_FIX
 1995 | G13 |   46 |   11 | 41.9 | 111180697.389 | 86643117.475 | 23639679.716 | 23644407.652 | RTK_FIX
 1996 | G19 |   83 |  263 | 41.3 | 118383660.408 | 92256386.556 | 23451285.916 | 23455976.173 | RTK_FIX
 1997 | G26 |   82 |   85 | 39.7 | 101095133.752 | 78783437.733 | 23335025.930 | 23339692.935 | RTK_FIX
 1998 | G02 |   67 |  340 | 48.4 | 108942374.765 | 84898792.654 | 23514074.107 | 23518776.922 | RTK_FIX
 1999 | G27 |   79 |  281 | 37.2 | 117427412.179 | 91511182.311 | 20771786.249 | 20775940.606 | RTK_FIX
 2000 | G18 |   65 |   60 | 46.5 | 127582544.478 | 99425076.912 | 20634720.900 | 20638847.844 | RTK_FIX
 2001 | G18 |   46 |  280 | 38.4 | 125987208.869 | 98181831.872 | 23606461.895 | 23611183.187 | FLOAT
 2002 | G20 |   76 |   81 | 39.8 | 125656659.240 | 97924234.546 | 21440225.954 | 21444513.999 | RTK_FIX
 2003 | G24 |   38 |  264 | 38.1 | 111856681.629 | 87169911.993 | 24527438.150 | 24532343.638 | RTK_FIX
 2004 | G04 |   52 |  255 | 35.2 | 120207327.989 | 93677570.702 | 20276205.633 | 20280260.874 | RTK_FIX
 2005 | G04 |   23 |  244 | 46.1 | 112166052.708 | 87411004.875 | 20187221.093 | 20191258.537 | RTK_FIX
 2006 | G19 |   36 |   26 | 51.6 | 103615124.964 | 80747266.884 | 20427522.777 | 20431608.282 | RTK_FIX
 2007 | G24 |   37 |  194 | 42.4 | 121581405.990 | 94748389.688 | 23564585.974 | 23569298.891 | RTK_FIX
 2008 | G15 |   72 |   77 | 40.3 | 124871757.941 | 97312560.963 | 22244827.864 | 22249276.830 | RTK_FIX
 2009 | G18 |   55 |   76 | 45.6 | 111879337.864 | 87187567.997 | 23239376.646 | 23244024.521 | RTK_FIX
 2010 | G14 |   46 |  145 | 51.1 | 101167534.874 | 78839859.927 | 22722529.748 | 22727074.254 | RTK_FIX
 2011 | G05 |   53 |  214 | 37.7 | 113160968.749 | 88186342.946 | 20087409.772 | 20091427.254 | RTK_FIX
 2012 | G10 |   42 |  264 | 44.6 | 108634822.537 | 84659117.203 | 22658796.362 | 22663328.121 | RTK_FIX
 2013 | G01 |   23 |  325 | 45.5 | 121226421.440 | 94471750.228 | 24318899.265 | 24323763.045 | RTK_FIX
 2014 | G01 |   40 |  157 | 50.2 | 110369647.734 | 86011066.479 | 23385545.405 | 23390222.514 | RTK_FIX
 2015 | G06 |   70 |  337 | 46.9 | 122419861.541 | 95401798.099 | 23660461.605 | 23665193.697 | RTK_FIX
 2016 | G03 |   47 |   88 | 49.4 | 118478597.272 | 92330370.854 | 22715931.157 | 22720474.343 | RTK_FIX
 2017 | G08 |   62 |  134 | 44.3 | 111776429.204 | 87107371.279 | 22956664.970 | 22961256.303 | RTK_FIX
 2018 | G06 |   58 |  296 | 47.4 | 125828884.268 | 98058449.510 | 21200121.517 | 21204361.541 | RTK_FIX
 2019 | G31 |   16 |  208 | 37.0 | 128241654.481 | 99938721.337 | 21946369.554 | 21950758.828 | RTK_FIX
 2020 | G23 |   22 |   54 | 37.1 | 125701195.318 | 97958941.511 | 20029291.803 | 20033297.661 | RTK_FIX
 2021 | G16 |   32 |  290 | 49.3 | 117659794.508 | 91692277.860 | 21791675.597 | 21796033.932 | RTK_FIX
 2022 | G28 |   65 |  256 | 51.0 | 114749337.085 | 89424158.390 | 24762685.192 | 24767637.729 | RTK_FIX
 2023 | G11 |   78 |  143 | 41.2 | 104087656.299 | 81115510.554 | 22446862.010 | 22451351.382 | RTK_FIX
 2024 | G23 |   68 |  105 | 41.3 | 116833721.785 | 91048519.387 | 22599186.616 | 22603706.453 | RTK_FIX
 2025 | G32 |   83 |  351 | 44.2 | 126709408.290 | 98744641.880 | 22230454.681 | 22234900.772 | RTK_FIX
 2026 | G23 |   25 |   58 | 50.1 | 126467664.596 | 98556251.020 | 23584953.450 | 23589670.441 | RTK_FIX
 2027 | G02 |   54 |  106 | 35.6 | 109697537.501 | 85487290.975 | 23742199.105 | 23746947.545 | RTK_FIX
 2028 | G16 |   28 |  328 | 46.4 | 114647794.642 | 89345026.365 | 24673046.690 | 24677981.299 | RTK_FIX
 2029 | G05 |   64 |  288 | 51.9 | 125674664.227 | 97938265.832 | 20454043.902 | 20458134.711 | RTK_FIX
 2030 | G15 |   51 |  293 | 46.4 | 123060342.958 | 95900925.267 | 23604021.431 | 23608742.235 | RTK_FIX
 2031 | G13 |   61 |  296 | 36.6 | 118687583.194 | 92493233.583 | 20120052.285 | 20124076.295 | RTK_FIX
 2032 | G18 |   29 |  104 | 41.4 | 124985782.449 | 97401420.263 | 23341391.657 | 23346059.935 | RTK_FIX
 2033 | G02 |   76 |  331 | 47.4 | 111368133.947 | 86789186.785 | 23495034.176 | 23499733.183 | RTK_FIX
 2034 | G02 |   40 |  157 | 46.1 | 108288157.982 | 84388961.515 | 22486444.568 | 22490941.857 | RTK_FIX
 2035 | G12 |   58 |  238 | 48.1 | 103777371.532 | 80873705.635 | 21753742.305 | 21758093.053 | RTK_FIX
 2036 | G28 |   53 |  184 | 50.4 | 127768638.638 | 99570100.091 | 21366930.499 | 21371203.885 | RTK_FIX
 2037 | G26 |   25 |   53 | 51.8 | 117513179.773 | 91578020.997 | 20418119.655 | 20422203.279 | RTK_FIX
 2038 | G16 |   63 |   67 | 37.6 | 120915899.289 | 94229760.316 | 22071788.921 | 22076203.279 | RTK_FIX
 2039 | G18 |   75 |  270 | 40.8 | 108405071.643 | 84480072.331 | 20100845.748 | 20104865.917 | RTK_FIX
 2040 | G16 |   59 |  217 | 43.3 | 113662037.679 | 88576825.963 | 24037178.428 | 24041985.864 | RTK_FIX
 2041 | G25 |   34 |  261 | 36.6 | 102682594.410 | 80020545.824 | 20442780.573 | 20446869.129 | RTK_FIX
 2042 | G20 |   60 |  187 | 48.5 | 106606782.571 | 83078665.658 | 21463825.146 | 21468117.911 | RTK_FIX
 2043 | G15 |   51 |  238 | 48.5 | 104121926.251 | 81142217.127 | 24390928.026 | 24395806.212 | FLOAT
 2044 | G18 |   16 |  277 | 47.8 | 101167850.137 | 78840105.612 | 24634329.664 | 24639256.530 | FLOAT
 2045 | G27 |   79 |  301 | 36.7 | 117200975.178 | 91334719.956 | 23369314.133 | 23373987.996 | RTK_FIX
 2046 | G03 |   41 |  304 | 46.3 | 111920557.630 | 87219690.561 | 21297840.834 | 21302100.402 | RTK_FIX
 2047 | G10 |   77 |  115 | 37.9 | 121048573.591 | 94333153.399 | 23687153.532 | 23691890.963 | RTK_FIX
 2048 | G16 |   36 |  291 | 35.1 | 110130676.316 | 85824836.053 | 23547807.379 | 23552516.940 | RTK_FIX
 2049 | G29 |   15 |  329 | 49.8 | 127483089.697 | 99347571.801 | 21021734.654 | 21025939.001 | RTK_FIX
 2050 | G06 |   55 |  305 | 51.7 | 107329843.390 | 83642146.954 | 22578509.769 | 22583025.471 | RTK_FIX
 2051 | G14 |   66 |   97 | 47.9 | 108915975.036 | 84878219.346 | 22517672.947 | 22522176.482 | RTK_FIX
 2052 | G30 |   75 |  331 | 40.0 | 125037116.689 | 97441425.036 | 23240478.693 | 23245126.789 | RTK_FIX
 2053 | G26 |   64 |   73 | 46.7 | 106365181.887 | 82890386.245 | 22797630.982 | 22802190.508 | RTK_FIX
 2054 | G02 |   58 |   83 | 51.1 | 109649874.803 | 85450147.434 | 22738480.485 | 22743028.181 | RTK_FIX
 2055 | G32 |   49 |  353 | 51.5 | 107852076.292 | 84049123.054 | 21426369.612 | 21430654.886 | RTK_FIX
 2056 | G26 |   83 |  288 | 46.4 | 112109077.708 | 87366604.258 | 23642885.923 | 23647614.500 | RTK_FIX
 2057 | G20 |   62 |  201 | 39.1 | 119203884.554 | 92895587.233 | 23696005.978 | 23700745.179 | RTK_FIX
 2058 | G17 |   20 |   97 | 45.5 | 113759249.673 | 88652583.270 | 21552464.827 | 21556775.320 | RTK_FIX
 2059 | G16 |   53 |  280 | 49.1 | 108402258.384 | 84477879.959 | 22590365.417 | 22594883.490 | RTK_FIX
 2060 | G11 |   20 |  159 | 48.4 | 111538089.294 | 86921632.987 | 21765540.492 | 21769893.600 | RTK_FIX
 2061 | G24 |   49 |   56 | 47.2 | 125789602.183 | 98027836.981 | 21249476.374 | 21253726.269 | RTK_FIX
 2062 | G16 |   63 |  246 | 40.6 | 110168098.903 | 85853999.475 | 24761020.069 | 24765972.273 | RTK_FIX
 2063 | G29 |   66 |    8 | 41.0 | 125459388.614 | 97770501.547 | 22489597.965 | 22494095.885 | RTK_FIX
 2064 | G03 |   45 |   28 | 49.4 | 117054833.775 | 91220831.961 | 20978471.763 | 20982667.457 | RTK_FIX
 2065 | G04 |   54 |   67 | 42.6 | 106751377.882 | 83191348.783 | 24979656.150 | 24984652.081 | RTK_FIX
 2066 | G19 |   35 |   78 | 41.1 | 119789767.876 | 93352166.106 | 20489563.374 | 20493661.287 | RTK_FIX
 2067 | G03 |   64 |  252 | 51.4 | 117605356.895 | 91649854.628 | 24168318.427 | 24173152.091 | RTK_FIX
 2068 | G14 |   50 |   76 | 43.0 | 120215253.914 | 93683747.375 | 22107791.184 | 22112212.742 | RTK_FIX
 2069 | G09 |   44 |  218 | 44.1 | 107275690.233 | 83599945.399 | 23619722.297 | 23624446.241 | RTK_FIX
 2070 | G32 |   65 |  158 | 39.5 | 108364776.844 | 84448670.595 | 21892576.132 | 21896954.647 | RTK_FIX
 2071 | G10 |   20 |  211 | 44.6 | 125430599.866 | 97748066.476 | 24698191.813 | 24703131.451 | RTK_FIX
 2072 | G26 |   35 |   46 | 37.1 | 104592804.245 | 81509172.348 | 22655091.717 | 22659622.735 | RTK_FIX
 2073 | G19 |   53 |  149 | 39.8 | 116265579.718 | 90605766.274 | 22861924.853 | 22866497.238 | RTK_FIX
 2074 | G13 |   58 |  222 | 41.7 | 123257617.103 | 96054661.008 | 21817895.738 | 21822259.317 | RTK_FIX
 2075 | G25 |   67 |   19 | 39.2 | 101188447.177 | 78856156.885 | 22158813.457 | 22163245.220 | RTK_FIX
 2076 | G08 |   31 |   26 | 49.5 | 109040628.627 | 84975361.889 | 23479780.232 | 23484476.188 | RTK_FIX
 2077 | G15 |   35 |  174 | 37.5 | 107702670.031 | 83932690.755 | 23410418.171 | 23415100.255 | RTK_FIX
 2078 | G16 |   23 |  308 | 50.7 | 121385474.730 | 94595700.457 | 20294515.658 | 20298574.561 | FLOAT
 2079 | G24 |   71 |  177 | 42.5 | 115556524.342 | 90053199.420 | 22489522.557 | 22494020.462 | RTK_FIX
 2080 | G17 |   82 |  180 | 42.8 | 111120178.614 | 86595955.194 | 21375933.164 | 21380208.351 | RTK_FIX
 2081 | G05 |   58 |  218 | 46.3 | 114906774.842 | 89546849.634 | 20075609.925 | 20079625.047 | RTK_FIX
 2082 | G19 |   32 |  288 | 35.7 | 110803444.108 | 86349123.993 | 21197640.646 | 21201880.174 | RTK_FIX
 2083 | G14 |   30 |  328 | 50.8 | 102280732.061 | 79707374.495 | 22245231.350 | 22249680.396 | RTK_FIX
 2084 | G32 |   53 |  112 | 47.7 | 124428962.392 | 96967490.392 | 23928085.571 | 23932871.188 | RTK_FIX
 2085 | G07 |   27 |  335 | 47.1 | 105274630.431 | 82040519.495 | 23498330.306 | 23503029.972 | RTK_FIX
 2086 | G06 |   67 |   36 | 51.7 | 118418413.702 | 92283469.798 | 21982879.173 | 21987275.749 | RTK_FIX
 2087 | G11 |   47 |  305 | 38.8 | 112523530.100 | 87689587.007 | 20844497.717 | 20848666.617 | RTK_FIX
 2088 | G06 |   24 |  283 | 43.9 | 103626022.841 | 80755759.600 | 22773092.661 | 22777647.280 | RTK_FIX
 2089 | G09 |   52 |  187 | 42.3 | 121864880.256 | 94969301.184 | 22090516.752 | 22094934.855 | RTK_FIX
 2090 | G29 |   72 |  347 | 38.2 | 102495598.930 | 79874820.246 | 22538681.767 | 22543189.503 | RTK_FIX
 2091 | G25 |   63 |   92 | 48.6 | 117232194.824 | 91359049.426 | 23844854.789 | 23849623.760 | RTK_FIX
 2092 | G21 |   20 |  339 | 51.7 | 118626314.573 | 92445486.947 | 22231015.619 | 22235461.822 | RTK_FIX
 2093 | G30 |   29 |  253 | 51.2 | 107278414.611 | 83602068.506 | 22086836.979 | 22091254.346 | RTK_FIX
 2094 | G12 |   48 |  184 | 36.9 | 105589684.286 | 82286040.964 | 20627321.270 | 20631446.734 | RTK_FIX
 2095 | G24 |   39 |  153 | 41.3 | 102418785.347 | 79814959.421 | 20987680.826 | 20991878.362 | RTK_FIX
