hostname,ip,env,os_version,ssh_version_before,ssh_version_after,patch_date,patch_method,patch_package,patch_status,applied_by,ticket_id,notes
host-p0302.internal.example.com,10.44.156.230,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T07:38:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1301,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0303.internal.example.com,10.1.88.33,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T05:12:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1302,CVE-2024-6387 remediation — pending patch
host-p0304.internal.example.com,10.37.164.176,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T21:28:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1303,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0305.internal.example.com,10.27.207.88,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T07:59:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1304,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0306.internal.example.com,10.35.252.49,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T03:15:00Z,automated_cron,openssh-9.8p1,patched,alice.wang,SEC-2024-1305,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0307.internal.example.com,10.42.25.98,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-06T04:22:00Z,ansible_playbook,N/A,failed,bob.zhang,SEC-2024-1306,CVE-2024-6387 remediation — pending patch
host-p0308.internal.example.com,10.6.6.167,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-06T13:15:00Z,manual,openssh-9.8p1,patched,alice.wang,SEC-2024-1307,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0309.internal.example.com,10.40.161.3,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T08:40:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1308,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0310.internal.example.com,10.16.165.65,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-09T00:28:00Z,automated_cron,N/A,failed,sre-user,SEC-2024-1309,CVE-2024-6387 remediation — pending patch
host-p0311.internal.example.com,10.17.97.13,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T15:23:00Z,automated_cron,N/A,failed,sre-user,SEC-2024-1310,CVE-2024-6387 remediation — pending patch
host-p0312.internal.example.com,10.2.201.173,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T12:22:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1311,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0313.internal.example.com,10.40.163.88,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T15:17:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1312,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0314.internal.example.com,10.45.237.102,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T05:08:00Z,ansible_playbook,openssh-9.8p1,patched,alice.wang,SEC-2024-1313,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0315.internal.example.com,10.37.49.189,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-04T19:37:00Z,dnf_update,N/A,pending,ansible-automation,SEC-2024-1314,CVE-2024-6387 remediation — pending patch
host-p0316.internal.example.com,10.20.156.220,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T15:45:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1315,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0317.internal.example.com,10.73.5.201,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T11:14:00Z,manual,N/A,failed,sre-user,SEC-2024-1316,CVE-2024-6387 remediation — pending patch
host-p0318.internal.example.com,10.70.213.92,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T04:19:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1317,CVE-2024-6387 remediation — pending patch
host-p0319.internal.example.com,10.49.146.196,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T02:14:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1318,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0320.internal.example.com,10.55.115.77,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T17:00:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1319,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0321.internal.example.com,10.68.7.185,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-04T04:27:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1320,CVE-2024-6387 remediation — pending patch
host-p0322.internal.example.com,10.53.142.118,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T13:21:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1321,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0323.internal.example.com,10.67.222.78,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T00:28:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1322,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0324.internal.example.com,10.65.30.149,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T00:55:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1323,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0325.internal.example.com,10.5.51.62,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T02:50:00Z,automated_cron,openssh-9.8p1,patched,bob.zhang,SEC-2024-1324,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0326.internal.example.com,10.52.71.157,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T06:13:00Z,dnf_update,N/A,failed,bob.zhang,SEC-2024-1325,CVE-2024-6387 remediation — pending patch
host-p0327.internal.example.com,10.23.69.164,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-07T06:56:00Z,automated_cron,N/A,failed,alice.wang,SEC-2024-1326,CVE-2024-6387 remediation — pending patch
host-p0328.internal.example.com,10.78.47.251,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T01:46:00Z,manual,openssh-9.8p1,patched,sre-user,SEC-2024-1327,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0329.internal.example.com,10.77.68.226,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T22:59:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1328,CVE-2024-6387 remediation — pending patch
host-p0330.internal.example.com,10.43.32.86,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-06T07:18:00Z,dnf_update,N/A,pending,alice.wang,SEC-2024-1329,CVE-2024-6387 remediation — pending patch
host-p0331.internal.example.com,10.62.26.42,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T05:59:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1330,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0332.internal.example.com,10.31.20.209,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T18:12:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1331,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0333.internal.example.com,10.38.109.59,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T21:16:00Z,ansible_playbook,openssh-9.8p1,patched,alice.wang,SEC-2024-1332,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0334.internal.example.com,10.10.222.228,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T23:49:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1333,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0335.internal.example.com,10.65.42.136,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T16:40:00Z,automated_cron,N/A,failed,sre-user,SEC-2024-1334,CVE-2024-6387 remediation — pending patch
host-p0336.internal.example.com,10.53.60.63,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T08:04:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1335,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0337.internal.example.com,10.41.187.94,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-03T01:11:00Z,dnf_update,N/A,pending,bob.zhang,SEC-2024-1336,CVE-2024-6387 remediation — pending patch
host-p0338.internal.example.com,10.48.169.31,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T16:53:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1337,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0339.internal.example.com,10.65.173.8,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-03T11:38:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1338,CVE-2024-6387 remediation — pending patch
host-p0340.internal.example.com,10.16.33.36,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T20:29:00Z,manual,N/A,pending,bob.zhang,SEC-2024-1339,CVE-2024-6387 remediation — pending patch
host-s0341.internal.example.com,10.14.236.198,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T13:06:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1340,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0342.internal.example.com,10.57.144.246,staging,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T19:57:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1341,CVE-2024-6387 remediation — pending patch
host-s0343.internal.example.com,10.57.171.60,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T16:23:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1342,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0344.internal.example.com,10.18.151.18,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T04:34:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1343,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0345.internal.example.com,10.40.66.252,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T01:49:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1344,CVE-2024-6387 remediation — pending patch
host-s0346.internal.example.com,10.30.186.104,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-04T14:50:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1345,CVE-2024-6387 remediation — pending patch
host-s0347.internal.example.com,10.29.55.94,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T02:35:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1346,CVE-2024-6387 remediation — pending patch
host-s0348.internal.example.com,10.12.39.49,staging,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T03:50:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1347,CVE-2024-6387 remediation — pending patch
host-s0349.internal.example.com,10.19.200.253,staging,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T05:22:00Z,automated_cron,openssh-9.8p1,patched,alice.wang,SEC-2024-1348,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0350.internal.example.com,10.75.194.61,staging,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T19:50:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1349,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0351.internal.example.com,10.45.110.197,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-07T12:17:00Z,manual,N/A,failed,alice.wang,SEC-2024-1350,CVE-2024-6387 remediation — pending patch
host-s0352.internal.example.com,10.46.212.83,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T17:44:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1351,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0353.internal.example.com,10.11.64.48,staging,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T02:41:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1352,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0354.internal.example.com,10.36.194.201,staging,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T20:03:00Z,manual,openssh-9.8p1,patched,sre-user,SEC-2024-1353,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0355.internal.example.com,10.20.29.213,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T23:46:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1354,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0356.internal.example.com,10.29.127.73,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T23:21:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1355,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0357.internal.example.com,10.8.66.40,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T04:14:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1356,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0358.internal.example.com,10.52.229.153,staging,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T01:10:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1357,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0359.internal.example.com,10.26.252.212,staging,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T06:37:00Z,dnf_update,N/A,failed,sre-user,SEC-2024-1358,CVE-2024-6387 remediation — pending patch
host-s0360.internal.example.com,10.35.92.27,staging,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T04:39:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1359,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0361.internal.example.com,10.38.214.249,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T02:48:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1360,CVE-2024-6387 remediation — pending patch
host-s0362.internal.example.com,10.4.6.229,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T03:11:00Z,manual,openssh-9.8p1,patched,alice.wang,SEC-2024-1361,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0363.internal.example.com,10.74.241.235,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T07:30:00Z,ansible_playbook,openssh-9.8p1,patched,sre-user,SEC-2024-1362,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0364.internal.example.com,10.55.244.108,staging,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T04:42:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1363,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0365.internal.example.com,10.48.82.45,staging,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-03T04:16:00Z,automated_cron,N/A,failed,alice.wang,SEC-2024-1364,CVE-2024-6387 remediation — pending patch
host-d0366.internal.example.com,10.20.254.199,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-05T12:26:00Z,automated_cron,openssh-9.8p1,patched,bob.zhang,SEC-2024-1365,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0367.internal.example.com,10.25.18.169,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T16:08:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1366,CVE-2024-6387 remediation — pending patch
host-d0368.internal.example.com,10.4.35.31,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-03T05:39:00Z,dnf_update,N/A,failed,ansible-automation,SEC-2024-1367,CVE-2024-6387 remediation — pending patch
host-d0369.internal.example.com,10.15.74.86,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T00:54:00Z,manual,openssh-9.8p1,patched,sre-user,SEC-2024-1368,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0370.internal.example.com,10.47.122.32,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T21:55:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1369,CVE-2024-6387 remediation — pending patch
host-d0371.internal.example.com,10.76.27.4,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T09:44:00Z,ansible_playbook,openssh-9.8p1,patched,bob.zhang,SEC-2024-1370,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0372.internal.example.com,10.33.37.211,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T15:19:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1371,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0373.internal.example.com,10.4.6.250,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-05T16:27:00Z,ansible_playbook,N/A,failed,ansible-automation,SEC-2024-1372,CVE-2024-6387 remediation — pending patch
host-d0374.internal.example.com,10.16.153.42,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T01:45:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1373,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0375.internal.example.com,10.72.223.147,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T05:48:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1374,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0376.internal.example.com,10.13.121.142,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T14:18:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1375,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0377.internal.example.com,10.1.242.244,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-07T05:11:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1376,CVE-2024-6387 remediation — pending patch
host-d0378.internal.example.com,10.71.205.236,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-03T15:49:00Z,ansible_playbook,N/A,pending,ansible-automation,SEC-2024-1377,CVE-2024-6387 remediation — pending patch
host-d0379.internal.example.com,10.30.243.37,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-08T11:05:00Z,dnf_update,N/A,pending,ansible-automation,SEC-2024-1378,CVE-2024-6387 remediation — pending patch
host-d0380.internal.example.com,10.58.126.126,dev,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-03T23:06:00Z,automated_cron,N/A,failed,ansible-automation,SEC-2024-1379,CVE-2024-6387 remediation — pending patch
host-d0381.internal.example.com,10.72.156.189,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-07T17:06:00Z,manual,N/A,failed,ansible-automation,SEC-2024-1380,CVE-2024-6387 remediation — pending patch
host-d0382.internal.example.com,10.73.168.129,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T10:53:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1381,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0383.internal.example.com,10.53.204.248,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T13:20:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1382,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0384.internal.example.com,10.30.58.65,dev,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-06T23:07:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1383,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0385.internal.example.com,10.79.171.79,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T16:53:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1384,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0386.internal.example.com,10.14.149.145,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T12:17:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1385,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0387.internal.example.com,10.33.177.235,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T06:09:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1386,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0388.internal.example.com,10.15.127.115,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T07:26:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1387,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0389.internal.example.com,10.68.63.197,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T20:54:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1388,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0390.internal.example.com,10.79.121.86,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T11:01:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1389,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0391.internal.example.com,10.7.216.222,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T00:11:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1390,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0392.internal.example.com,10.46.13.231,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T14:51:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1391,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0393.internal.example.com,10.57.130.201,dev,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T14:13:00Z,automated_cron,openssh-9.8p1,patched,ansible-automation,SEC-2024-1392,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0394.internal.example.com,10.79.39.219,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T11:44:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1393,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0395.internal.example.com,10.62.168.16,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T01:14:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1394,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0396.internal.example.com,10.66.79.228,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T08:56:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1395,CVE-2024-6387 remediation — pending patch
host-d0397.internal.example.com,10.73.201.253,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T16:19:00Z,dnf_update,N/A,pending,ansible-automation,SEC-2024-1396,CVE-2024-6387 remediation — pending patch
host-d0398.internal.example.com,10.79.39.166,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T21:18:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1397,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0399.internal.example.com,10.33.234.10,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T14:54:00Z,manual,N/A,failed,sre-user,SEC-2024-1398,CVE-2024-6387 remediation — pending patch
host-d0400.internal.example.com,10.72.87.208,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-05T04:57:00Z,dnf_update,N/A,pending,alice.wang,SEC-2024-1399,CVE-2024-6387 remediation — pending patch
host-p0401.internal.example.com,10.16.205.116,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-08T13:09:00Z,ansible_playbook,N/A,failed,alice.wang,SEC-2024-1400,CVE-2024-6387 remediation — pending patch
host-p0402.internal.example.com,10.21.248.185,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T08:57:00Z,dnf_update,N/A,failed,sre-user,SEC-2024-1401,CVE-2024-6387 remediation — pending patch
