txn_id,order_id,txn_date,txn_type,amount_usd,card_last4,gateway_ref,acquirer_code,response_code,auth_code,arn,is_disputed
TXN-594964,NW-2026-02-C877,2026-04-19,refund,216.14,1347,GW-8670434,5031,05,AUTH627987,ARN53071548575,Y
TXN-861216,NW-2026-02-A698,2026-02-27,capture,465.69,1534,GW-7368343,1535,00,AUTH138311,ARN54492282135,N
TXN-486724,NW-2026-03-I745,2026-02-26,chargeback,245.20,6928,GW-9643724,9853,54,AUTH178485,ARN58350834606,N
TXN-494566,NW-2026-03-G774,2026-04-05,capture,357.27,5789,GW-6286562,2776,05,AUTH625020,ARN38075806838,Y
TXN-568819,NW-2026-04-B733,2026-03-04,refund,442.97,7911,GW-9129142,8181,00,AUTH589529,ARN68613934607,N
TXN-252079,NW-2026-04-H621,2026-04-19,auth,201.11,7474,GW-9621695,1750,14,AUTH522489,ARN11631444297,N
TXN-159833,NW-2026-04-A356,2026-03-12,chargeback,62.77,2159,GW-7071880,1353,54,AUTH725246,ARN24867943092,Y
TXN-208805,NW-2026-03-H918,2026-04-28,refund,273.01,6602,GW-2191401,5388,51,AUTH534519,ARN40848313163,N
TXN-328098,NW-2026-02-A727,2026-02-25,reversal,36.44,4717,GW-4200314,8098,51,AUTH883234,ARN50832465588,N
TXN-908043,NW-2026-04-F868,2026-03-15,auth,77.47,7565,GW-5776075,7737,05,AUTH668576,ARN39801391433,N
TXN-876624,NW-2026-03-D916,2026-02-02,refund,466.93,7240,GW-8625927,1160,00,AUTH844703,ARN99483739364,Y
TXN-806458,NW-2026-02-B472,2026-04-15,chargeback,213.86,4262,GW-5884517,2687,14,AUTH686870,ARN23424455509,N
TXN-564145,NW-2026-02-G749,2026-02-24,reversal,457.83,5797,GW-5957381,1767,14,AUTH819753,ARN99536241082,Y
TXN-792097,NW-2026-03-D741,2026-03-16,capture,61.55,2354,GW-5687064,5561,05,AUTH329538,ARN26863864038,N
TXN-882513,NW-2026-04-K712,2026-02-14,chargeback,258.70,1105,GW-2323479,5508,51,AUTH714952,ARN85606034307,N
TXN-447232,NW-2026-04-J447,2026-02-27,capture,366.84,2455,GW-7927987,1323,54,AUTH128206,ARN45035208990,N
TXN-126906,NW-2026-03-H268,2026-02-18,reversal,266.56,8051,GW-3502048,3389,54,AUTH729492,ARN37564894707,N
TXN-965561,NW-2026-03-D659,2026-04-05,capture,380.35,5984,GW-7895115,6338,51,AUTH490654,ARN63307486540,Y
TXN-673453,NW-2026-04-G534,2026-04-14,auth,235.38,8798,GW-9270412,7042,51,AUTH321102,ARN29469815698,Y
TXN-684853,NW-2026-04-E446,2026-02-08,auth,258.31,9281,GW-9182528,9081,51,AUTH524676,ARN82797325980,N
TXN-207922,NW-2026-02-J629,2026-04-15,refund,87.74,7997,GW-7240707,5346,57,AUTH346659,ARN22686074772,N
TXN-631534,NW-2026-03-H932,2026-04-10,chargeback,65.21,1805,GW-4133369,1393,54,AUTH891478,ARN24051026054,N
TXN-665123,NW-2026-04-F932,2026-04-04,chargeback,470.15,3572,GW-6527112,3490,51,AUTH225695,ARN87271263436,N
TXN-744890,NW-2026-02-D480,2026-04-26,auth,403.60,6166,GW-2529831,9738,00,AUTH497323,ARN49297326869,N
TXN-810238,NW-2026-04-D860,2026-03-20,chargeback,32.38,1931,GW-5731331,1144,57,AUTH268956,ARN13325710638,Y
TXN-334214,NW-2026-03-F323,2026-04-22,reversal,191.08,3310,GW-8944115,4186,57,AUTH793993,ARN51690207913,N
TXN-807987,NW-2026-03-A275,2026-02-07,refund,130.39,6363,GW-4677141,2491,00,AUTH296133,ARN49206293364,N
TXN-381653,NW-2026-02-E531,2026-03-25,auth,12.53,6640,GW-4325030,5500,54,AUTH185311,ARN43638731611,N
TXN-928044,NW-2026-02-J637,2026-03-14,refund,482.48,8719,GW-4641487,8817,00,AUTH826969,ARN46192209819,N
TXN-537619,NW-2026-04-D739,2026-02-05,reversal,465.88,7666,GW-8599178,9752,57,AUTH614538,ARN33770747871,N
TXN-723357,NW-2026-03-C865,2026-02-20,capture,138.90,5222,GW-6831534,4224,05,AUTH455982,ARN76246493467,N
TXN-652389,NW-2026-04-I275,2026-02-14,chargeback,207.53,9914,GW-2521836,3871,05,AUTH422832,ARN25973270328,N
TXN-468672,NW-2026-03-H653,2026-03-14,reversal,20.77,5497,GW-5294472,3254,54,AUTH561457,ARN57055740661,N
TXN-531359,NW-2026-04-H474,2026-03-18,chargeback,70.06,6509,GW-9556156,8052,54,AUTH541919,ARN57765419154,N
TXN-540214,NW-2026-02-J939,2026-04-20,reversal,13.20,3578,GW-5136463,2525,14,AUTH179014,ARN96633683122,Y
TXN-112185,NW-2026-02-A766,2026-03-23,capture,31.75,7295,GW-2621562,2578,00,AUTH387657,ARN71875507577,N
TXN-678292,NW-2026-03-A243,2026-02-11,reversal,70.71,1717,GW-1783419,3681,54,AUTH742709,ARN39445303428,N
TXN-260037,NW-2026-04-D570,2026-02-24,refund,163.29,5498,GW-4937625,1382,57,AUTH425242,ARN28393663199,N
TXN-323379,NW-2026-04-H896,2026-03-10,reversal,205.07,1524,GW-5218518,3895,57,AUTH171106,ARN93027667651,N
TXN-975966,NW-2026-02-D376,2026-03-02,capture,21.12,5614,GW-6127769,8137,57,AUTH907506,ARN46669596319,N
TXN-564518,NW-2026-03-A879,2026-03-20,auth,355.48,5460,GW-6384433,5990,57,AUTH168234,ARN80795921639,Y
TXN-481519,NW-2026-02-J636,2026-04-07,refund,151.88,8253,GW-7822720,5864,00,AUTH889616,ARN23484119206,Y
TXN-844314,NW-2026-04-H732,2026-03-21,chargeback,373.93,5888,GW-8607449,4888,51,AUTH803414,ARN17189731455,Y
TXN-107367,NW-2026-04-A135,2026-02-11,auth,159.31,6660,GW-4673995,3268,51,AUTH863959,ARN80842082972,N
TXN-532295,NW-2026-04-I698,2026-03-23,auth,267.55,8402,GW-7340800,2029,51,AUTH541691,ARN63260796434,Y
TXN-440935,NW-2026-04-G555,2026-03-17,chargeback,329.82,4758,GW-7025731,8149,05,AUTH751747,ARN17245316838,N
TXN-895091,NW-2026-02-C676,2026-03-27,capture,488.22,2173,GW-4799946,5331,54,AUTH682774,ARN95699889872,N
TXN-459215,NW-2026-04-G474,2026-03-18,auth,361.96,7483,GW-5498341,6256,00,AUTH674315,ARN10402564338,N
TXN-419245,NW-2026-02-F493,2026-02-16,auth,134.11,5116,GW-7962197,1129,05,AUTH203797,ARN77510001716,N
TXN-210910,NW-2026-04-J385,2026-03-21,capture,178.92,2554,GW-2042241,5849,05,AUTH843832,ARN22884017760,N
TXN-280352,NW-2026-03-F375,2026-04-22,reversal,90.59,8808,GW-1112373,9489,57,AUTH868573,ARN14833123513,N
TXN-402337,NW-2026-03-C360,2026-02-27,refund,121.61,4327,GW-1491370,2923,14,AUTH835921,ARN71450377151,N
TXN-766108,NW-2026-02-H537,2026-02-28,auth,237.59,6017,GW-5312945,9704,14,AUTH690302,ARN12595839853,N
TXN-606312,NW-2026-04-G712,2026-02-07,auth,311.62,1268,GW-7400205,3773,51,AUTH617176,ARN93250590195,Y
TXN-251049,NW-2026-03-J794,2026-03-04,refund,38.16,1949,GW-6079545,1463,00,AUTH977194,ARN35699334395,N
TXN-665435,NW-2026-03-D801,2026-03-28,chargeback,208.01,2991,GW-3294946,4365,14,AUTH709234,ARN39730266508,N
TXN-271815,NW-2026-02-A915,2026-04-16,refund,332.22,3947,GW-6786006,5724,57,AUTH519993,ARN33873580237,N
TXN-534793,NW-2026-04-K738,2026-04-03,capture,476.06,3422,GW-3993355,7794,00,AUTH520780,ARN10656141373,N
TXN-183461,NW-2026-04-F456,2026-02-02,refund,386.29,8492,GW-1414369,9826,57,AUTH815746,ARN70592427634,N
TXN-376532,NW-2026-02-J477,2026-02-16,capture,37.64,1419,GW-2559045,5718,57,AUTH324620,ARN59142315453,N
TXN-477518,NW-2026-02-D400,2026-03-15,chargeback,428.45,9280,GW-3869807,8588,51,AUTH370362,ARN67345119892,N
TXN-279300,NW-2026-04-C903,2026-02-06,capture,208.29,4059,GW-7081262,7566,54,AUTH114386,ARN38311460703,N
TXN-244437,NW-2026-04-K590,2026-02-04,refund,59.17,8843,GW-7037275,7264,51,AUTH294851,ARN67897743187,Y
TXN-156875,NW-2026-03-F620,2026-02-02,chargeback,136.14,9949,GW-3763108,2377,00,AUTH674468,ARN73181159881,N
TXN-791837,NW-2026-02-G683,2026-04-01,chargeback,78.82,4386,GW-1857861,9247,54,AUTH398004,ARN30959845917,N
TXN-796752,NW-2026-04-J992,2026-02-17,capture,150.38,2257,GW-9903562,4600,51,AUTH191221,ARN12556334134,N
TXN-258158,NW-2026-04-H333,2026-02-22,auth,273.30,3326,GW-5954444,5172,05,AUTH887075,ARN23116324211,N
TXN-857725,NW-2026-04-K367,2026-02-03,chargeback,451.60,4275,GW-5788357,8692,05,AUTH437961,ARN34759253982,N
TXN-659600,NW-2026-02-J313,2026-04-17,capture,29.86,7908,GW-6053298,3358,57,AUTH884936,ARN95320768159,Y
TXN-333919,NW-2026-04-A135,2026-03-01,auth,371.03,1784,GW-5638994,6179,57,AUTH373713,ARN98503749178,Y
TXN-188699,NW-2026-03-E748,2026-02-13,chargeback,345.43,5222,GW-1492585,9309,57,AUTH243841,ARN29923149042,Y
TXN-853928,NW-2026-03-H166,2026-02-25,chargeback,223.92,3214,GW-2627021,7058,51,AUTH371446,ARN74379695087,N
TXN-395630,NW-2026-02-K102,2026-03-21,chargeback,472.44,3212,GW-5123950,8604,14,AUTH485759,ARN69916439293,N
TXN-872652,NW-2026-04-K263,2026-04-17,refund,181.95,3151,GW-4048813,2843,05,AUTH770118,ARN25317160570,N
TXN-453277,NW-2026-03-J187,2026-04-03,capture,361.30,7403,GW-7979391,2558,51,AUTH592272,ARN49078252511,N
TXN-627129,NW-2026-04-B938,2026-03-26,auth,475.13,5833,GW-2629560,9770,51,AUTH727541,ARN96221595558,N
TXN-358145,NW-2026-04-E263,2026-04-05,chargeback,368.12,4436,GW-6807037,1160,14,AUTH683559,ARN10546759449,N
TXN-557365,NW-2026-04-E499,2026-03-19,reversal,11.23,1583,GW-3337259,1661,00,AUTH399217,ARN51256236132,Y
TXN-166439,NW-2026-02-I150,2026-02-20,capture,78.12,9336,GW-4188755,5509,54,AUTH567417,ARN49782067052,N
TXN-491364,NW-2026-04-K845,2026-02-19,reversal,57.57,5403,GW-6362088,3640,05,AUTH481075,ARN44013308572,Y
TXN-897176,NW-2026-03-G208,2026-03-12,refund,426.71,7794,GW-8990773,4252,51,AUTH359299,ARN45237367688,N
TXN-354368,NW-2026-03-I410,2026-02-07,capture,171.51,3519,GW-4573892,1171,00,AUTH230558,ARN66748173760,N
TXN-860850,NW-2026-02-A668,2026-03-14,refund,192.57,7020,GW-1815436,4638,57,AUTH939085,ARN73557224818,Y
TXN-564748,NW-2026-03-K872,2026-02-09,chargeback,224.44,1554,GW-2007387,5412,54,AUTH298734,ARN64521634245,Y
TXN-641904,NW-2026-03-C789,2026-04-17,reversal,303.57,5023,GW-5349120,7883,05,AUTH733513,ARN15595897093,N
TXN-144014,NW-2026-03-A712,2026-03-14,auth,418.44,1888,GW-2773587,5664,00,AUTH335626,ARN11568523653,Y
TXN-154936,NW-2026-04-F985,2026-03-12,chargeback,96.06,9151,GW-7774868,9300,54,AUTH384908,ARN63163358163,N
TXN-755732,NW-2026-02-J418,2026-04-13,auth,378.77,1696,GW-3502182,9389,05,AUTH454729,ARN74464944776,Y
TXN-754118,NW-2026-02-B323,2026-02-02,chargeback,461.46,3656,GW-8117293,2585,57,AUTH621385,ARN69931021402,N
TXN-904979,NW-2026-02-G291,2026-03-02,refund,305.19,1373,GW-6787221,9915,00,AUTH448292,ARN14088177058,N
TXN-219346,NW-2026-04-G682,2026-02-20,capture,421.85,2411,GW-3835329,4513,51,AUTH408603,ARN81306608877,N
TXN-652406,NW-2026-04-J853,2026-02-09,reversal,162.61,4010,GW-8964821,6927,05,AUTH912832,ARN11529639804,N
TXN-811574,NW-2026-02-C851,2026-03-03,reversal,238.98,4482,GW-1323861,3688,05,AUTH865100,ARN99337378333,Y
TXN-858986,NW-2026-03-E517,2026-02-20,capture,112.77,9317,GW-6866068,5810,57,AUTH476245,ARN85196011774,N
TXN-731745,NW-2026-04-J119,2026-04-09,refund,293.12,9257,GW-5273941,1228,00,AUTH869909,ARN80381920694,N
TXN-527809,NW-2026-03-C147,2026-03-25,capture,409.93,9975,GW-8986261,5457,54,AUTH877567,ARN29892236281,Y
TXN-749178,NW-2026-03-K126,2026-04-27,auth,378.09,6212,GW-6102802,4994,57,AUTH783770,ARN31692571800,N
TXN-262732,NW-2026-03-J473,2026-02-06,chargeback,306.04,9918,GW-9591564,1442,05,AUTH977707,ARN36738480416,N
TXN-118394,NW-2026-03-B767,2026-04-07,capture,387.48,8751,GW-4095768,6423,57,AUTH495201,ARN89975869093,N
TXN-621256,NW-2026-04-B948,2026-03-01,chargeback,129.57,3098,GW-8120387,4912,51,AUTH504714,ARN64852349408,N
TXN-505164,NW-2026-04-D636,2026-02-06,auth,159.79,3032,GW-3463398,4980,51,AUTH673842,ARN16961584707,N
TXN-532720,NW-2026-04-G728,2026-03-04,refund,406.76,9800,GW-8990417,1157,00,AUTH282861,ARN78837295933,N
TXN-540828,NW-2026-03-E293,2026-03-19,reversal,169.44,5254,GW-5978524,3988,54,AUTH533253,ARN61584613682,N
TXN-807843,NW-2026-03-F762,2026-03-16,capture,329.87,3513,GW-4384107,5928,51,AUTH473500,ARN55878983555,N
TXN-140235,NW-2026-03-E305,2026-03-26,refund,156.20,4716,GW-5962351,7131,54,AUTH490065,ARN27238311204,N
TXN-361520,NW-2026-03-H348,2026-02-09,auth,51.93,1897,GW-1975018,7244,05,AUTH829727,ARN83940823061,N
TXN-566182,NW-2026-04-B925,2026-04-04,refund,425.36,2530,GW-7284721,9512,54,AUTH111188,ARN53077218686,N
TXN-278717,NW-2026-04-K692,2026-02-20,capture,467.60,7683,GW-1694235,6586,54,AUTH509473,ARN35714878434,N
TXN-650068,NW-2026-02-J669,2026-02-25,chargeback,165.65,6715,GW-7485449,4719,51,AUTH719466,ARN58332929834,N
TXN-267477,NW-2026-04-D696,2026-04-12,refund,201.07,1947,GW-4491861,8582,54,AUTH665445,ARN34878957197,N
TXN-230662,NW-2026-03-K515,2026-04-15,refund,249.55,3333,GW-6545519,4852,57,AUTH146228,ARN43326829772,N
TXN-171093,NW-2026-02-D269,2026-04-24,refund,414.08,4377,GW-7066323,8617,14,AUTH336800,ARN20985884655,N
TXN-792689,NW-2026-03-D115,2026-04-04,auth,433.05,6510,GW-2849225,3988,51,AUTH327504,ARN77317974910,N
TXN-201152,NW-2026-03-E226,2026-03-21,refund,387.74,9111,GW-6479040,4064,14,AUTH131594,ARN52358616878,N
TXN-718637,NW-2026-03-F256,2026-02-11,reversal,480.87,1412,GW-2987541,3716,57,AUTH806395,ARN90500590661,N
TXN-454873,NW-2026-04-J316,2026-02-10,reversal,429.62,9890,GW-4279766,3656,51,AUTH130544,ARN47979951937,N
TXN-677328,NW-2026-04-A189,2026-03-05,reversal,410.45,3566,GW-2297830,7970,57,AUTH622893,ARN78532657402,N
TXN-971765,NW-2026-03-G250,2026-03-28,refund,342.56,9276,GW-4250678,4454,00,AUTH862171,ARN47525679929,N
TXN-639540,NW-2026-04-G354,2026-03-10,reversal,175.92,1452,GW-9742139,6397,00,AUTH652889,ARN47944051126,N
TXN-329143,NW-2026-03-A890,2026-03-28,auth,290.20,1467,GW-1221333,3819,14,AUTH630505,ARN28147217667,Y
TXN-183602,NW-2026-03-C446,2026-04-22,capture,182.96,4942,GW-1972913,6942,00,AUTH613823,ARN77575814748,N
TXN-941175,NW-2026-04-I453,2026-04-18,refund,316.90,8180,GW-7664291,5647,05,AUTH737013,ARN50501267199,N
TXN-895792,NW-2026-02-F419,2026-03-16,chargeback,37.27,8601,GW-1484519,5698,57,AUTH400915,ARN52935527060,N
TXN-274362,NW-2026-03-E556,2026-03-02,refund,16.71,1505,GW-5585408,3020,51,AUTH591610,ARN29994622392,N
TXN-223989,NW-2026-04-C731,2026-04-23,chargeback,389.54,6376,GW-3639767,2720,54,AUTH793534,ARN12564250867,N
TXN-402748,NW-2026-02-H478,2026-02-05,capture,404.57,3929,GW-2313582,5728,14,AUTH758149,ARN45082450399,N
TXN-764486,NW-2026-03-E659,2026-03-20,reversal,88.79,9031,GW-1737757,2580,05,AUTH280451,ARN43464574975,Y
TXN-397639,NW-2026-04-H882,2026-02-03,reversal,351.24,9153,GW-4772750,1925,05,AUTH853613,ARN58583946510,Y
TXN-317971,NW-2026-02-B789,2026-03-21,capture,336.74,3571,GW-2555174,6755,57,AUTH968450,ARN66112509287,N
TXN-640894,NW-2026-03-K429,2026-03-22,refund,357.64,3203,GW-9989278,3082,57,AUTH233511,ARN87888650781,N
TXN-283275,NW-2026-02-C623,2026-04-14,reversal,407.35,9563,GW-9548097,4410,51,AUTH313829,ARN84083893756,N
TXN-380033,NW-2026-04-E387,2026-03-17,refund,438.10,9658,GW-1652350,3345,00,AUTH778745,ARN86335444626,N
TXN-689882,NW-2026-04-F156,2026-03-13,capture,264.20,8824,GW-7295104,2682,51,AUTH859676,ARN95749323198,N
TXN-408675,NW-2026-03-F787,2026-03-12,chargeback,456.69,2989,GW-6569399,8974,05,AUTH246312,ARN58404288339,N
TXN-426615,NW-2026-02-I529,2026-02-01,refund,244.80,1905,GW-2413881,1910,14,AUTH511368,ARN30732170939,Y
TXN-815143,NW-2026-04-C409,2026-04-04,reversal,50.17,2863,GW-8594871,5372,00,AUTH280236,ARN96553946335,N
TXN-585375,NW-2026-04-H137,2026-02-09,reversal,90.81,2533,GW-8219229,6341,05,AUTH183052,ARN91183251443,N
TXN-408951,NW-2026-03-C973,2026-04-05,refund,212.95,2619,GW-2169509,2602,54,AUTH990511,ARN28556418726,N
TXN-504850,NW-2026-03-D300,2026-02-09,refund,291.80,3319,GW-4570714,8221,05,AUTH815102,ARN43332759998,Y
TXN-282280,NW-2026-04-A967,2026-03-09,chargeback,381.71,2487,GW-7644115,7589,05,AUTH138758,ARN61332984725,Y
TXN-734404,NW-2026-03-J194,2026-02-14,chargeback,396.77,8577,GW-7118990,2192,57,AUTH769431,ARN28377197085,Y
TXN-813929,NW-2026-04-E681,2026-02-17,auth,293.29,5350,GW-7296786,7422,54,AUTH732406,ARN82788909379,N
TXN-990251,NW-2026-04-C358,2026-03-03,chargeback,99.68,4603,GW-7920448,7033,05,AUTH145478,ARN56832431211,N
TXN-640755,NW-2026-02-A884,2026-02-04,reversal,19.86,8939,GW-1191285,8585,54,AUTH919176,ARN74694369144,N
TXN-374673,NW-2026-04-F736,2026-03-03,chargeback,449.42,8165,GW-1508027,3761,51,AUTH749762,ARN92557599766,N
TXN-307921,NW-2026-03-F304,2026-02-06,auth,465.12,3102,GW-3781829,9563,05,AUTH836678,ARN77144248026,N
TXN-489737,NW-2026-02-K841,2026-04-26,reversal,351.30,6636,GW-9107352,2270,57,AUTH628350,ARN45162005672,N
TXN-725919,NW-2026-02-C996,2026-04-15,chargeback,43.31,8564,GW-3183644,3468,54,AUTH696150,ARN66658884517,N
TXN-834992,NW-2026-04-A744,2026-03-21,chargeback,89.75,1540,GW-1944983,1933,14,AUTH879933,ARN53514483910,N
TXN-886483,NW-2026-03-F554,2026-03-10,capture,26.28,6374,GW-3981827,4390,00,AUTH386392,ARN93226965516,Y
TXN-645236,NW-2026-04-K152,2026-02-09,chargeback,21.06,6044,GW-6671702,7998,05,AUTH598629,ARN79297709940,N
TXN-813472,NW-2026-04-K409,2026-02-05,chargeback,387.84,6804,GW-5761813,4397,05,AUTH788569,ARN14978140349,N
TXN-182376,NW-2026-02-B611,2026-04-15,reversal,220.56,4028,GW-4760972,4095,14,AUTH477967,ARN56271704188,Y
TXN-149960,NW-2026-04-H700,2026-03-08,reversal,203.01,7426,GW-1313687,4587,14,AUTH822723,ARN58812652394,N
TXN-404556,NW-2026-04-I479,2026-02-04,chargeback,323.00,5040,GW-5030789,2115,57,AUTH120527,ARN36658150782,N
TXN-176129,NW-2026-03-B299,2026-03-04,refund,80.59,6496,GW-9962487,8389,51,AUTH744195,ARN14789463390,N
TXN-372544,NW-2026-03-B511,2026-03-27,refund,48.50,2528,GW-8720753,3201,57,AUTH855401,ARN45980623004,Y
TXN-329794,NW-2026-02-C689,2026-03-27,chargeback,129.53,9977,GW-2420633,2271,57,AUTH741246,ARN66565088448,N
TXN-774982,NW-2026-02-H509,2026-02-15,reversal,411.08,3491,GW-1694623,3464,00,AUTH208699,ARN70330635753,N
TXN-242163,NW-2026-03-I580,2026-03-17,capture,369.88,4362,GW-2869572,5927,00,AUTH136899,ARN19343793522,N
TXN-286503,NW-2026-02-E441,2026-02-16,auth,310.61,1587,GW-7629665,5652,00,AUTH831736,ARN11084144711,N
TXN-963773,NW-2026-02-F453,2026-02-07,chargeback,467.89,4670,GW-7260475,2433,51,AUTH525039,ARN97572773518,Y
TXN-692424,NW-2026-04-A592,2026-02-24,capture,130.70,6344,GW-9582749,5098,05,AUTH343362,ARN37494413502,N
TXN-209766,NW-2026-04-I555,2026-04-25,auth,309.21,4863,GW-6407566,5631,14,AUTH896833,ARN47960442258,N
TXN-761302,NW-2026-04-E675,2026-03-07,refund,211.59,4366,GW-8243819,5861,05,AUTH938347,ARN37865864581,Y
TXN-252175,NW-2026-03-D371,2026-02-17,reversal,36.60,6559,GW-9930912,9460,54,AUTH203081,ARN26233353888,N
TXN-733710,NW-2026-03-K208,2026-04-19,chargeback,84.52,9654,GW-2938949,6829,05,AUTH589084,ARN85295304949,N
TXN-915900,NW-2026-03-K964,2026-04-06,reversal,481.48,7790,GW-3237735,6681,57,AUTH774009,ARN24421385114,N
TXN-271688,NW-2026-03-F390,2026-04-06,chargeback,478.68,6576,GW-4072568,5462,00,AUTH546729,ARN62689768543,Y
TXN-829769,NW-2026-02-F863,2026-03-24,auth,376.29,3144,GW-8150219,5584,54,AUTH749761,ARN11648329440,N
TXN-334966,NW-2026-02-C379,2026-02-08,refund,391.19,6726,GW-8408960,2053,54,AUTH346366,ARN70561530713,N
TXN-245939,NW-2026-03-F909,2026-04-21,reversal,191.64,6287,GW-4627126,4983,05,AUTH969234,ARN66769706926,Y
TXN-672193,NW-2026-04-J207,2026-03-21,auth,310.26,7088,GW-8831592,2271,57,AUTH333306,ARN79135819692,Y
TXN-551544,NW-2026-03-D685,2026-03-23,chargeback,323.56,6626,GW-2075692,2470,00,AUTH282076,ARN13422507084,N
TXN-375644,NW-2026-02-J785,2026-04-09,reversal,364.58,6434,GW-2431043,3724,54,AUTH367446,ARN68648604705,N
TXN-139187,NW-2026-03-I744,2026-04-11,capture,329.40,9249,GW-5092914,5159,57,AUTH192587,ARN17135817920,N
TXN-819527,NW-2026-03-C148,2026-04-28,auth,456.93,6978,GW-6891562,8670,57,AUTH383555,ARN78883490653,Y
TXN-278489,NW-2026-03-E705,2026-03-11,chargeback,435.58,3155,GW-4493780,6720,00,AUTH661933,ARN20921462038,N
TXN-839060,NW-2026-02-D758,2026-03-11,reversal,402.40,4288,GW-4448098,3992,57,AUTH497968,ARN75956449611,N
TXN-552507,NW-2026-02-H243,2026-04-03,auth,93.69,8642,GW-6992359,1498,05,AUTH787231,ARN59952860895,Y
TXN-601057,NW-2026-03-F107,2026-02-26,auth,390.75,6375,GW-8814825,5990,51,AUTH421284,ARN80394943851,N
TXN-562079,NW-2026-04-G846,2026-04-09,refund,220.28,2892,GW-7081162,5702,00,AUTH292270,ARN97283994210,Y
TXN-217077,NW-2026-03-A286,2026-03-14,capture,498.46,6543,GW-4541069,2326,14,AUTH249419,ARN79895524421,Y
TXN-532987,NW-2026-02-H463,2026-04-03,reversal,245.32,2106,GW-1090663,4292,54,AUTH944974,ARN18618912027,Y
TXN-546287,NW-2026-02-A880,2026-03-09,reversal,270.76,9660,GW-8149592,3690,05,AUTH886216,ARN83497388897,Y
TXN-218476,NW-2026-02-A904,2026-02-26,capture,223.07,3415,GW-6733569,2892,51,AUTH732208,ARN65435338222,N
TXN-360297,NW-2026-03-C614,2026-02-13,refund,355.98,7168,GW-2491787,7786,54,AUTH516420,ARN49917402529,N
TXN-391718,NW-2026-03-K752,2026-04-11,reversal,44.88,5876,GW-4339193,3756,51,AUTH868087,ARN72540314743,Y
TXN-292326,NW-2026-02-C287,2026-02-14,capture,137.89,3985,GW-1755755,8229,57,AUTH598693,ARN32559070531,Y
TXN-906787,NW-2026-02-I579,2026-04-06,auth,474.61,5126,GW-6436993,2845,54,AUTH984426,ARN15751439505,N
TXN-161123,NW-2026-02-K810,2026-03-02,refund,147.23,1273,GW-9752915,9446,51,AUTH737184,ARN38868024691,N
TXN-334312,NW-2026-02-J879,2026-02-20,refund,234.42,9097,GW-8787173,8308,54,AUTH657346,ARN45867186790,N
TXN-581172,NW-2026-02-K182,2026-02-21,chargeback,184.88,4826,GW-8118905,5680,14,AUTH361766,ARN34228105820,N
TXN-235119,NW-2026-02-J667,2026-03-14,reversal,222.37,6399,GW-8766515,7253,05,AUTH459254,ARN63041888229,N
TXN-208950,NW-2026-04-K816,2026-02-28,auth,201.28,5076,GW-8539592,3537,05,AUTH756975,ARN38490797368,Y
TXN-504552,NW-2026-03-I413,2026-02-11,auth,33.68,8689,GW-1285963,6099,57,AUTH199542,ARN23311354633,Y
TXN-383053,NW-2026-02-J246,2026-03-01,chargeback,444.96,5978,GW-8944968,2722,00,AUTH309488,ARN59967413789,N
TXN-799004,NW-2026-03-F524,2026-02-20,auth,121.73,4704,GW-3540270,1672,51,AUTH338836,ARN12112761823,Y
TXN-522947,NW-2026-04-G296,2026-04-12,refund,74.64,5776,GW-6708367,7551,14,AUTH633935,ARN80619481572,N
TXN-998626,NW-2026-04-E290,2026-02-05,chargeback,206.68,8206,GW-7219494,9045,57,AUTH615757,ARN85044405637,Y
TXN-334158,NW-2026-03-H722,2026-04-13,auth,191.23,4040,GW-4190972,6967,51,AUTH783946,ARN41141867755,N
TXN-813691,NW-2026-03-D456,2026-04-18,reversal,418.96,1770,GW-6382601,4201,54,AUTH853716,ARN89554912801,N
TXN-973621,NW-2026-03-H829,2026-04-16,capture,145.48,9200,GW-5759806,5296,14,AUTH930012,ARN29736680419,N
TXN-991849,NW-2026-04-J261,2026-03-10,auth,323.11,5136,GW-7117625,7852,57,AUTH176966,ARN41919320892,N
TXN-671060,NW-2026-02-B727,2026-02-12,chargeback,288.37,5646,GW-9208072,8381,00,AUTH205607,ARN95204989585,N
TXN-299647,NW-2026-03-E210,2026-03-03,capture,68.01,1421,GW-2608741,2916,51,AUTH204577,ARN73440090543,Y
TXN-807864,NW-2026-03-K207,2026-02-19,chargeback,101.73,3016,GW-6920388,5935,05,AUTH623197,ARN95675760986,N
TXN-275959,NW-2026-03-J454,2026-03-27,chargeback,210.99,2967,GW-2960510,4452,51,AUTH440637,ARN22821580047,N
TXN-361224,NW-2026-03-G237,2026-03-05,auth,135.16,8833,GW-6427696,3818,54,AUTH852279,ARN11795758698,N
TXN-384201,NW-2026-04-A355,2026-02-07,capture,240.00,8128,GW-9313184,8816,05,AUTH694955,ARN72390481196,N
TXN-960036,NW-2026-03-D972,2026-02-09,chargeback,279.03,3262,GW-4782287,6311,51,AUTH610088,ARN30129741223,N
TXN-791044,NW-2026-03-C479,2026-03-09,chargeback,393.73,5880,GW-7749119,5340,54,AUTH860935,ARN29894655600,N
TXN-514422,NW-2026-02-I230,2026-04-12,refund,477.39,6275,GW-9000698,9761,57,AUTH306357,ARN37253653120,Y
TXN-930668,NW-2026-02-F645,2026-04-26,reversal,144.44,8891,GW-9946344,3533,00,AUTH793480,ARN54278040088,N
