ticker,company_name,sector,listing_status,delisted_date,notes
KYSY,Alpha Holdings,Materials,ACTIVE,,active constituent
PEHU,Omega Holdings,Industrials,ACTIVE,,active constituent
ZNX,Alpha Inc,Real Estate,ACTIVE,,active constituent
NJH,Omega Group,Consumer Discretionary,ACTIVE,,active constituent
JQA,Delta Ltd,Consumer Discretionary,ACTIVE,,active constituent
XOU,Omega Group,Consumer Discretionary,DELISTED,2019-02-22,delisted — excluded from revised universe
FKHH,Omega Inc,Real Estate,ACTIVE,,active constituent
RNNL,Alpha Group,Technology,ACTIVE,,active constituent
JZYV,Alpha Corp,Materials,DELISTED,2020-09-04,delisted — excluded from revised universe
AU,Beta Corp,Utilities,ACTIVE,,active constituent
SOL,Gamma Corp,Communication Services,ACTIVE,,active constituent
YNRY,Gamma Corp,Utilities,ACTIVE,,active constituent
TWZ,Alpha Ltd,Financials,ACTIVE,,active constituent
LO,Omega Corp,Healthcare,ACTIVE,,active constituent
CO,Omega Inc,Energy,ACTIVE,,active constituent
ZKF,Gamma Ltd,Consumer Discretionary,ACTIVE,,active constituent
KTE,Gamma Inc,Communication Services,ACTIVE,,active constituent
IQLF,Alpha Inc,Energy,DELISTED,2019-12-07,delisted — excluded from revised universe
JPD,Alpha Ltd,Real Estate,ACTIVE,,active constituent
ORJP,Gamma Group,Technology,ACTIVE,,active constituent
MYTL,Alpha Holdings,Materials,ACTIVE,,active constituent
ZGAF,Gamma Ltd,Healthcare,ACTIVE,,active constituent
PCGG,Beta Holdings,Materials,ACTIVE,,active constituent
HP,Omega Inc,Technology,ACTIVE,,active constituent
EJG,Delta Corp,Materials,ACTIVE,,active constituent
VQ,Beta Holdings,Industrials,ACTIVE,,active constituent
GX,Omega Group,Industrials,ACTIVE,,active constituent
UICS,Delta Corp,Industrials,ACTIVE,,active constituent
WBQ,Beta Corp,Materials,ACTIVE,,active constituent
JHE,Beta Inc,Materials,ACTIVE,,active constituent
NNBE,Alpha Ltd,Materials,ACTIVE,,active constituent
RJY,Beta Group,Consumer Discretionary,DELISTED,2021-05-25,delisted — excluded from revised universe
BRGY,Beta Holdings,Consumer Discretionary,ACTIVE,,active constituent
PQHF,Alpha Ltd,Communication Services,ACTIVE,,active constituent
MXSY,Gamma Ltd,Energy,ACTIVE,,active constituent
OHLK,Beta Holdings,Energy,ACTIVE,,active constituent
GPDI,Alpha Inc,Utilities,DELISTED,2019-05-18,delisted — excluded from revised universe
CGYW,Delta Inc,Technology,DELISTED,2020-09-27,delisted — excluded from revised universe
OQS,Delta Corp,Financials,ACTIVE,,active constituent
XDMG,Gamma Ltd,Energy,ACTIVE,,active constituent
TKD,Omega Group,Healthcare,ACTIVE,,active constituent
XPXT,Omega Inc,Materials,ACTIVE,,active constituent
RRDL,Omega Inc,Utilities,ACTIVE,,active constituent
UI,Beta Holdings,Industrials,DELISTED,2020-01-11,delisted — excluded from revised universe
SCM,Alpha Holdings,Technology,DELISTED,2020-08-21,delisted — excluded from revised universe
PZU,Delta Inc,Consumer Discretionary,ACTIVE,,active constituent
KNG,Beta Inc,Technology,ACTIVE,,active constituent
YVWH,Omega Holdings,Materials,ACTIVE,,active constituent
LGZB,Alpha Corp,Real Estate,DELISTED,2020-01-26,delisted — excluded from revised universe
RU,Delta Corp,Materials,ACTIVE,,active constituent
HJ,Omega Ltd,Technology,ACTIVE,,active constituent
YTS,Alpha Corp,Utilities,ACTIVE,,active constituent
HL,Alpha Corp,Financials,ACTIVE,,active constituent
UFK,Beta Inc,Real Estate,ACTIVE,,active constituent
AWH,Gamma Ltd,Materials,ACTIVE,,active constituent
JWL,Omega Ltd,Consumer Discretionary,ACTIVE,,active constituent
HACO,Beta Corp,Healthcare,DELISTED,2022-05-26,delisted — excluded from revised universe
XJBF,Beta Ltd,Healthcare,ACTIVE,,active constituent
WYIW,Delta Ltd,Consumer Discretionary,ACTIVE,,active constituent
SRD,Omega Group,Energy,ACTIVE,,active constituent
EO,Beta Group,Financials,DELISTED,2019-11-14,delisted — excluded from revised universe
IQS,Gamma Ltd,Financials,ACTIVE,,active constituent
HQDX,Gamma Group,Materials,DELISTED,2022-10-01,delisted — excluded from revised universe
YMBP,Beta Holdings,Healthcare,ACTIVE,,active constituent
GFIF,Omega Holdings,Communication Services,ACTIVE,,active constituent
IXVK,Alpha Corp,Energy,DELISTED,2020-04-24,delisted — excluded from revised universe
WO,Omega Ltd,Communication Services,ACTIVE,,active constituent
SF,Beta Corp,Healthcare,ACTIVE,,active constituent
CXW,Omega Corp,Energy,ACTIVE,,active constituent
UDU,Alpha Holdings,Healthcare,ACTIVE,,active constituent
WHI,Alpha Inc,Materials,ACTIVE,,active constituent
OYIB,Alpha Group,Energy,ACTIVE,,active constituent
MDAX,Omega Holdings,Energy,ACTIVE,,active constituent
FAAM,Delta Holdings,Real Estate,ACTIVE,,active constituent
IGXW,Gamma Ltd,Materials,DELISTED,2018-07-14,delisted — excluded from revised universe
UUQ,Omega Group,Industrials,ACTIVE,,active constituent
OR,Beta Inc,Financials,DELISTED,2022-02-05,delisted — excluded from revised universe
WEJS,Alpha Holdings,Healthcare,ACTIVE,,active constituent
ECMH,Gamma Group,Communication Services,ACTIVE,,active constituent
FJV,Beta Corp,Communication Services,ACTIVE,,active constituent
NZWY,Gamma Corp,Utilities,ACTIVE,,active constituent
SU,Gamma Ltd,Financials,ACTIVE,,active constituent
MJ,Delta Holdings,Healthcare,ACTIVE,,active constituent
XK,Beta Ltd,Healthcare,ACTIVE,,active constituent
XQX,Beta Holdings,Industrials,ACTIVE,,active constituent
OJI,Alpha Inc,Materials,ACTIVE,,active constituent
ZXHQ,Alpha Ltd,Technology,ACTIVE,,active constituent
HZK,Alpha Ltd,Technology,ACTIVE,,active constituent
OLA,Alpha Inc,Real Estate,ACTIVE,,active constituent
UFOJ,Delta Group,Real Estate,DELISTED,2018-11-24,delisted — excluded from revised universe
FOIS,Omega Holdings,Real Estate,ACTIVE,,active constituent
NYLR,Alpha Group,Real Estate,ACTIVE,,active constituent
QCH,Alpha Inc,Financials,ACTIVE,,active constituent
BMK,Delta Inc,Financials,ACTIVE,,active constituent
IQQN,Omega Corp,Technology,ACTIVE,,active constituent
AXEV,Alpha Inc,Real Estate,ACTIVE,,active constituent
YEI,Gamma Inc,Real Estate,ACTIVE,,active constituent
MDUB,Delta Ltd,Energy,ACTIVE,,active constituent
LM,Beta Corp,Industrials,DELISTED,2021-05-27,delisted — excluded from revised universe
CDL,Alpha Ltd,Utilities,ACTIVE,,active constituent
RRC,Omega Inc,Materials,ACTIVE,,active constituent
RL,Beta Group,Consumer Discretionary,ACTIVE,,active constituent
IXJ,Delta Group,Technology,DELISTED,2019-04-23,delisted — excluded from revised universe
ZPWZ,Delta Ltd,Consumer Discretionary,ACTIVE,,active constituent
KD,Gamma Inc,Technology,ACTIVE,,active constituent
ZHA,Gamma Inc,Industrials,ACTIVE,,active constituent
SMS,Delta Group,Consumer Discretionary,DELISTED,2021-03-21,delisted — excluded from revised universe
ZOG,Beta Ltd,Utilities,ACTIVE,,active constituent
AVXT,Gamma Inc,Financials,ACTIVE,,active constituent
BJB,Delta Holdings,Healthcare,ACTIVE,,active constituent
WWRK,Alpha Corp,Industrials,ACTIVE,,active constituent
PBPM,Alpha Holdings,Technology,DELISTED,2022-10-10,delisted — excluded from revised universe
EAL,Delta Holdings,Real Estate,ACTIVE,,active constituent
BFOL,Delta Group,Consumer Discretionary,ACTIVE,,active constituent
FCQN,Delta Corp,Real Estate,ACTIVE,,active constituent
XFRO,Delta Corp,Real Estate,DELISTED,2022-05-13,delisted — excluded from revised universe
EQD,Gamma Ltd,Communication Services,DELISTED,2022-08-13,delisted — excluded from revised universe
SMM,Delta Inc,Industrials,ACTIVE,,active constituent
OED,Delta Inc,Real Estate,DELISTED,2022-04-10,delisted — excluded from revised universe
XUKT,Gamma Holdings,Financials,ACTIVE,,active constituent
KK,Gamma Ltd,Energy,ACTIVE,,active constituent
HFK,Delta Holdings,Consumer Discretionary,ACTIVE,,active constituent
EQR,Gamma Group,Utilities,ACTIVE,,active constituent
QS,Alpha Corp,Industrials,ACTIVE,,active constituent
HMJ,Beta Inc,Real Estate,DELISTED,2022-11-16,delisted — excluded from revised universe
FIFS,Delta Group,Consumer Discretionary,ACTIVE,,active constituent
PXXJ,Alpha Holdings,Materials,ACTIVE,,active constituent
UEXR,Gamma Holdings,Healthcare,DELISTED,2021-02-15,delisted — excluded from revised universe
QRH,Beta Ltd,Materials,ACTIVE,,active constituent
KXII,Gamma Inc,Consumer Discretionary,DELISTED,2019-10-02,delisted — excluded from revised universe
PO,Delta Inc,Materials,ACTIVE,,active constituent
TPYY,Gamma Holdings,Communication Services,ACTIVE,,active constituent
PB,Delta Corp,Healthcare,ACTIVE,,active constituent
ERA,Delta Inc,Communication Services,ACTIVE,,active constituent
FE,Beta Group,Healthcare,ACTIVE,,active constituent
IZJ,Omega Ltd,Communication Services,ACTIVE,,active constituent
HTZT,Omega Ltd,Real Estate,ACTIVE,,active constituent
PPR,Delta Group,Energy,ACTIVE,,active constituent
CPK,Alpha Ltd,Real Estate,ACTIVE,,active constituent
PW,Delta Ltd,Utilities,ACTIVE,,active constituent
WGB,Beta Corp,Industrials,DELISTED,2019-10-22,delisted — excluded from revised universe
KUTW,Alpha Group,Real Estate,ACTIVE,,active constituent
FX,Delta Group,Energy,DELISTED,2022-10-06,delisted — excluded from revised universe
XTYV,Omega Group,Healthcare,ACTIVE,,active constituent
HMQS,Delta Inc,Financials,ACTIVE,,active constituent
SI,Beta Corp,Energy,ACTIVE,,active constituent
TDZ,Omega Corp,Materials,ACTIVE,,active constituent
BE,Delta Holdings,Consumer Discretionary,DELISTED,2022-05-05,delisted — excluded from revised universe
MVBD,Gamma Group,Healthcare,ACTIVE,,active constituent
MLNN,Gamma Inc,Consumer Discretionary,ACTIVE,,active constituent
DWTV,Beta Group,Industrials,ACTIVE,,active constituent
TVQ,Delta Holdings,Industrials,DELISTED,2021-02-06,delisted — excluded from revised universe
WNOF,Beta Group,Materials,ACTIVE,,active constituent
FEJ,Gamma Group,Consumer Discretionary,ACTIVE,,active constituent
CA,Omega Corp,Energy,ACTIVE,,active constituent
PA,Alpha Corp,Energy,ACTIVE,,active constituent
DQD,Beta Holdings,Industrials,ACTIVE,,active constituent
FTZ,Beta Group,Healthcare,ACTIVE,,active constituent
DXV,Omega Holdings,Industrials,DELISTED,2021-06-02,delisted — excluded from revised universe
US,Beta Ltd,Financials,DELISTED,2020-11-17,delisted — excluded from revised universe
YOBD,Beta Holdings,Utilities,ACTIVE,,active constituent
LZD,Beta Corp,Technology,ACTIVE,,active constituent
RVOG,Gamma Ltd,Consumer Discretionary,DELISTED,2021-04-10,delisted — excluded from revised universe
GV,Beta Holdings,Utilities,ACTIVE,,active constituent
LYQ,Gamma Group,Technology,ACTIVE,,active constituent
GRZ,Omega Holdings,Utilities,ACTIVE,,active constituent
CIS,Beta Holdings,Materials,ACTIVE,,active constituent
SP,Alpha Corp,Healthcare,ACTIVE,,active constituent
ZH,Gamma Inc,Healthcare,ACTIVE,,active constituent
GW,Beta Inc,Energy,ACTIVE,,active constituent
UUK,Gamma Holdings,Healthcare,ACTIVE,,active constituent
BKIL,Alpha Inc,Materials,ACTIVE,,active constituent
BXX,Delta Holdings,Communication Services,ACTIVE,,active constituent
KWE,Omega Group,Industrials,ACTIVE,,active constituent
LKMU,Gamma Ltd,Healthcare,ACTIVE,,active constituent
FI,Omega Inc,Financials,ACTIVE,,active constituent
BPRW,Beta Ltd,Technology,ACTIVE,,active constituent
GXZ,Beta Inc,Materials,ACTIVE,,active constituent
XBB,Alpha Group,Energy,ACTIVE,,active constituent
JAW,Delta Holdings,Real Estate,DELISTED,2019-07-09,delisted — excluded from revised universe
CCJK,Alpha Holdings,Technology,DELISTED,2020-05-05,delisted — excluded from revised universe
RKZR,Gamma Inc,Healthcare,DELISTED,2020-01-28,delisted — excluded from revised universe
WMK,Beta Corp,Energy,ACTIVE,,active constituent
JWX,Alpha Inc,Industrials,ACTIVE,,active constituent
LQ,Gamma Inc,Consumer Discretionary,ACTIVE,,active constituent
NZU,Gamma Corp,Materials,DELISTED,2021-03-04,delisted — excluded from revised universe
DD,Gamma Corp,Communication Services,ACTIVE,,active constituent
QWIB,Beta Ltd,Healthcare,ACTIVE,,active constituent
HMV,Beta Holdings,Utilities,DELISTED,2018-06-01,delisted — excluded from revised universe
ISW,Gamma Inc,Technology,ACTIVE,,active constituent
UK,Delta Corp,Energy,ACTIVE,,active constituent
GAS,Delta Inc,Healthcare,ACTIVE,,active constituent
MFZ,Delta Holdings,Communication Services,ACTIVE,,active constituent
NSL,Alpha Group,Real Estate,ACTIVE,,active constituent
SR,Delta Holdings,Consumer Discretionary,DELISTED,2022-04-22,delisted — excluded from revised universe
QD,Omega Holdings,Healthcare,DELISTED,2020-07-10,delisted — excluded from revised universe
EVJ,Alpha Group,Utilities,DELISTED,2020-01-13,delisted — excluded from revised universe
WLCY,Delta Holdings,Materials,ACTIVE,,active constituent
XMCR,Gamma Corp,Utilities,ACTIVE,,active constituent
LYUP,Omega Corp,Financials,ACTIVE,,active constituent
NB,Alpha Ltd,Energy,ACTIVE,,active constituent
PMMB,Omega Holdings,Industrials,DELISTED,2020-05-25,delisted — excluded from revised universe
RKXF,Alpha Ltd,Real Estate,ACTIVE,,active constituent
GFVF,Gamma Holdings,Healthcare,ACTIVE,,active constituent
JII,Beta Holdings,Financials,ACTIVE,,active constituent
XXE,Beta Inc,Technology,ACTIVE,,active constituent
KKND,Delta Inc,Energy,ACTIVE,,active constituent
UYYS,Delta Inc,Real Estate,ACTIVE,,active constituent
AV,Delta Corp,Technology,DELISTED,2022-06-17,delisted — excluded from revised universe
BT,Delta Holdings,Materials,ACTIVE,,active constituent
PUOX,Alpha Holdings,Healthcare,ACTIVE,,active constituent
NMN,Gamma Ltd,Industrials,ACTIVE,,active constituent
ITS,Beta Corp,Healthcare,ACTIVE,,active constituent
VW,Delta Group,Communication Services,DELISTED,2022-12-17,delisted — excluded from revised universe
CSJB,Omega Ltd,Healthcare,ACTIVE,,active constituent
HIP,Gamma Corp,Utilities,ACTIVE,,active constituent
AT,Gamma Corp,Communication Services,DELISTED,2022-09-24,delisted — excluded from revised universe
GSI,Delta Group,Industrials,ACTIVE,,active constituent
