symbol,date,open,high,low,close,volume,vwap,vwap_vs_close_diff,notes
YM,2024-11-13,5013.2,5057.55,4967.85,5036.08,1565145,5018.67,-17.41,VWAP reference for TCA analysis
NQ,2024-11-04,4535.43,4579.59,4494.12,4577.53,4045444,4546.67,-30.86,VWAP reference for TCA analysis
NQ,2024-11-24,5101.71,5167.76,5087.0,5124.85,1099219,5120.33,-4.52,VWAP reference for TCA analysis
RTY,2024-11-02,5079.03,5109.55,4992.59,5079.4,1236034,5065.14,-14.26,VWAP reference for TCA analysis
NQ,2024-11-21,5332.11,5402.54,5270.21,5377.05,3329528,5345.48,-31.57,VWAP reference for TCA analysis
YM,2024-11-26,5391.34,5484.89,5321.62,5456.65,1788945,5413.62,-43.03,VWAP reference for TCA analysis
ES,2024-11-28,5921.59,6025.03,5914.65,5980.92,394855,5960.55,-20.37,VWAP reference for TCA analysis
YM,2024-11-14,5380.28,5394.26,5335.82,5383.04,4226856,5373.35,-9.69,VWAP reference for TCA analysis
ES,2024-11-21,4516.32,4601.94,4454.58,4537.26,3625943,4527.52,-9.74,VWAP reference for TCA analysis
RTY,2024-11-17,4770.62,4773.27,4679.06,4690.17,4825832,4728.28,38.11,VWAP reference for TCA analysis
RTY,2024-11-11,5625.18,5654.54,5616.31,5638.21,4435882,5633.56,-4.65,VWAP reference for TCA analysis
RTY,2024-11-23,5971.11,5999.5,5896.77,5967.87,3660583,5958.81,-9.06,VWAP reference for TCA analysis
YM,2024-11-10,5718.41,5763.15,5653.22,5659.57,114989,5698.59,39.02,VWAP reference for TCA analysis
YM,2024-11-05,5039.58,5110.16,5010.21,5091.36,3837101,5062.83,-28.53,VWAP reference for TCA analysis
YM,2024-11-02,5372.71,5425.03,5279.32,5327.75,3591890,5351.2,23.45,VWAP reference for TCA analysis
RTY,2024-11-22,4598.5,4632.4,4572.84,4586.05,2739806,4597.45,11.4,VWAP reference for TCA analysis
NQ,2024-11-25,4816.12,4816.54,4788.83,4796.89,2883124,4804.6,7.71,VWAP reference for TCA analysis
RTY,2024-11-08,4632.51,4669.32,4561.63,4645.78,2971072,4627.31,-18.47,VWAP reference for TCA analysis
RTY,2024-11-29,4693.33,4738.83,4611.83,4623.42,2736965,4666.85,43.43,VWAP reference for TCA analysis
YM,2024-11-29,5562.76,5637.39,5458.07,5487.61,4692073,5536.46,48.85,VWAP reference for TCA analysis
ES,2024-11-19,5450.43,5512.78,5362.71,5383.74,4740387,5427.41,43.67,VWAP reference for TCA analysis
NQ,2024-11-03,5699.56,5748.77,5610.55,5684.53,963172,5685.85,1.32,VWAP reference for TCA analysis
YM,2024-11-02,4619.87,4650.68,4592.98,4631.5,418006,4623.76,-7.74,VWAP reference for TCA analysis
NQ,2024-11-24,5781.75,5820.5,5712.38,5770.25,1212739,5771.22,0.97,VWAP reference for TCA analysis
NQ,2024-11-09,4515.51,4584.03,4460.62,4522.78,2607023,4520.73,-2.05,VWAP reference for TCA analysis
RTY,2024-11-04,5716.37,5785.82,5684.49,5728.49,2286963,5728.79,0.3,VWAP reference for TCA analysis
NQ,2024-11-04,5559.16,5585.64,5479.6,5542.62,882161,5541.76,-0.86,VWAP reference for TCA analysis
ES,2024-11-03,5509.93,5523.42,5471.62,5477.21,778268,5495.55,18.34,VWAP reference for TCA analysis
YM,2024-11-06,5397.75,5424.82,5339.06,5374.75,2127640,5384.1,9.35,VWAP reference for TCA analysis
YM,2024-11-04,4422.58,4476.39,4373.36,4408.73,2057640,4420.27,11.54,VWAP reference for TCA analysis
NQ,2024-11-08,4655.75,4675.99,4594.15,4646.88,2387419,4643.19,-3.69,VWAP reference for TCA analysis
RTY,2024-11-09,5734.2,5833.2,5628.49,5815.85,2822271,5752.93,-62.92,VWAP reference for TCA analysis
RTY,2024-11-13,5600.0,5700.55,5568.98,5681.42,2990772,5637.74,-43.68,VWAP reference for TCA analysis
NQ,2024-11-23,5369.33,5384.29,5302.16,5308.28,775551,5341.01,32.73,VWAP reference for TCA analysis
NQ,2024-11-05,4982.37,5081.66,4925.28,4981.44,4283024,4992.69,11.25,VWAP reference for TCA analysis
ES,2024-11-08,5029.88,5110.82,5028.87,5098.01,4864638,5066.9,-31.11,VWAP reference for TCA analysis
NQ,2024-11-14,5526.86,5527.1,5455.12,5482.55,360069,5497.91,15.36,VWAP reference for TCA analysis
ES,2024-11-03,5162.19,5227.87,5098.28,5188.16,348067,5169.12,-19.04,VWAP reference for TCA analysis
YM,2024-11-18,4808.25,4810.47,4747.44,4750.54,4058510,4779.18,28.64,VWAP reference for TCA analysis
NQ,2024-11-03,5251.37,5286.84,5235.47,5282.08,3000220,5263.94,-18.14,VWAP reference for TCA analysis
YM,2024-11-09,5357.77,5401.68,5304.58,5371.52,1913650,5358.89,-12.63,VWAP reference for TCA analysis
NQ,2024-11-22,4937.41,5001.84,4873.73,4905.48,2524169,4929.61,24.13,VWAP reference for TCA analysis
YM,2024-11-28,4551.25,4573.29,4547.69,4571.52,306138,4560.94,-10.58,VWAP reference for TCA analysis
NQ,2024-11-24,5345.08,5354.67,5240.51,5269.38,4397398,5302.41,33.03,VWAP reference for TCA analysis
YM,2024-11-23,4863.66,4933.78,4810.8,4869.56,2248485,4869.45,-0.11,VWAP reference for TCA analysis
RTY,2024-11-15,4401.09,4477.32,4343.23,4359.51,2321183,4395.29,35.78,VWAP reference for TCA analysis
ES,2024-11-07,5335.56,5435.41,5319.31,5331.6,366742,5355.47,23.87,VWAP reference for TCA analysis
RTY,2024-11-21,5612.41,5661.55,5587.4,5590.73,4710886,5613.02,22.29,VWAP reference for TCA analysis
ES,2024-11-07,4894.71,4925.46,4825.43,4885.22,4146233,4882.7,-2.52,VWAP reference for TCA analysis
RTY,2024-11-27,4823.44,4830.87,4733.18,4817.05,4914565,4801.14,-15.91,VWAP reference for TCA analysis
NQ,2024-11-08,5725.89,5743.93,5613.09,5717.99,2792995,5700.23,-17.76,VWAP reference for TCA analysis
NQ,2024-11-21,5940.44,5947.43,5826.52,5875.03,2592229,5897.35,22.32,VWAP reference for TCA analysis
NQ,2024-11-15,5997.17,6033.39,5922.84,6002.51,2094201,5988.98,-13.53,VWAP reference for TCA analysis
ES,2024-11-30,5734.91,5767.83,5698.73,5744.06,2700217,5736.38,-7.68,VWAP reference for TCA analysis
NQ,2024-11-05,5747.94,5779.61,5727.13,5730.4,4881359,5746.27,15.87,VWAP reference for TCA analysis
NQ,2024-11-10,5175.19,5278.06,5126.37,5135.13,360062,5178.69,43.56,VWAP reference for TCA analysis
RTY,2024-11-04,4423.0,4471.35,4337.87,4373.43,2031211,4401.41,27.98,VWAP reference for TCA analysis
ES,2024-11-26,5193.16,5246.84,5161.8,5190.98,3910765,5198.19,7.21,VWAP reference for TCA analysis
ES,2024-11-24,5530.82,5583.21,5514.05,5582.26,1133261,5552.58,-29.68,VWAP reference for TCA analysis
NQ,2024-11-19,5544.88,5579.33,5541.75,5549.62,1882504,5553.89,4.27,VWAP reference for TCA analysis
ES,2024-11-21,5435.61,5541.41,5428.42,5443.26,3508727,5462.18,18.92,VWAP reference for TCA analysis
NQ,2024-11-10,5646.26,5653.15,5586.36,5588.99,3701690,5618.69,29.7,VWAP reference for TCA analysis
YM,2024-11-27,5981.82,5989.45,5979.62,5988.0,3718499,5984.72,-3.28,VWAP reference for TCA analysis
YM,2024-11-18,5887.7,5982.59,5792.92,5794.97,1034050,5864.55,69.58,VWAP reference for TCA analysis
RTY,2024-11-07,5408.77,5433.16,5340.42,5405.48,2226284,5396.96,-8.52,VWAP reference for TCA analysis
NQ,2024-11-17,4858.94,4908.98,4836.88,4889.97,3207755,4873.69,-16.28,VWAP reference for TCA analysis
NQ,2024-11-02,5725.01,5836.01,5630.87,5736.98,4116797,5732.22,-4.76,VWAP reference for TCA analysis
NQ,2024-11-22,5976.32,5994.92,5865.56,5965.45,1576570,5950.56,-14.89,VWAP reference for TCA analysis
YM,2024-11-13,4420.12,4472.44,4393.18,4418.02,1141841,4425.94,7.92,VWAP reference for TCA analysis
ES,2024-11-19,4452.02,4494.85,4418.37,4454.92,3123163,4455.04,0.12,VWAP reference for TCA analysis
RTY,2024-11-08,5166.19,5186.38,5160.1,5185.71,1036967,5174.6,-11.11,VWAP reference for TCA analysis
RTY,2024-11-08,5723.29,5777.12,5617.68,5704.36,3436533,5705.61,1.25,VWAP reference for TCA analysis
ES,2024-11-14,5508.1,5541.99,5439.42,5487.93,2447570,5494.36,6.43,VWAP reference for TCA analysis
YM,2024-11-17,4504.35,4525.64,4480.63,4486.86,3347190,4499.37,12.51,VWAP reference for TCA analysis
ES,2024-11-01,5994.08,6052.57,5887.05,5983.47,425888,5979.29,-4.18,VWAP reference for TCA analysis
ES,2024-11-24,5861.84,5871.78,5806.94,5817.72,1952617,5839.57,21.85,VWAP reference for TCA analysis
RTY,2024-11-30,4995.12,5087.96,4969.33,5014.9,1844243,5016.83,1.93,VWAP reference for TCA analysis
RTY,2024-11-15,4416.55,4469.3,4363.6,4379.27,4331696,4407.18,27.91,VWAP reference for TCA analysis
YM,2024-11-18,5179.7,5272.65,5115.65,5219.24,180210,5196.81,-22.43,VWAP reference for TCA analysis
YM,2024-11-10,4513.33,4589.53,4431.79,4485.45,924167,4505.03,19.58,VWAP reference for TCA analysis
ES,2024-11-01,4936.47,4968.28,4849.88,4883.03,1375495,4909.41,26.38,VWAP reference for TCA analysis
YM,2024-11-14,4931.4,4966.48,4888.14,4893.76,3511430,4919.94,26.18,VWAP reference for TCA analysis
NQ,2024-11-08,4930.27,4933.83,4864.94,4916.98,1690360,4911.51,-5.47,VWAP reference for TCA analysis
NQ,2024-11-06,5754.16,5800.29,5705.21,5734.72,2640904,5748.6,13.88,VWAP reference for TCA analysis
ES,2024-11-30,4766.94,4805.46,4729.65,4771.09,2005662,4768.28,-2.81,VWAP reference for TCA analysis
RTY,2024-11-03,4797.07,4843.31,4757.75,4838.39,3295457,4809.13,-29.26,VWAP reference for TCA analysis
NQ,2024-11-13,4894.47,4914.18,4885.51,4907.14,1017157,4900.33,-6.81,VWAP reference for TCA analysis
ES,2024-11-02,5126.22,5131.35,5088.69,5131.16,2710282,5119.35,-11.81,VWAP reference for TCA analysis
RTY,2024-11-01,4885.11,4904.43,4792.11,4894.65,3754835,4869.08,-25.57,VWAP reference for TCA analysis
ES,2024-11-03,4694.21,4739.75,4683.0,4718.8,546480,4708.94,-9.86,VWAP reference for TCA analysis
YM,2024-11-12,5046.38,5057.28,5038.5,5041.95,4468940,5046.03,4.08,VWAP reference for TCA analysis
NQ,2024-11-11,4434.18,4440.74,4356.93,4416.49,3259547,4412.09,-4.4,VWAP reference for TCA analysis
NQ,2024-11-14,4900.45,4914.61,4815.95,4819.66,324360,4862.67,43.01,VWAP reference for TCA analysis
YM,2024-11-15,4681.69,4742.26,4613.75,4651.48,1847572,4672.3,20.82,VWAP reference for TCA analysis
NQ,2024-11-28,5036.12,5117.57,4942.09,5105.18,737167,5050.24,-54.94,VWAP reference for TCA analysis
YM,2024-11-07,4868.21,4964.01,4839.6,4872.77,3151225,4886.15,13.38,VWAP reference for TCA analysis
ES,2024-11-22,4617.31,4663.41,4555.84,4591.94,3553487,4607.12,15.18,VWAP reference for TCA analysis
NQ,2024-11-30,4707.09,4791.77,4644.88,4724.51,4264910,4717.06,-7.45,VWAP reference for TCA analysis
ES,2024-11-24,5871.35,5875.01,5768.38,5872.05,4584959,5846.7,-25.35,VWAP reference for TCA analysis
ES,2024-11-10,4466.33,4534.68,4445.1,4475.75,2711088,4480.47,4.72,VWAP reference for TCA analysis
NQ,2024-11-01,5911.82,5964.01,5853.27,5941.43,4947980,5917.63,-23.8,VWAP reference for TCA analysis
NQ,2024-11-18,4617.97,4618.38,4558.24,4558.87,544564,4588.36,29.49,VWAP reference for TCA analysis
RTY,2024-11-15,5805.91,5883.12,5738.18,5762.06,205810,5797.32,35.26,VWAP reference for TCA analysis
ES,2024-11-27,5590.35,5666.0,5511.15,5607.09,456786,5593.65,-13.44,VWAP reference for TCA analysis
YM,2024-11-17,5868.34,5978.21,5766.11,5889.21,3971149,5875.47,-13.74,VWAP reference for TCA analysis
YM,2024-11-20,5110.04,5126.01,5034.5,5077.69,4932265,5087.06,9.37,VWAP reference for TCA analysis
ES,2024-11-01,5016.71,5064.2,4947.3,4947.5,3303166,4993.93,46.43,VWAP reference for TCA analysis
YM,2024-11-01,4520.76,4544.2,4457.86,4531.57,1683680,4513.6,-17.97,VWAP reference for TCA analysis
YM,2024-11-16,5846.76,5930.9,5733.69,5876.77,2582859,5847.03,-29.74,VWAP reference for TCA analysis
YM,2024-11-30,5998.6,6097.11,5917.66,6048.14,4608118,6015.38,-32.76,VWAP reference for TCA analysis
YM,2024-11-20,5652.33,5725.07,5545.19,5549.32,4936805,5617.98,68.66,VWAP reference for TCA analysis
YM,2024-11-17,5252.91,5261.81,5224.28,5254.18,3736014,5248.3,-5.88,VWAP reference for TCA analysis
NQ,2024-11-30,4727.47,4815.01,4667.54,4764.62,2811354,4743.66,-20.96,VWAP reference for TCA analysis
ES,2024-11-10,5609.89,5633.19,5555.21,5615.41,1922640,5603.43,-11.98,VWAP reference for TCA analysis
ES,2024-11-16,4963.49,4979.0,4957.95,4971.15,3707491,4967.9,-3.25,VWAP reference for TCA analysis
YM,2024-11-19,4574.49,4644.83,4553.4,4560.28,2218081,4583.25,22.97,VWAP reference for TCA analysis
RTY,2024-11-20,4718.22,4789.59,4702.2,4719.49,4344658,4732.38,12.89,VWAP reference for TCA analysis
YM,2024-11-30,5210.44,5223.15,5176.32,5203.97,2984347,5203.47,-0.5,VWAP reference for TCA analysis
NQ,2024-11-19,4671.62,4727.45,4614.18,4635.38,3419345,4662.16,26.78,VWAP reference for TCA analysis
ES,2024-11-15,4453.59,4517.31,4375.46,4393.62,431517,4434.99,41.37,VWAP reference for TCA analysis
ES,2024-11-15,4467.07,4531.29,4403.81,4487.74,3139030,4472.48,-15.26,VWAP reference for TCA analysis
YM,2024-11-07,5889.6,5893.5,5778.72,5890.76,4841588,5863.15,-27.61,VWAP reference for TCA analysis
NQ,2024-11-13,5817.5,5867.14,5805.96,5859.55,2865819,5837.54,-22.01,VWAP reference for TCA analysis
YM,2024-11-29,5308.16,5354.69,5249.18,5287.2,3480298,5299.81,12.61,VWAP reference for TCA analysis
RTY,2024-11-09,4946.92,4989.81,4943.43,4946.19,4495235,4956.59,10.4,VWAP reference for TCA analysis
YM,2024-11-24,4873.64,4933.25,4835.22,4908.41,2009967,4887.63,-20.78,VWAP reference for TCA analysis
ES,2024-11-30,5179.9,5183.48,5174.61,5179.23,1973014,5179.3,0.07,VWAP reference for TCA analysis
YM,2024-11-16,4657.78,4710.09,4592.77,4607.12,1746320,4641.94,34.82,VWAP reference for TCA analysis
RTY,2024-11-30,5865.74,5947.39,5826.45,5911.16,3077156,5887.69,-23.47,VWAP reference for TCA analysis
ES,2024-11-07,4517.28,4571.04,4449.46,4567.62,810176,4526.35,-41.27,VWAP reference for TCA analysis
ES,2024-11-23,4552.56,4632.67,4541.41,4569.27,4775539,4573.98,4.71,VWAP reference for TCA analysis
ES,2024-11-02,5531.77,5631.09,5516.78,5563.55,417244,5560.8,-2.75,VWAP reference for TCA analysis
YM,2024-11-23,4896.86,4899.72,4807.06,4811.48,1406453,4853.78,42.3,VWAP reference for TCA analysis
RTY,2024-11-24,5089.01,5134.89,5035.04,5124.58,3827363,5095.88,-28.7,VWAP reference for TCA analysis
NQ,2024-11-25,5333.01,5363.86,5320.7,5349.46,1531385,5341.76,-7.7,VWAP reference for TCA analysis
YM,2024-11-22,5453.47,5526.21,5412.53,5473.87,979165,5466.52,-7.35,VWAP reference for TCA analysis
RTY,2024-11-05,4955.64,5027.86,4906.17,4970.52,4079064,4965.05,-5.47,VWAP reference for TCA analysis
RTY,2024-11-05,5588.65,5592.52,5511.06,5550.88,3695427,5560.78,9.9,VWAP reference for TCA analysis
NQ,2024-11-02,5742.39,5843.52,5700.61,5709.16,1189646,5748.92,39.76,VWAP reference for TCA analysis
NQ,2024-11-07,5941.87,6054.9,5825.69,5885.6,900998,5927.01,41.41,VWAP reference for TCA analysis
RTY,2024-11-15,4475.38,4479.71,4413.88,4435.04,2802087,4451.0,15.96,VWAP reference for TCA analysis
NQ,2024-11-01,5658.73,5725.01,5627.14,5643.15,1546707,5663.51,20.36,VWAP reference for TCA analysis
YM,2024-11-02,4441.83,4508.64,4380.64,4437.47,2436178,4442.15,4.68,VWAP reference for TCA analysis
NQ,2024-11-09,5080.12,5092.37,5054.26,5057.85,2904014,5071.15,13.3,VWAP reference for TCA analysis
YM,2024-11-15,5405.91,5438.42,5389.54,5400.66,4920481,5408.63,7.97,VWAP reference for TCA analysis
YM,2024-11-15,4788.4,4856.38,4724.28,4747.29,2688850,4779.09,31.8,VWAP reference for TCA analysis
NQ,2024-11-12,5500.67,5599.63,5469.26,5596.06,3235340,5541.4,-54.66,VWAP reference for TCA analysis
YM,2024-11-28,5369.08,5409.38,5300.32,5322.19,4882595,5350.24,28.05,VWAP reference for TCA analysis
RTY,2024-11-13,4414.35,4454.95,4385.15,4398.78,1749835,4413.31,14.53,VWAP reference for TCA analysis
NQ,2024-11-21,4467.84,4536.0,4423.0,4526.36,4824534,4488.3,-38.06,VWAP reference for TCA analysis
ES,2024-11-30,5942.34,6060.27,5922.35,6051.95,3271588,5994.23,-57.72,VWAP reference for TCA analysis
YM,2024-11-21,5703.87,5799.04,5671.2,5712.41,1478988,5721.63,9.22,VWAP reference for TCA analysis
NQ,2024-11-04,5901.8,5969.18,5822.93,5905.48,1805374,5899.85,-5.63,VWAP reference for TCA analysis
ES,2024-11-12,4774.93,4839.81,4684.48,4763.22,2379173,4765.61,2.39,VWAP reference for TCA analysis
ES,2024-11-27,5181.25,5282.9,5132.64,5166.59,3727950,5190.85,24.26,VWAP reference for TCA analysis
RTY,2024-11-24,5226.58,5317.85,5132.95,5152.29,3041441,5207.42,55.13,VWAP reference for TCA analysis
YM,2024-11-09,4492.82,4569.85,4456.89,4461.08,3203555,4495.16,34.08,VWAP reference for TCA analysis
RTY,2024-11-06,5027.82,5059.48,4936.74,4944.31,650815,4992.09,47.78,VWAP reference for TCA analysis
RTY,2024-11-12,5701.17,5794.07,5598.51,5599.1,4948686,5673.21,74.11,VWAP reference for TCA analysis
NQ,2024-11-16,5933.21,6028.89,5859.87,5939.81,1593852,5940.45,0.64,VWAP reference for TCA analysis
RTY,2024-11-22,5525.5,5559.98,5484.28,5484.82,3367379,5513.64,28.82,VWAP reference for TCA analysis
RTY,2024-11-26,5367.54,5453.4,5352.2,5434.96,1987461,5402.02,-32.94,VWAP reference for TCA analysis
RTY,2024-11-06,5175.29,5204.87,5079.25,5168.85,880632,5157.07,-11.78,VWAP reference for TCA analysis
YM,2024-11-22,4733.77,4738.82,4693.08,4718.82,2293309,4721.12,2.3,VWAP reference for TCA analysis
ES,2024-11-01,5816.91,5911.45,5760.5,5894.6,4445314,5845.86,-48.74,VWAP reference for TCA analysis
RTY,2024-11-04,4878.44,4960.08,4840.14,4937.72,3097343,4904.1,-33.62,VWAP reference for TCA analysis
NQ,2024-11-22,4819.39,4829.33,4800.94,4818.04,4396212,4816.93,-1.11,VWAP reference for TCA analysis
YM,2024-11-05,4673.31,4683.08,4672.07,4679.63,3479307,4677.02,-2.61,VWAP reference for TCA analysis
RTY,2024-11-20,5826.64,5886.65,5717.01,5731.84,2464178,5790.54,58.7,VWAP reference for TCA analysis
YM,2024-11-30,4986.43,5070.1,4891.18,5028.73,3811765,4994.11,-34.62,VWAP reference for TCA analysis
RTY,2024-11-08,5884.15,5903.72,5861.99,5873.43,2657198,5880.82,7.39,VWAP reference for TCA analysis
RTY,2024-11-25,5632.81,5716.03,5571.05,5670.56,1190415,5647.61,-22.95,VWAP reference for TCA analysis
YM,2024-11-28,4954.94,5034.83,4911.47,4980.46,1796405,4970.43,-10.03,VWAP reference for TCA analysis
ES,2024-11-25,5588.41,5645.47,5518.66,5526.37,2137614,5569.73,43.36,VWAP reference for TCA analysis
NQ,2024-11-10,5050.73,5065.32,4971.98,5044.33,158700,5033.09,-11.24,VWAP reference for TCA analysis
RTY,2024-11-08,5327.79,5336.26,5304.37,5332.35,2639253,5325.19,-7.16,VWAP reference for TCA analysis
YM,2024-11-30,4494.44,4564.82,4425.6,4444.4,1131629,4482.31,37.91,VWAP reference for TCA analysis
YM,2024-11-12,5764.19,5840.14,5671.17,5805.15,474727,5770.16,-34.99,VWAP reference for TCA analysis
RTY,2024-11-11,5379.27,5389.48,5327.97,5352.71,2667628,5362.36,9.65,VWAP reference for TCA analysis
ES,2024-11-08,5285.16,5326.52,5225.09,5318.79,1353082,5288.89,-29.9,VWAP reference for TCA analysis
NQ,2024-11-02,5780.35,5814.18,5691.57,5731.64,1216563,5754.43,22.79,VWAP reference for TCA analysis
RTY,2024-11-29,5784.55,5835.72,5775.81,5809.13,2607397,5801.3,-7.83,VWAP reference for TCA analysis
NQ,2024-11-28,4669.85,4722.8,4660.39,4680.67,422175,4683.43,2.76,VWAP reference for TCA analysis
NQ,2024-11-27,4788.83,4838.38,4699.26,4711.19,4088178,4759.41,48.22,VWAP reference for TCA analysis
NQ,2024-11-28,4676.66,4722.08,4618.79,4693.59,3575019,4677.78,-15.81,VWAP reference for TCA analysis
RTY,2024-11-11,4577.84,4665.82,4496.77,4506.29,1530459,4561.68,55.39,VWAP reference for TCA analysis
ES,2024-11-12,4505.08,4575.93,4488.21,4519.08,2543167,4522.08,3.0,VWAP reference for TCA analysis
ES,2024-11-27,5028.72,5082.78,4993.63,5002.79,3651459,5026.98,24.19,VWAP reference for TCA analysis
YM,2024-11-02,5716.83,5802.8,5667.53,5772.74,1397375,5739.98,-32.76,VWAP reference for TCA analysis
NQ,2024-11-02,4473.45,4515.97,4469.02,4475.64,3369634,4483.52,7.88,VWAP reference for TCA analysis
YM,2024-11-10,5187.71,5270.55,5148.36,5196.73,793224,5200.84,4.11,VWAP reference for TCA analysis
RTY,2024-11-25,5287.07,5325.55,5245.48,5262.45,1732371,5280.14,17.69,VWAP reference for TCA analysis
NQ,2024-11-05,4771.79,4866.46,4679.75,4842.93,4251978,4790.23,-52.7,VWAP reference for TCA analysis
RTY,2024-11-29,4671.21,4757.68,4600.19,4718.41,2865331,4686.87,-31.54,VWAP reference for TCA analysis
RTY,2024-11-01,5548.51,5614.33,5511.57,5601.04,3087133,5568.86,-32.18,VWAP reference for TCA analysis
YM,2024-11-07,5252.05,5306.51,5205.54,5262.75,1052743,5256.71,-6.04,VWAP reference for TCA analysis
NQ,2024-11-28,4404.72,4462.81,4386.36,4395.99,3005753,4412.47,16.48,VWAP reference for TCA analysis
NQ,2024-11-07,4878.12,4961.86,4861.48,4878.32,1449560,4894.94,16.62,VWAP reference for TCA analysis
YM,2024-11-01,5029.95,5066.02,4985.84,4998.99,1967400,5020.2,21.21,VWAP reference for TCA analysis
NQ,2024-11-15,5579.88,5674.27,5483.55,5663.74,3527005,5600.36,-63.38,VWAP reference for TCA analysis
ES,2024-11-29,4593.75,4615.51,4517.41,4595.96,3486408,4580.66,-15.3,VWAP reference for TCA analysis
YM,2024-11-10,5164.87,5199.22,5145.09,5183.71,2131875,5173.22,-10.49,VWAP reference for TCA analysis
YM,2024-11-10,5092.87,5167.92,5069.39,5112.28,2211991,5110.61,-1.67,VWAP reference for TCA analysis
NQ,2024-11-28,4849.47,4861.22,4815.5,4855.39,501486,4845.4,-9.99,VWAP reference for TCA analysis
NQ,2024-11-02,5165.19,5245.44,5132.4,5143.72,1972459,5171.69,27.97,VWAP reference for TCA analysis
YM,2024-11-09,4467.38,4523.17,4403.72,4480.2,104657,4468.62,-11.58,VWAP reference for TCA analysis
ES,2024-11-03,5891.14,6007.02,5864.28,5958.27,557006,5930.18,-28.09,VWAP reference for TCA analysis
NQ,2024-11-27,5220.25,5249.79,5215.93,5221.47,4801302,5226.86,5.39,VWAP reference for TCA analysis
NQ,2024-11-07,4547.99,4557.34,4493.32,4512.09,3051112,4527.68,15.59,VWAP reference for TCA analysis
YM,2024-11-24,4726.14,4782.21,4696.99,4706.01,4547966,4727.84,21.83,VWAP reference for TCA analysis
YM,2024-11-24,5765.71,5789.03,5708.54,5772.87,928214,5759.04,-13.83,VWAP reference for TCA analysis
ES,2024-11-08,5202.6,5274.47,5160.99,5192.38,4293335,5207.61,15.23,VWAP reference for TCA analysis
NQ,2024-11-16,5999.61,6026.69,5964.79,6018.02,191742,6002.28,-15.74,VWAP reference for TCA analysis
NQ,2024-11-22,5178.47,5263.6,5112.74,5179.07,3718006,5183.47,4.4,VWAP reference for TCA analysis
YM,2024-11-06,5376.5,5481.3,5356.4,5481.1,957993,5423.82,-57.28,VWAP reference for TCA analysis
YM,2024-11-17,5475.61,5583.6,5376.21,5459.75,2113295,5473.79,14.04,VWAP reference for TCA analysis
NQ,2024-11-18,5147.71,5222.42,5060.72,5093.74,4339403,5131.15,37.41,VWAP reference for TCA analysis
ES,2024-11-30,4576.94,4653.57,4501.39,4608.21,4208899,4585.03,-23.18,VWAP reference for TCA analysis
ES,2024-11-06,5821.99,5874.21,5735.17,5765.27,1996505,5799.16,33.89,VWAP reference for TCA analysis
ES,2024-11-01,4401.65,4476.42,4394.0,4411.22,2475235,4420.82,9.6,VWAP reference for TCA analysis
RTY,2024-11-06,4897.65,4977.46,4820.75,4844.65,3128959,4885.13,40.48,VWAP reference for TCA analysis
RTY,2024-11-07,4910.97,4997.9,4855.84,4920.69,4118480,4921.35,0.66,VWAP reference for TCA analysis
RTY,2024-11-03,5989.63,6035.23,5899.0,5947.15,2569974,5967.75,20.6,VWAP reference for TCA analysis
YM,2024-11-06,5032.87,5105.95,5003.27,5077.36,4761079,5054.86,-22.5,VWAP reference for TCA analysis
RTY,2024-11-08,4735.24,4754.76,4709.94,4754.4,480421,4738.58,-15.82,VWAP reference for TCA analysis
ES,2024-11-29,4555.35,4618.3,4470.9,4534.41,892155,4544.74,10.33,VWAP reference for TCA analysis
RTY,2024-11-28,5336.94,5401.58,5239.16,5328.93,2685899,5326.65,-2.28,VWAP reference for TCA analysis
ES,2024-11-01,5445.25,5460.15,5435.25,5440.87,4990295,5445.38,4.51,VWAP reference for TCA analysis
NQ,2024-11-25,5468.99,5535.21,5375.56,5461.63,3291807,5460.35,-1.28,VWAP reference for TCA analysis
ES,2024-11-16,5183.97,5287.48,5167.36,5237.92,1360235,5219.18,-18.74,VWAP reference for TCA analysis
NQ,2024-11-26,5659.06,5682.31,5609.81,5658.85,632381,5652.51,-6.34,VWAP reference for TCA analysis
NQ,2024-11-30,4772.15,4773.41,4733.37,4734.55,4911768,4753.37,18.82,VWAP reference for TCA analysis
YM,2024-11-15,5951.82,6056.72,5923.37,5955.67,3749004,5971.9,16.23,VWAP reference for TCA analysis
NQ,2024-11-06,5531.64,5626.22,5518.59,5551.74,2607612,5557.05,5.31,VWAP reference for TCA analysis
RTY,2024-11-16,5834.57,5930.72,5745.46,5760.01,3446150,5817.69,57.68,VWAP reference for TCA analysis
NQ,2024-11-01,4798.47,4808.01,4718.39,4726.54,1017180,4762.85,36.31,VWAP reference for TCA analysis
ES,2024-11-22,5510.08,5598.71,5496.83,5537.2,1199749,5535.71,-1.49,VWAP reference for TCA analysis
ES,2024-11-26,5608.56,5659.7,5583.91,5598.53,1131260,5612.67,14.14,VWAP reference for TCA analysis
ES,2024-11-21,5549.47,5588.87,5520.91,5575.22,4070688,5558.62,-16.6,VWAP reference for TCA analysis
RTY,2024-11-26,4481.57,4536.65,4428.8,4455.36,719501,4475.6,20.24,VWAP reference for TCA analysis
RTY,2024-11-17,5723.67,5832.06,5708.7,5796.9,1450579,5765.33,-31.57,VWAP reference for TCA analysis
